date,Hochzeit Bilder,Brautkleid,Hochzeitstorte,Blumen Hochzeit,isPartial
2018-01-07,0,24,0,0,False
2018-01-14,0,32,16,0,False
2018-01-21,0,48,0,0,False
2018-01-28,0,32,0,0,False
2018-02-04,0,16,32,0,False
2018-02-11,0,24,16,0,False
2018-02-18,0,16,33,0,False
2018-02-25,0,32,0,0,False
2018-03-04,0,24,0,0,False
2018-03-11,0,24,0,0,False
2018-03-18,0,100,17,0,False
2018-03-25,0,35,0,0,False
2018-04-01,0,17,34,0,False
2018-04-08,0,16,16,0,False
2018-04-15,0,32,0,0,False
2018-04-22,0,23,0,0,False
2018-04-29,0,50,17,0,False
2018-05-06,0,26,17,0,False
2018-05-13,0,49,16,0,False
2018-05-20,0,34,17,0,False
2018-05-27,0,16,16,0,False
2018-06-03,0,16,16,0,False
2018-06-10,0,32,16,0,False
2018-06-17,0,16,0,0,False
2018-06-24,0,33,0,0,False
2018-07-01,0,0,0,0,False
2018-07-08,0,0,0,0,False
2018-07-15,0,0,0,0,False
2018-07-22,0,37,18,0,False
2018-07-29,0,17,17,0,False
2018-08-05,0,16,16,0,False
2018-08-12,0,16,0,0,False
2018-08-19,0,25,0,0,False
2018-08-26,0,33,0,0,False
2018-09-02,0,16,0,0,False
2018-09-09,0,16,0,0,False
2018-09-16,0,17,17,0,False
2018-09-23,0,0,0,0,False
2018-09-30,0,17,0,0,False
2018-10-07,0,17,17,0,False
2018-10-14,0,16,32,0,False
2018-10-21,0,23,0,0,False
2018-10-28,0,24,0,0,False
2018-11-04,0,0,15,0,False
2018-11-11,0,32,0,0,False
2018-11-18,0,0,0,0,False
2018-11-25,0,16,0,0,False
2018-12-02,0,32,0,0,False
2018-12-09,0,0,0,0,False
2018-12-16,0,34,0,0,False
2018-12-23,0,20,0,0,False
2018-12-30,0,18,0,0,False
2019-01-06,0,23,15,0,False
2019-01-13,0,39,0,0,False
2019-01-20,0,23,0,0,False
2019-01-27,0,24,0,0,False
2019-02-03,0,16,32,0,False
2019-02-10,0,32,16,0,False
2019-02-17,0,16,16,0,False
2019-02-24,0,16,0,0,False
2019-03-03,0,15,31,0,False
2019-03-10,0,15,31,0,False
2019-03-17,0,16,0,0,False
2019-03-24,0,16,16,0,False
2019-03-31,0,24,0,0,False
2019-04-07,0,0,0,0,False
2019-04-14,0,18,18,0,False
2019-04-21,0,17,17,0,False
2019-04-28,0,41,0,0,False
2019-05-05,0,24,0,0,False
2019-05-12,0,24,16,0,False
2019-05-19,0,0,0,0,False
2019-05-26,0,16,0,0,False
2019-06-02,0,16,0,0,False
2019-06-09,0,16,0,0,False
2019-06-16,0,16,16,0,False
2019-06-23,0,33,0,0,False
2019-06-30,0,15,15,0,False
2019-07-07,0,0,33,0,False
2019-07-14,0,34,35,0,False
2019-07-21,0,18,0,0,False
2019-07-28,0,18,0,0,False
2019-08-04,0,0,17,0,False
2019-08-11,0,0,16,0,False
2019-08-18,0,0,16,0,False
2019-08-25,0,40,0,0,False
2019-09-01,0,0,0,0,False
2019-09-08,0,16,0,0,False
2019-09-15,0,32,16,0,False
2019-09-22,0,47,0,0,False
2019-09-29,0,24,16,0,False
2019-10-06,0,16,0,0,False
2019-10-13,0,23,15,0,False
2019-10-20,0,15,30,0,False
2019-10-27,0,37,0,0,False
2019-11-03,0,15,14,0,False
2019-11-10,0,15,15,0,False
2019-11-17,0,0,14,0,False
2019-11-24,0,14,0,0,False
2019-12-01,0,15,0,0,False
2019-12-08,0,22,15,0,False
2019-12-15,0,0,0,0,False
2019-12-22,0,0,0,0,False
2019-12-29,0,34,0,0,False
2020-01-05,0,28,0,0,False
2020-01-12,0,14,14,0,False
2020-01-19,0,0,0,0,False
2020-01-26,0,21,14,0,False
2020-02-02,0,14,0,0,False
2020-02-09,0,21,14,0,False
2020-02-16,0,0,22,0,False
2020-02-23,0,14,0,0,False
2020-03-01,0,0,14,0,False
2020-03-08,0,20,0,0,False
2020-03-15,0,0,13,0,False
2020-03-22,0,13,13,0,False
2020-03-29,0,13,0,0,False
2020-04-05,0,15,0,0,False
2020-04-12,0,14,0,0,False
2020-04-19,0,20,0,0,False
2020-04-26,0,13,13,0,False
2020-05-03,0,0,0,0,True
