date,Hochzeit Bilder,Brautkleid,Hochzeitstorte,Blumen Hochzeit,isPartial
2018-01-07,0,79,23,0,False
2018-01-14,0,67,0,0,False
2018-01-21,0,11,11,0,False
2018-01-28,0,100,0,0,False
2018-02-04,0,78,11,0,False
2018-02-11,0,33,0,0,False
2018-02-18,0,32,0,0,False
2018-02-25,0,22,0,0,False
2018-03-04,0,44,33,0,False
2018-03-11,0,22,0,11,False
2018-03-18,0,0,0,0,False
2018-03-25,0,34,23,11,False
2018-04-01,0,0,0,12,False
2018-04-08,0,33,22,11,False
2018-04-15,0,46,12,0,False
2018-04-22,0,33,33,0,False
2018-04-29,0,24,24,0,False
2018-05-06,0,0,0,0,False
2018-05-13,0,57,0,11,False
2018-05-20,0,49,12,12,False
2018-05-27,0,0,0,0,False
2018-06-03,0,45,11,0,False
2018-06-10,0,53,0,0,False
2018-06-17,0,44,11,0,False
2018-06-24,0,11,0,11,False
2018-07-01,0,0,0,0,False
2018-07-08,0,23,11,11,False
2018-07-15,0,25,0,0,False
2018-07-22,0,0,13,13,False
2018-07-29,0,49,12,12,False
2018-08-05,0,47,12,0,False
2018-08-12,0,34,11,0,False
2018-08-19,0,35,12,23,False
2018-08-26,0,47,35,0,False
2018-09-02,0,35,12,0,False
2018-09-09,0,11,11,0,False
2018-09-16,0,11,23,0,False
2018-09-23,0,57,11,0,False
2018-09-30,0,50,13,0,False
2018-10-07,0,60,0,0,False
2018-10-14,0,45,11,0,False
2018-10-21,0,0,0,0,False
2018-10-28,0,33,11,0,False
2018-11-04,0,21,11,0,False
2018-11-11,0,22,0,0,False
2018-11-18,0,11,11,0,False
2018-11-25,0,0,0,11,False
2018-12-02,0,43,0,0,False
2018-12-09,0,44,0,0,False
2018-12-16,0,0,0,0,False
2018-12-23,0,16,0,0,False
2018-12-30,0,25,13,0,False
2019-01-06,0,21,21,10,False
2019-01-13,0,52,10,10,False
2019-01-20,0,31,31,0,False
2019-01-27,0,31,10,0,False
2019-02-03,0,53,0,0,False
2019-02-10,0,43,0,0,False
2019-02-17,0,43,32,0,False
2019-02-24,0,54,21,11,False
2019-03-03,0,33,33,11,False
2019-03-10,0,11,22,0,False
2019-03-17,0,33,0,0,False
2019-03-24,0,0,11,0,False
2019-03-31,0,77,11,0,False
2019-04-07,0,33,22,11,False
2019-04-14,0,12,12,0,False
2019-04-21,0,0,36,0,False
2019-04-28,0,33,11,0,False
2019-05-05,0,43,21,0,False
2019-05-12,0,34,23,11,False
2019-05-19,0,33,22,22,False
2019-05-26,0,35,12,0,False
2019-06-02,0,23,0,0,False
2019-06-09,0,36,0,0,False
2019-06-16,0,0,0,0,False
2019-06-23,0,49,0,0,False
2019-06-30,0,24,24,0,False
2019-07-07,0,13,38,0,False
2019-07-14,0,13,0,0,False
2019-07-21,0,28,0,0,False
2019-07-28,0,39,39,0,False
2019-08-04,0,74,12,0,False
2019-08-11,0,23,0,0,False
2019-08-18,0,48,0,0,False
2019-08-25,0,24,0,0,False
2019-09-01,0,23,0,0,False
2019-09-08,0,59,0,0,False
2019-09-15,0,12,0,12,False
2019-09-22,0,54,0,0,False
2019-09-29,0,22,0,0,False
2019-10-06,0,0,0,0,False
2019-10-13,0,33,0,0,False
2019-10-20,0,0,20,10,False
2019-10-27,0,56,11,0,False
2019-11-03,0,21,0,0,False
2019-11-10,0,33,11,0,False
2019-11-17,0,10,0,0,False
2019-11-24,0,63,0,0,False
2019-12-01,0,11,0,11,False
2019-12-08,0,12,0,0,False
2019-12-15,0,0,12,0,False
2019-12-22,0,32,0,0,False
2019-12-29,0,0,0,0,False
2020-01-05,0,11,0,0,False
2020-01-12,0,32,0,0,False
2020-01-19,0,20,20,0,False
2020-01-26,0,0,20,0,False
2020-02-02,0,0,10,0,False
2020-02-09,0,20,29,0,False
2020-02-16,0,36,9,0,False
2020-02-23,0,45,0,0,False
2020-03-01,0,38,0,10,False
2020-03-08,0,18,9,0,False
2020-03-15,0,18,0,9,False
2020-03-22,0,33,17,0,False
2020-03-29,0,16,0,0,False
2020-04-05,0,17,17,0,False
2020-04-12,0,43,0,0,False
2020-04-19,0,0,0,0,False
2020-04-26,0,8,0,0,False
2020-05-03,0,0,0,0,True
