date,musica dj,isPartial
2018-01-07,33,False
2018-01-14,49,False
2018-01-21,0,False
2018-01-28,63,False
2018-02-04,0,False
2018-02-11,31,False
2018-02-18,58,False
2018-02-25,28,False
2018-03-04,29,False
2018-03-11,29,False
2018-03-18,59,False
2018-03-25,32,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,60,False
2018-04-22,32,False
2018-04-29,30,False
2018-05-06,0,False
2018-05-13,29,False
2018-05-20,29,False
2018-05-27,0,False
2018-06-03,31,False
2018-06-10,29,False
2018-06-17,57,False
2018-06-24,91,False
2018-07-01,45,False
2018-07-08,30,False
2018-07-15,46,False
2018-07-22,46,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,81,False
2018-08-26,52,False
2018-09-02,30,False
2018-09-09,0,False
2018-09-16,28,False
2018-09-23,29,False
2018-09-30,58,False
2018-10-07,30,False
2018-10-14,30,False
2018-10-21,43,False
2018-10-28,29,False
2018-11-04,27,False
2018-11-11,29,False
2018-11-18,0,False
2018-11-25,58,False
2018-12-02,40,False
2018-12-09,30,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,34,False
2019-01-06,33,False
2019-01-13,0,False
2019-01-20,0,False
2019-01-27,0,False
2019-02-03,0,False
2019-02-10,0,False
2019-02-17,32,False
2019-02-24,28,False
2019-03-03,100,False
2019-03-10,33,False
2019-03-17,33,False
2019-03-24,0,False
2019-03-31,32,False
2019-04-07,0,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,0,False
2019-05-12,0,False
2019-05-19,32,False
2019-05-26,45,False
2019-06-02,31,False
2019-06-09,63,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,63,False
2019-07-14,52,False
2019-07-21,34,False
2019-07-28,55,False
2019-08-04,39,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,30,False
2019-09-08,48,False
2019-09-15,0,False
2019-09-22,30,False
2019-09-29,61,False
2019-10-06,32,False
2019-10-13,0,False
2019-10-20,30,False
2019-10-27,31,False
2019-11-03,59,False
2019-11-10,0,False
2019-11-17,30,False
2019-11-24,0,False
2019-12-01,63,False
2019-12-08,31,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,36,False
2020-01-05,63,False
2020-01-12,29,False
2020-01-19,59,False
2020-01-26,0,False
2020-02-02,0,False
2020-02-09,29,False
2020-02-16,29,False
2020-02-23,0,False
2020-03-01,28,False
2020-03-08,0,False
2020-03-15,27,False
2020-03-22,26,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,42,False
2020-04-19,65,False
2020-04-26,46,True
