date,video compleanno,isPartial
2018-01-07,50,False
2018-01-14,59,False
2018-01-21,37,False
2018-01-28,67,False
2018-02-04,56,False
2018-02-11,20,False
2018-02-18,78,False
2018-02-25,38,False
2018-03-04,78,False
2018-03-11,60,False
2018-03-18,40,False
2018-03-25,41,False
2018-04-01,43,False
2018-04-08,20,False
2018-04-15,0,False
2018-04-22,42,False
2018-04-29,41,False
2018-05-06,20,False
2018-05-13,20,False
2018-05-20,61,False
2018-05-27,61,False
2018-06-03,20,False
2018-06-10,0,False
2018-06-17,33,False
2018-06-24,45,False
2018-07-01,55,False
2018-07-08,44,False
2018-07-15,34,False
2018-07-22,58,False
2018-07-29,24,False
2018-08-05,53,False
2018-08-12,60,False
2018-08-19,69,False
2018-08-26,23,False
2018-09-02,22,False
2018-09-09,22,False
2018-09-16,43,False
2018-09-23,22,False
2018-09-30,0,False
2018-10-07,22,False
2018-10-14,22,False
2018-10-21,86,False
2018-10-28,32,False
2018-11-04,30,False
2018-11-11,31,False
2018-11-18,0,False
2018-11-25,20,False
2018-12-02,31,False
2018-12-09,31,False
2018-12-16,44,False
2018-12-23,49,False
2018-12-30,22,False
2019-01-06,60,False
2019-01-13,58,False
2019-01-20,28,False
2019-01-27,46,False
2019-02-03,28,False
2019-02-10,56,False
2019-02-17,19,False
2019-02-24,0,False
2019-03-03,20,False
2019-03-10,29,False
2019-03-17,20,False
2019-03-24,59,False
2019-03-31,38,False
2019-04-07,38,False
2019-04-14,20,False
2019-04-21,22,False
2019-04-28,60,False
2019-05-05,49,False
2019-05-12,29,False
2019-05-19,38,False
2019-05-26,37,False
2019-06-02,57,False
2019-06-09,0,False
2019-06-16,19,False
2019-06-23,30,False
2019-06-30,39,False
2019-07-07,40,False
2019-07-14,30,False
2019-07-21,21,False
2019-07-28,22,False
2019-08-04,45,False
2019-08-11,51,False
2019-08-18,23,False
2019-08-25,100,False
2019-09-01,18,False
2019-09-08,19,False
2019-09-15,55,False
2019-09-22,0,False
2019-09-29,28,False
2019-10-06,38,False
2019-10-13,19,False
2019-10-20,18,False
2019-10-27,36,False
2019-11-03,35,False
2019-11-10,18,False
2019-11-17,17,False
2019-11-24,17,False
2019-12-01,18,False
2019-12-08,19,False
2019-12-15,18,False
2019-12-22,21,False
2019-12-29,40,False
2020-01-05,0,False
2020-01-12,40,False
2020-01-19,49,False
2020-01-26,33,False
2020-02-02,40,False
2020-02-09,0,False
2020-02-16,25,False
2020-02-23,16,False
2020-03-01,31,False
2020-03-08,37,False
2020-03-15,37,False
2020-03-22,28,False
2020-03-29,36,False
2020-04-05,76,False
2020-04-12,54,False
2020-04-19,51,False
2020-04-26,49,True
