date,video compleanno,isPartial
2018-01-07,71,False
2018-01-14,41,False
2018-01-21,41,False
2018-01-28,40,False
2018-02-04,30,False
2018-02-11,41,False
2018-02-18,21,False
2018-02-25,31,False
2018-03-04,84,False
2018-03-11,21,False
2018-03-18,22,False
2018-03-25,55,False
2018-04-01,69,False
2018-04-08,55,False
2018-04-15,22,False
2018-04-22,58,False
2018-04-29,44,False
2018-05-06,33,False
2018-05-13,32,False
2018-05-20,65,False
2018-05-27,33,False
2018-06-03,22,False
2018-06-10,21,False
2018-06-17,22,False
2018-06-24,44,False
2018-07-01,53,False
2018-07-08,43,False
2018-07-15,65,False
2018-07-22,22,False
2018-07-29,76,False
2018-08-05,34,False
2018-08-12,24,False
2018-08-19,44,False
2018-08-26,31,False
2018-09-02,52,False
2018-09-09,85,False
2018-09-16,53,False
2018-09-23,22,False
2018-09-30,54,False
2018-10-07,67,False
2018-10-14,56,False
2018-10-21,43,False
2018-10-28,31,False
2018-11-04,63,False
2018-11-11,55,False
2018-11-18,0,False
2018-11-25,33,False
2018-12-02,46,False
2018-12-09,23,False
2018-12-16,47,False
2018-12-23,26,False
2018-12-30,35,False
2019-01-06,53,False
2019-01-13,64,False
2019-01-20,40,False
2019-01-27,69,False
2019-02-03,20,False
2019-02-10,50,False
2019-02-17,51,False
2019-02-24,31,False
2019-03-03,62,False
2019-03-10,52,False
2019-03-17,63,False
2019-03-24,43,False
2019-03-31,72,False
2019-04-07,51,False
2019-04-14,21,False
2019-04-21,32,False
2019-04-28,20,False
2019-05-05,39,False
2019-05-12,0,False
2019-05-19,39,False
2019-05-26,19,False
2019-06-02,21,False
2019-06-09,21,False
2019-06-16,0,False
2019-06-23,63,False
2019-06-30,31,False
2019-07-07,0,False
2019-07-14,22,False
2019-07-21,86,False
2019-07-28,54,False
2019-08-04,45,False
2019-08-11,0,False
2019-08-18,22,False
2019-08-25,40,False
2019-09-01,38,False
2019-09-08,31,False
2019-09-15,20,False
2019-09-22,100,False
2019-09-29,19,False
2019-10-06,20,False
2019-10-13,40,False
2019-10-20,68,False
2019-10-27,19,False
2019-11-03,28,False
2019-11-10,19,False
2019-11-17,19,False
2019-11-24,28,False
2019-12-01,79,False
2019-12-08,40,False
2019-12-15,30,False
2019-12-22,45,False
2019-12-29,86,False
2020-01-05,19,False
2020-01-12,18,False
2020-01-19,28,False
2020-01-26,18,False
2020-02-02,45,False
2020-02-09,55,False
2020-02-16,37,False
2020-02-23,88,False
2020-03-01,17,False
2020-03-08,33,False
2020-03-15,25,False
2020-03-22,46,False
2020-03-29,87,False
2020-04-05,42,False
2020-04-12,42,False
2020-04-19,81,False
2020-04-26,55,True
