date,video compleanno,isPartial
2018-01-07,100,False
2018-01-14,49,False
2018-01-21,50,False
2018-01-28,50,False
2018-02-04,36,False
2018-02-11,36,False
2018-02-18,47,False
2018-02-25,24,False
2018-03-04,24,False
2018-03-11,37,False
2018-03-18,37,False
2018-03-25,52,False
2018-04-01,55,False
2018-04-08,51,False
2018-04-15,50,False
2018-04-22,26,False
2018-04-29,53,False
2018-05-06,75,False
2018-05-13,25,False
2018-05-20,38,False
2018-05-27,54,False
2018-06-03,0,False
2018-06-10,24,False
2018-06-17,49,False
2018-06-24,24,False
2018-07-01,39,False
2018-07-08,0,False
2018-07-15,25,False
2018-07-22,69,False
2018-07-29,33,False
2018-08-05,32,False
2018-08-12,18,False
2018-08-19,26,False
2018-08-26,21,False
2018-09-02,50,False
2018-09-09,26,False
2018-09-16,0,False
2018-09-23,26,False
2018-09-30,25,False
2018-10-07,40,False
2018-10-14,39,False
2018-10-21,52,False
2018-10-28,25,False
2018-11-04,25,False
2018-11-11,27,False
2018-11-18,52,False
2018-11-25,26,False
2018-12-02,0,False
2018-12-09,54,False
2018-12-16,28,False
2018-12-23,29,False
2018-12-30,53,False
2019-01-06,26,False
2019-01-13,52,False
2019-01-20,24,False
2019-01-27,24,False
2019-02-03,25,False
2019-02-10,0,False
2019-02-17,51,False
2019-02-24,0,False
2019-03-03,53,False
2019-03-10,25,False
2019-03-17,26,False
2019-03-24,26,False
2019-03-31,52,False
2019-04-07,26,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,39,False
2019-05-05,26,False
2019-05-12,51,False
2019-05-19,0,False
2019-05-26,48,False
2019-06-02,53,False
2019-06-09,28,False
2019-06-16,26,False
2019-06-23,38,False
2019-06-30,40,False
2019-07-07,64,False
2019-07-14,49,False
2019-07-21,25,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,0,False
2019-08-18,31,False
2019-08-25,20,False
2019-09-01,69,False
2019-09-08,52,False
2019-09-15,26,False
2019-09-22,52,False
2019-09-29,26,False
2019-10-06,39,False
2019-10-13,27,False
2019-10-20,78,False
2019-10-27,26,False
2019-11-03,26,False
2019-11-10,78,False
2019-11-17,79,False
2019-11-24,50,False
2019-12-01,79,False
2019-12-08,53,False
2019-12-15,40,False
2019-12-22,27,False
2019-12-29,26,False
2020-01-05,75,False
2020-01-12,47,False
2020-01-19,48,False
2020-01-26,23,False
2020-02-02,23,False
2020-02-09,25,False
2020-02-16,24,False
2020-02-23,45,False
2020-03-01,22,False
2020-03-08,40,False
2020-03-15,38,False
2020-03-22,36,False
2020-03-29,37,False
2020-04-05,20,False
2020-04-12,21,False
2020-04-19,28,False
2020-04-26,33,True
