date,video compleanno,isPartial
2018-01-07,48,False
2018-01-14,72,False
2018-01-21,70,False
2018-01-28,0,False
2018-02-04,47,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,45,False
2018-03-04,45,False
2018-03-11,93,False
2018-03-18,0,False
2018-03-25,0,False
2018-04-01,50,False
2018-04-08,0,False
2018-04-15,48,False
2018-04-22,49,False
2018-04-29,44,False
2018-05-06,45,False
2018-05-13,0,False
2018-05-20,0,False
2018-05-27,45,False
2018-06-03,0,False
2018-06-10,81,False
2018-06-17,63,False
2018-06-24,59,False
2018-07-01,0,False
2018-07-08,74,False
2018-07-15,0,False
2018-07-22,37,False
2018-07-29,37,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,71,False
2018-08-26,0,False
2018-09-02,73,False
2018-09-09,54,False
2018-09-16,53,False
2018-09-23,39,False
2018-09-30,83,False
2018-10-07,45,False
2018-10-14,46,False
2018-10-21,96,False
2018-10-28,93,False
2018-11-04,91,False
2018-11-11,0,False
2018-11-18,46,False
2018-11-25,70,False
2018-12-02,0,False
2018-12-09,48,False
2018-12-16,50,False
2018-12-23,0,False
2018-12-30,53,False
2019-01-06,48,False
2019-01-13,47,False
2019-01-20,66,False
2019-01-27,0,False
2019-02-03,0,False
2019-02-10,48,False
2019-02-17,0,False
2019-02-24,45,False
2019-03-03,100,False
2019-03-10,71,False
2019-03-17,0,False
2019-03-24,48,False
2019-03-31,48,False
2019-04-07,46,False
2019-04-14,47,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,69,False
2019-05-12,0,False
2019-05-19,44,False
2019-05-26,0,False
2019-06-02,45,False
2019-06-09,86,False
2019-06-16,0,False
2019-06-23,42,False
2019-06-30,0,False
2019-07-07,40,False
2019-07-14,39,False
2019-07-21,40,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,36,False
2019-08-18,33,False
2019-08-25,0,False
2019-09-01,35,False
2019-09-08,0,False
2019-09-15,39,False
2019-09-22,0,False
2019-09-29,40,False
2019-10-06,41,False
2019-10-13,85,False
2019-10-20,41,False
2019-10-27,42,False
2019-11-03,40,False
2019-11-10,40,False
2019-11-17,41,False
2019-11-24,78,False
2019-12-01,40,False
2019-12-08,42,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,44,False
2020-01-05,79,False
2020-01-12,0,False
2020-01-19,37,False
2020-01-26,38,False
2020-02-02,37,False
2020-02-09,37,False
2020-02-16,38,False
2020-02-23,37,False
2020-03-01,0,False
2020-03-08,0,False
2020-03-15,66,False
2020-03-22,31,False
2020-03-29,49,False
2020-04-05,35,False
2020-04-12,0,False
2020-04-19,32,False
2020-04-26,57,True
