date,video compleanno,isPartial
2018-01-07,0,False
2018-01-14,25,False
2018-01-21,25,False
2018-01-28,25,False
2018-02-04,37,False
2018-02-11,13,False
2018-02-18,52,False
2018-02-25,39,False
2018-03-04,53,False
2018-03-11,40,False
2018-03-18,41,False
2018-03-25,29,False
2018-04-01,45,False
2018-04-08,27,False
2018-04-15,40,False
2018-04-22,28,False
2018-04-29,27,False
2018-05-06,42,False
2018-05-13,27,False
2018-05-20,68,False
2018-05-27,28,False
2018-06-03,42,False
2018-06-10,50,False
2018-06-17,13,False
2018-06-24,0,False
2018-07-01,14,False
2018-07-08,40,False
2018-07-15,14,False
2018-07-22,93,False
2018-07-29,26,False
2018-08-05,50,False
2018-08-12,0,False
2018-08-19,60,False
2018-08-26,51,False
2018-09-02,39,False
2018-09-09,39,False
2018-09-16,100,False
2018-09-23,38,False
2018-09-30,38,False
2018-10-07,13,False
2018-10-14,66,False
2018-10-21,67,False
2018-10-28,0,False
2018-11-04,53,False
2018-11-11,42,False
2018-11-18,41,False
2018-11-25,14,False
2018-12-02,29,False
2018-12-09,42,False
2018-12-16,29,False
2018-12-23,15,False
2018-12-30,27,False
2019-01-06,39,False
2019-01-13,13,False
2019-01-20,12,False
2019-01-27,25,False
2019-02-03,25,False
2019-02-10,25,False
2019-02-17,25,False
2019-02-24,13,False
2019-03-03,41,False
2019-03-10,25,False
2019-03-17,13,False
2019-03-24,13,False
2019-03-31,25,False
2019-04-07,26,False
2019-04-14,13,False
2019-04-21,55,False
2019-04-28,26,False
2019-05-05,26,False
2019-05-12,12,False
2019-05-19,13,False
2019-05-26,12,False
2019-06-02,38,False
2019-06-09,53,False
2019-06-16,28,False
2019-06-23,0,False
2019-06-30,14,False
2019-07-07,26,False
2019-07-14,52,False
2019-07-21,13,False
2019-07-28,13,False
2019-08-04,0,False
2019-08-11,0,False
2019-08-18,24,False
2019-08-25,23,False
2019-09-01,0,False
2019-09-08,12,False
2019-09-15,12,False
2019-09-22,12,False
2019-09-29,0,False
2019-10-06,24,False
2019-10-13,13,False
2019-10-20,24,False
2019-10-27,24,False
2019-11-03,24,False
2019-11-10,75,False
2019-11-17,13,False
2019-11-24,25,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,13,False
2019-12-22,14,False
2019-12-29,13,False
2020-01-05,25,False
2020-01-12,60,False
2020-01-19,37,False
2020-01-26,37,False
2020-02-02,35,False
2020-02-09,24,False
2020-02-16,12,False
2020-02-23,24,False
2020-03-01,11,False
2020-03-08,0,False
2020-03-15,51,False
2020-03-22,38,False
2020-03-29,39,False
2020-04-05,42,False
2020-04-12,95,False
2020-04-19,29,False
2020-04-26,69,True
