date,moda uomo,isPartial
2018-01-07,32,False
2018-01-14,82,False
2018-01-21,41,False
2018-01-28,59,False
2018-02-04,79,False
2018-02-11,99,False
2018-02-18,29,False
2018-02-25,19,False
2018-03-04,29,False
2018-03-11,39,False
2018-03-18,30,False
2018-03-25,41,False
2018-04-01,53,False
2018-04-08,50,False
2018-04-15,61,False
2018-04-22,42,False
2018-04-29,29,False
2018-05-06,38,False
2018-05-13,60,False
2018-05-20,30,False
2018-05-27,60,False
2018-06-03,40,False
2018-06-10,48,False
2018-06-17,78,False
2018-06-24,40,False
2018-07-01,57,False
2018-07-08,19,False
2018-07-15,20,False
2018-07-22,29,False
2018-07-29,60,False
2018-08-05,41,False
2018-08-12,32,False
2018-08-19,42,False
2018-08-26,49,False
2018-09-02,39,False
2018-09-09,49,False
2018-09-16,58,False
2018-09-23,48,False
2018-09-30,40,False
2018-10-07,40,False
2018-10-14,50,False
2018-10-21,70,False
2018-10-28,19,False
2018-11-04,39,False
2018-11-11,41,False
2018-11-18,40,False
2018-11-25,30,False
2018-12-02,20,False
2018-12-09,63,False
2018-12-16,65,False
2018-12-23,87,False
2018-12-30,57,False
2019-01-06,63,False
2019-01-13,90,False
2019-01-20,28,False
2019-01-27,38,False
2019-02-03,39,False
2019-02-10,30,False
2019-02-17,50,False
2019-02-24,40,False
2019-03-03,0,False
2019-03-10,20,False
2019-03-17,30,False
2019-03-24,51,False
2019-03-31,39,False
2019-04-07,100,False
2019-04-14,61,False
2019-04-21,30,False
2019-04-28,19,False
2019-05-05,56,False
2019-05-12,28,False
2019-05-19,56,False
2019-05-26,45,False
2019-06-02,20,False
2019-06-09,58,False
2019-06-16,21,False
2019-06-23,31,False
2019-06-30,59,False
2019-07-07,19,False
2019-07-14,29,False
2019-07-21,40,False
2019-07-28,60,False
2019-08-04,31,False
2019-08-11,22,False
2019-08-18,50,False
2019-08-25,38,False
2019-09-01,0,False
2019-09-08,93,False
2019-09-15,18,False
2019-09-22,62,False
2019-09-29,36,False
2019-10-06,37,False
2019-10-13,46,False
2019-10-20,54,False
2019-10-27,53,False
2019-11-03,26,False
2019-11-10,72,False
2019-11-17,26,False
2019-11-24,36,False
2019-12-01,28,False
2019-12-08,55,False
2019-12-15,75,False
2019-12-22,45,False
2019-12-29,31,False
2020-01-05,56,False
2020-01-12,34,False
2020-01-19,45,False
2020-01-26,17,False
2020-02-02,17,False
2020-02-09,44,False
2020-02-16,18,False
2020-02-23,32,False
2020-03-01,32,False
2020-03-08,0,False
2020-03-15,16,False
2020-03-22,43,False
2020-03-29,30,False
2020-04-05,31,False
2020-04-12,16,False
2020-04-19,44,False
2020-04-26,25,True
