date,moda uomo,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,43,False
2018-01-28,42,False
2018-02-04,42,False
2018-02-11,0,False
2018-02-18,41,False
2018-02-25,40,False
2018-03-04,41,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,43,False
2018-04-01,46,False
2018-04-08,0,False
2018-04-15,44,False
2018-04-22,89,False
2018-04-29,42,False
2018-05-06,42,False
2018-05-13,81,False
2018-05-20,0,False
2018-05-27,43,False
2018-06-03,42,False
2018-06-10,0,False
2018-06-17,42,False
2018-06-24,42,False
2018-07-01,41,False
2018-07-08,41,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,43,False
2018-08-12,0,False
2018-08-19,43,False
2018-08-26,0,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,83,False
2018-09-23,42,False
2018-09-30,42,False
2018-10-07,43,False
2018-10-14,43,False
2018-10-21,43,False
2018-10-28,41,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,41,False
2018-11-25,42,False
2018-12-02,44,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,45,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,0,False
2019-01-27,71,False
2019-02-03,37,False
2019-02-10,37,False
2019-02-17,38,False
2019-02-24,38,False
2019-03-03,38,False
2019-03-10,37,False
2019-03-17,37,False
2019-03-24,0,False
2019-03-31,0,False
2019-04-07,0,False
2019-04-14,40,False
2019-04-21,0,False
2019-04-28,36,False
2019-05-05,35,False
2019-05-12,36,False
2019-05-19,0,False
2019-05-26,0,False
2019-06-02,0,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,38,False
2019-06-30,75,False
2019-07-07,0,False
2019-07-14,38,False
2019-07-21,40,False
2019-07-28,40,False
2019-08-04,0,False
2019-08-11,44,False
2019-08-18,40,False
2019-08-25,0,False
2019-09-01,36,False
2019-09-08,36,False
2019-09-15,35,False
2019-09-22,34,False
2019-09-29,0,False
2019-10-06,35,False
2019-10-13,0,False
2019-10-20,0,False
2019-10-27,34,False
2019-11-03,32,False
2019-11-10,100,False
2019-11-17,0,False
2019-11-24,34,False
2019-12-01,34,False
2019-12-08,35,False
2019-12-15,35,False
2019-12-22,0,False
2019-12-29,41,False
2020-01-05,74,False
2020-01-12,50,False
2020-01-19,33,False
2020-01-26,96,False
2020-02-02,0,False
2020-02-09,33,False
2020-02-16,33,False
2020-02-23,31,False
2020-03-01,0,False
2020-03-08,29,False
2020-03-15,58,False
2020-03-22,27,False
2020-03-29,29,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,0,False
2020-04-26,0,True
