date,Türen,isPartial
2018-01-07,0,False
2018-01-14,83,False
2018-01-21,42,False
2018-01-28,0,False
2018-02-04,41,False
2018-02-11,44,False
2018-02-18,79,False
2018-02-25,40,False
2018-03-04,40,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,0,False
2018-04-01,42,False
2018-04-08,0,False
2018-04-15,0,False
2018-04-22,41,False
2018-04-29,42,False
2018-05-06,42,False
2018-05-13,41,False
2018-05-20,0,False
2018-05-27,41,False
2018-06-03,39,False
2018-06-10,55,False
2018-06-17,39,False
2018-06-24,38,False
2018-07-01,80,False
2018-07-08,0,False
2018-07-15,38,False
2018-07-22,58,False
2018-07-29,0,False
2018-08-05,75,False
2018-08-12,38,False
2018-08-19,38,False
2018-08-26,0,False
2018-09-02,37,False
2018-09-09,57,False
2018-09-16,0,False
2018-09-23,0,False
2018-09-30,39,False
2018-10-07,79,False
2018-10-14,78,False
2018-10-21,37,False
2018-10-28,58,False
2018-11-04,56,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,38,False
2018-12-09,0,False
2018-12-16,39,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,70,False
2019-01-20,0,False
2019-01-27,35,False
2019-02-03,35,False
2019-02-10,38,False
2019-02-17,35,False
2019-02-24,35,False
2019-03-03,35,False
2019-03-10,52,False
2019-03-17,35,False
2019-03-24,53,False
2019-03-31,36,False
2019-04-07,52,False
2019-04-14,37,False
2019-04-21,35,False
2019-04-28,0,False
2019-05-05,0,False
2019-05-12,64,False
2019-05-19,0,False
2019-05-26,32,False
2019-06-02,0,False
2019-06-09,33,False
2019-06-16,0,False
2019-06-23,35,False
2019-06-30,34,False
2019-07-07,67,False
2019-07-14,35,False
2019-07-21,34,False
2019-07-28,100,False
2019-08-04,69,False
2019-08-11,66,False
2019-08-18,31,False
2019-08-25,0,False
2019-09-01,0,False
2019-09-08,68,False
2019-09-15,34,False
2019-09-22,0,False
2019-09-29,64,False
2019-10-06,32,False
2019-10-13,33,False
2019-10-20,32,False
2019-10-27,63,False
2019-11-03,30,False
2019-11-10,46,False
2019-11-17,47,False
2019-11-24,0,False
2019-12-01,95,False
2019-12-08,0,False
2019-12-15,32,False
2019-12-22,0,False
2019-12-29,30,False
2020-01-05,29,False
2020-01-12,28,False
2020-01-19,44,False
2020-01-26,85,False
2020-02-02,58,False
2020-02-09,32,False
2020-02-16,60,False
2020-02-23,28,False
2020-03-01,0,False
2020-03-08,39,False
2020-03-15,48,False
2020-03-22,23,False
2020-03-29,46,False
2020-04-05,0,False
2020-04-12,25,False
2020-04-19,60,False
2020-04-26,47,False
2020-05-03,0,False
2020-05-10,38,False
2020-05-17,81,False
2020-05-24,37,False
2020-05-31,0,False
2020-06-07,25,False
2020-06-14,24,False
2020-06-21,27,False
2020-06-28,27,False
2020-07-05,28,False
