date,Türen,isPartial
2018-01-07,32,False
2018-01-14,32,False
2018-01-21,16,False
2018-01-28,0,False
2018-02-04,16,False
2018-02-11,23,False
2018-02-18,0,False
2018-02-25,15,False
2018-03-04,31,False
2018-03-11,16,False
2018-03-18,17,False
2018-03-25,0,False
2018-04-01,18,False
2018-04-08,18,False
2018-04-15,19,False
2018-04-22,19,False
2018-04-29,48,False
2018-05-06,19,False
2018-05-13,37,False
2018-05-20,29,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,18,False
2018-06-17,19,False
2018-06-24,19,False
2018-07-01,18,False
2018-07-08,18,False
2018-07-15,19,False
2018-07-22,19,False
2018-07-29,20,False
2018-08-05,18,False
2018-08-12,0,False
2018-08-19,0,False
2018-08-26,36,False
2018-09-02,19,False
2018-09-09,38,False
2018-09-16,19,False
2018-09-23,19,False
2018-09-30,18,False
2018-10-07,0,False
2018-10-14,39,False
2018-10-21,19,False
2018-10-28,0,False
2018-11-04,28,False
2018-11-11,19,False
2018-11-18,27,False
2018-11-25,18,False
2018-12-02,26,False
2018-12-09,27,False
2018-12-16,18,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,16,False
2019-01-13,16,False
2019-01-20,15,False
2019-01-27,15,False
2019-02-03,16,False
2019-02-10,25,False
2019-02-17,15,False
2019-02-24,23,False
2019-03-03,16,False
2019-03-10,48,False
2019-03-17,34,False
2019-03-24,17,False
2019-03-31,36,False
2019-04-07,17,False
2019-04-14,18,False
2019-04-21,18,False
2019-04-28,18,False
2019-05-05,17,False
2019-05-12,18,False
2019-05-19,18,False
2019-05-26,54,False
2019-06-02,0,False
2019-06-09,17,False
2019-06-16,17,False
2019-06-23,0,False
2019-06-30,18,False
2019-07-07,17,False
2019-07-14,18,False
2019-07-21,19,False
2019-07-28,0,False
2019-08-04,37,False
2019-08-11,36,False
2019-08-18,17,False
2019-08-25,0,False
2019-09-01,25,False
2019-09-08,17,False
2019-09-15,17,False
2019-09-22,0,False
2019-09-29,32,False
2019-10-06,33,False
2019-10-13,43,False
2019-10-20,17,False
2019-10-27,100,False
2019-11-03,33,False
2019-11-10,33,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,16,False
2019-12-15,16,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,15,False
2020-01-12,14,False
2020-01-19,28,False
2020-01-26,14,False
2020-02-02,13,False
2020-02-09,14,False
2020-02-16,20,False
2020-02-23,39,False
2020-03-01,41,False
2020-03-08,13,False
2020-03-15,28,False
2020-03-22,13,False
2020-03-29,13,False
2020-04-05,22,False
2020-04-12,14,False
2020-04-19,14,False
2020-04-26,40,False
2020-05-03,35,False
2020-05-10,27,False
2020-05-17,30,False
2020-05-24,15,False
2020-05-31,28,False
2020-06-07,14,False
2020-06-14,14,False
2020-06-21,29,False
2020-06-28,0,False
2020-07-05,22,False
