date,Türen,isPartial
2018-01-07,41,False
2018-01-14,65,False
2018-01-21,16,False
2018-01-28,16,False
2018-02-04,16,False
2018-02-11,16,False
2018-02-18,54,False
2018-02-25,47,False
2018-03-04,32,False
2018-03-11,25,False
2018-03-18,17,False
2018-03-25,62,False
2018-04-01,0,False
2018-04-08,20,False
2018-04-15,61,False
2018-04-22,20,False
2018-04-29,61,False
2018-05-06,42,False
2018-05-13,77,False
2018-05-20,40,False
2018-05-27,39,False
2018-06-03,39,False
2018-06-10,54,False
2018-06-17,18,False
2018-06-24,26,False
2018-07-01,35,False
2018-07-08,26,False
2018-07-15,27,False
2018-07-22,26,False
2018-07-29,27,False
2018-08-05,33,False
2018-08-12,0,False
2018-08-19,26,False
2018-08-26,36,False
2018-09-02,57,False
2018-09-09,57,False
2018-09-16,19,False
2018-09-23,38,False
2018-09-30,28,False
2018-10-07,20,False
2018-10-14,30,False
2018-10-21,30,False
2018-10-28,100,False
2018-11-04,40,False
2018-11-11,20,False
2018-11-18,39,False
2018-11-25,61,False
2018-12-02,48,False
2018-12-09,19,False
2018-12-16,19,False
2018-12-23,18,False
2018-12-30,0,False
2019-01-06,24,False
2019-01-13,49,False
2019-01-20,24,False
2019-01-27,16,False
2019-02-03,32,False
2019-02-10,16,False
2019-02-17,31,False
2019-02-24,15,False
2019-03-03,46,False
2019-03-10,23,False
2019-03-17,34,False
2019-03-24,27,False
2019-03-31,19,False
2019-04-07,37,False
2019-04-14,0,False
2019-04-21,20,False
2019-04-28,0,False
2019-05-05,37,False
2019-05-12,37,False
2019-05-19,36,False
2019-05-26,36,False
2019-06-02,18,False
2019-06-09,37,False
2019-06-16,17,False
2019-06-23,28,False
2019-06-30,0,False
2019-07-07,33,False
2019-07-14,17,False
2019-07-21,17,False
2019-07-28,80,False
2019-08-04,16,False
2019-08-11,0,False
2019-08-18,33,False
2019-08-25,17,False
2019-09-01,34,False
2019-09-08,35,False
2019-09-15,17,False
2019-09-22,60,False
2019-09-29,25,False
2019-10-06,42,False
2019-10-13,0,False
2019-10-20,35,False
2019-10-27,26,False
2019-11-03,34,False
2019-11-10,51,False
2019-11-17,34,False
2019-11-24,25,False
2019-12-01,26,False
2019-12-08,16,False
2019-12-15,49,False
2019-12-22,23,False
2019-12-29,21,False
2020-01-05,28,False
2020-01-12,41,False
2020-01-19,35,False
2020-01-26,67,False
2020-02-02,32,False
2020-02-09,34,False
2020-02-16,39,False
2020-02-23,37,False
2020-03-01,46,False
2020-03-08,26,False
2020-03-15,15,False
2020-03-22,28,False
2020-03-29,21,False
2020-04-05,41,False
2020-04-12,16,False
2020-04-19,15,False
2020-04-26,22,False
2020-05-03,54,False
2020-05-10,23,False
2020-05-17,25,False
2020-05-24,61,False
2020-05-31,63,False
2020-06-07,23,False
2020-06-14,14,False
2020-06-21,30,False
2020-06-28,29,False
2020-07-05,15,False
