date,Tapeten,isPartial
2018-01-07,91,False
2018-01-14,94,False
2018-01-21,98,False
2018-01-28,98,False
2018-02-04,88,False
2018-02-11,73,False
2018-02-18,84,False
2018-02-25,95,False
2018-03-04,92,False
2018-03-11,68,False
2018-03-18,87,False
2018-03-25,89,False
2018-04-01,62,False
2018-04-08,48,False
2018-04-15,41,False
2018-04-22,57,False
2018-04-29,77,False
2018-05-06,39,False
2018-05-13,44,False
2018-05-20,54,False
2018-05-27,33,False
2018-06-03,38,False
2018-06-10,37,False
2018-06-17,52,False
2018-06-24,53,False
2018-07-01,56,False
2018-07-08,71,False
2018-07-15,40,False
2018-07-22,42,False
2018-07-29,42,False
2018-08-05,46,False
2018-08-12,70,False
2018-08-19,44,False
2018-08-26,67,False
2018-09-02,57,False
2018-09-09,70,False
2018-09-16,64,False
2018-09-23,71,False
2018-09-30,74,False
2018-10-07,80,False
2018-10-14,91,False
2018-10-21,77,False
2018-10-28,73,False
2018-11-04,55,False
2018-11-11,81,False
2018-11-18,55,False
2018-11-25,50,False
2018-12-02,48,False
2018-12-09,46,False
2018-12-16,43,False
2018-12-23,62,False
2018-12-30,100,False
2019-01-06,83,False
2019-01-13,78,False
2019-01-20,85,False
2019-01-27,78,False
2019-02-03,98,False
2019-02-10,96,False
2019-02-17,76,False
2019-02-24,78,False
2019-03-03,63,False
2019-03-10,69,False
2019-03-17,63,False
2019-03-24,64,False
2019-03-31,69,False
2019-04-07,69,False
2019-04-14,57,False
2019-04-21,48,False
2019-04-28,48,False
2019-05-05,56,False
2019-05-12,46,False
2019-05-19,57,False
2019-05-26,41,False
2019-06-02,48,False
2019-06-09,31,False
2019-06-16,46,False
2019-06-23,32,False
2019-06-30,31,False
2019-07-07,50,False
2019-07-14,60,False
2019-07-21,50,False
2019-07-28,59,False
2019-08-04,53,False
2019-08-11,52,False
2019-08-18,54,False
2019-08-25,41,False
2019-09-01,54,False
2019-09-08,74,False
2019-09-15,61,False
2019-09-22,54,False
2019-09-29,74,False
2019-10-06,82,False
2019-10-13,72,False
2019-10-20,60,False
2019-10-27,63,False
2019-11-03,53,False
2019-11-10,68,False
2019-11-17,54,False
2019-11-24,36,False
2019-12-01,49,False
2019-12-08,57,False
2019-12-15,36,False
2019-12-22,39,False
2019-12-29,71,False
2020-01-05,77,False
2020-01-12,70,False
2020-01-19,79,False
2020-01-26,74,False
2020-02-02,92,False
2020-02-09,59,False
2020-02-16,73,False
2020-02-23,77,False
2020-03-01,69,False
2020-03-08,55,False
2020-03-15,84,False
2020-03-22,80,False
2020-03-29,90,False
2020-04-05,52,False
2020-04-12,59,False
2020-04-19,67,False
2020-04-26,52,False
2020-05-03,44,False
2020-05-10,71,False
