date,Sektionaltor,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,34,False
2018-01-28,50,False
2018-02-04,51,False
2018-02-11,33,False
2018-02-18,0,False
2018-02-25,0,False
2018-03-04,33,False
2018-03-11,33,False
2018-03-18,34,False
2018-03-25,33,False
2018-04-01,35,False
2018-04-08,35,False
2018-04-15,36,False
2018-04-22,100,False
2018-04-29,34,False
2018-05-06,35,False
2018-05-13,0,False
2018-05-20,35,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,32,False
2018-06-24,34,False
2018-07-01,65,False
2018-07-08,32,False
2018-07-15,34,False
2018-07-22,33,False
2018-07-29,65,False
2018-08-05,79,False
2018-08-12,48,False
2018-08-19,96,False
2018-08-26,48,False
2018-09-02,82,False
2018-09-09,32,False
2018-09-16,65,False
2018-09-23,33,False
2018-09-30,34,False
2018-10-07,35,False
2018-10-14,0,False
2018-10-21,32,False
2018-10-28,97,False
2018-11-04,48,False
2018-11-11,66,False
2018-11-18,47,False
2018-11-25,32,False
2018-12-02,0,False
2018-12-09,33,False
2018-12-16,34,False
2018-12-23,36,False
2018-12-30,0,False
2019-01-06,31,False
2019-01-13,62,False
2019-01-20,0,False
2019-01-27,31,False
2019-02-03,31,False
2019-02-10,32,False
2019-02-17,31,False
2019-02-24,32,False
2019-03-03,30,False
2019-03-10,0,False
2019-03-17,31,False
2019-03-24,64,False
2019-03-31,33,False
2019-04-07,33,False
2019-04-14,34,False
2019-04-21,64,False
2019-04-28,31,False
2019-05-05,47,False
2019-05-12,32,False
2019-05-19,46,False
2019-05-26,0,False
2019-06-02,31,False
2019-06-09,30,False
2019-06-16,0,False
2019-06-23,31,False
2019-06-30,0,False
2019-07-07,0,False
2019-07-14,30,False
2019-07-21,32,False
2019-07-28,45,False
2019-08-04,29,False
2019-08-11,56,False
2019-08-18,58,False
2019-08-25,29,False
2019-09-01,28,False
2019-09-08,59,False
2019-09-15,59,False
2019-09-22,30,False
2019-09-29,29,False
2019-10-06,0,False
2019-10-13,29,False
2019-10-20,0,False
2019-10-27,0,False
2019-11-03,84,False
2019-11-10,58,False
2019-11-17,56,False
2019-11-24,42,False
2019-12-01,72,False
2019-12-08,28,False
2019-12-15,29,False
2019-12-22,31,False
2019-12-29,28,False
2020-01-05,40,False
2020-01-12,26,False
2020-01-19,0,False
2020-01-26,27,False
2020-02-02,27,False
2020-02-09,53,False
2020-02-16,27,False
2020-02-23,27,False
2020-03-01,54,False
2020-03-08,25,False
2020-03-15,0,False
2020-03-22,71,False
2020-03-29,24,False
2020-04-05,78,False
2020-04-12,25,False
2020-04-19,24,False
2020-04-26,57,False
2020-05-03,24,False
2020-05-10,71,False
