date,Sektionaltor,isPartial
2018-01-07,26,False
2018-01-14,25,False
2018-01-21,52,False
2018-01-28,26,False
2018-02-04,0,False
2018-02-11,26,False
2018-02-18,26,False
2018-02-25,0,False
2018-03-04,27,False
2018-03-11,26,False
2018-03-18,0,False
2018-03-25,29,False
2018-04-01,58,False
2018-04-08,28,False
2018-04-15,43,False
2018-04-22,28,False
2018-04-29,29,False
2018-05-06,45,False
2018-05-13,28,False
2018-05-20,0,False
2018-05-27,27,False
2018-06-03,0,False
2018-06-10,27,False
2018-06-17,27,False
2018-06-24,27,False
2018-07-01,28,False
2018-07-08,0,False
2018-07-15,29,False
2018-07-22,100,False
2018-07-29,0,False
2018-08-05,27,False
2018-08-12,26,False
2018-08-19,40,False
2018-08-26,0,False
2018-09-02,27,False
2018-09-09,27,False
2018-09-16,27,False
2018-09-23,0,False
2018-09-30,28,False
2018-10-07,56,False
2018-10-14,53,False
2018-10-21,34,False
2018-10-28,74,False
2018-11-04,0,False
2018-11-11,38,False
2018-11-18,24,False
2018-11-25,51,False
2018-12-02,25,False
2018-12-09,51,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,25,False
2019-01-06,35,False
2019-01-13,0,False
2019-01-20,46,False
2019-01-27,46,False
2019-02-03,70,False
2019-02-10,25,False
2019-02-17,97,False
2019-02-24,32,False
2019-03-03,36,False
2019-03-10,46,False
2019-03-17,0,False
2019-03-24,32,False
2019-03-31,25,False
2019-04-07,24,False
2019-04-14,27,False
2019-04-21,26,False
2019-04-28,0,False
2019-05-05,35,False
2019-05-12,49,False
2019-05-19,60,False
2019-05-26,25,False
2019-06-02,33,False
2019-06-09,24,False
2019-06-16,24,False
2019-06-23,25,False
2019-06-30,0,False
2019-07-07,37,False
2019-07-14,0,False
2019-07-21,27,False
2019-07-28,52,False
2019-08-04,26,False
2019-08-11,37,False
2019-08-18,37,False
2019-08-25,24,False
2019-09-01,48,False
2019-09-08,24,False
2019-09-15,25,False
2019-09-22,0,False
2019-09-29,23,False
2019-10-06,0,False
2019-10-13,55,False
2019-10-20,45,False
2019-10-27,33,False
2019-11-03,36,False
2019-11-10,66,False
2019-11-17,22,False
2019-11-24,22,False
2019-12-01,34,False
2019-12-08,44,False
2019-12-15,22,False
2019-12-22,24,False
2019-12-29,23,False
2020-01-05,21,False
2020-01-12,20,False
2020-01-19,28,False
2020-01-26,20,False
2020-02-02,31,False
2020-02-09,42,False
2020-02-16,20,False
2020-02-23,31,False
2020-03-01,0,False
2020-03-08,29,False
2020-03-15,18,False
2020-03-22,36,False
2020-03-29,18,False
2020-04-05,41,False
2020-04-12,19,False
2020-04-19,31,False
2020-04-26,27,False
2020-05-03,47,False
2020-05-10,37,False
