date,Sektionaltor,isPartial
2018-01-07,22,False
2018-01-14,43,False
2018-01-21,43,False
2018-01-28,22,False
2018-02-04,33,False
2018-02-11,45,False
2018-02-18,56,False
2018-02-25,22,False
2018-03-04,33,False
2018-03-11,33,False
2018-03-18,22,False
2018-03-25,70,False
2018-04-01,24,False
2018-04-08,23,False
2018-04-15,95,False
2018-04-22,45,False
2018-04-29,0,False
2018-05-06,70,False
2018-05-13,34,False
2018-05-20,34,False
2018-05-27,23,False
2018-06-03,69,False
2018-06-10,77,False
2018-06-17,34,False
2018-06-24,46,False
2018-07-01,59,False
2018-07-08,70,False
2018-07-15,59,False
2018-07-22,69,False
2018-07-29,0,False
2018-08-05,44,False
2018-08-12,44,False
2018-08-19,100,False
2018-08-26,34,False
2018-09-02,34,False
2018-09-09,45,False
2018-09-16,56,False
2018-09-23,34,False
2018-09-30,47,False
2018-10-07,24,False
2018-10-14,0,False
2018-10-21,44,False
2018-10-28,43,False
2018-11-04,21,False
2018-11-11,33,False
2018-11-18,53,False
2018-11-25,53,False
2018-12-02,32,False
2018-12-09,43,False
2018-12-16,22,False
2018-12-23,48,False
2018-12-30,22,False
2019-01-06,31,False
2019-01-13,82,False
2019-01-20,92,False
2019-01-27,41,False
2019-02-03,41,False
2019-02-10,53,False
2019-02-17,0,False
2019-02-24,22,False
2019-03-03,42,False
2019-03-10,72,False
2019-03-17,54,False
2019-03-24,32,False
2019-03-31,33,False
2019-04-07,54,False
2019-04-14,34,False
2019-04-21,67,False
2019-04-28,43,False
2019-05-05,51,False
2019-05-12,43,False
2019-05-19,42,False
2019-05-26,21,False
2019-06-02,53,False
2019-06-09,0,False
2019-06-16,22,False
2019-06-23,22,False
2019-06-30,33,False
2019-07-07,54,False
2019-07-14,56,False
2019-07-21,70,False
2019-07-28,46,False
2019-08-04,22,False
2019-08-11,51,False
2019-08-18,0,False
2019-08-25,42,False
2019-09-01,41,False
2019-09-08,42,False
2019-09-15,32,False
2019-09-22,31,False
2019-09-29,43,False
2019-10-06,42,False
2019-10-13,30,False
2019-10-20,30,False
2019-10-27,29,False
2019-11-03,0,False
2019-11-10,39,False
2019-11-17,29,False
2019-11-24,48,False
2019-12-01,20,False
2019-12-08,49,False
2019-12-15,20,False
2019-12-22,22,False
2019-12-29,20,False
2020-01-05,37,False
2020-01-12,27,False
2020-01-19,56,False
2020-01-26,56,False
2020-02-02,36,False
2020-02-09,27,False
2020-02-16,29,False
2020-02-23,72,False
2020-03-01,36,False
2020-03-08,42,False
2020-03-15,40,False
2020-03-22,24,False
2020-03-29,39,False
2020-04-05,35,False
2020-04-12,91,False
2020-04-19,24,False
2020-04-26,55,False
2020-05-03,57,False
2020-05-10,41,False
