date,Sektionaltor,isPartial
2018-01-07,46,False
2018-01-14,30,False
2018-01-21,46,False
2018-01-28,61,False
2018-02-04,98,False
2018-02-11,31,False
2018-02-18,0,False
2018-02-25,61,False
2018-03-04,31,False
2018-03-11,31,False
2018-03-18,31,False
2018-03-25,33,False
2018-04-01,68,False
2018-04-08,50,False
2018-04-15,35,False
2018-04-22,65,False
2018-04-29,0,False
2018-05-06,86,False
2018-05-13,33,False
2018-05-20,0,False
2018-05-27,32,False
2018-06-03,32,False
2018-06-10,46,False
2018-06-17,30,False
2018-06-24,31,False
2018-07-01,47,False
2018-07-08,31,False
2018-07-15,33,False
2018-07-22,32,False
2018-07-29,32,False
2018-08-05,32,False
2018-08-12,32,False
2018-08-19,31,False
2018-08-26,32,False
2018-09-02,32,False
2018-09-09,32,False
2018-09-16,32,False
2018-09-23,63,False
2018-09-30,32,False
2018-10-07,64,False
2018-10-14,32,False
2018-10-21,33,False
2018-10-28,0,False
2018-11-04,31,False
2018-11-11,31,False
2018-11-18,59,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,31,False
2018-12-23,32,False
2018-12-30,61,False
2019-01-06,28,False
2019-01-13,28,False
2019-01-20,28,False
2019-01-27,29,False
2019-02-03,0,False
2019-02-10,43,False
2019-02-17,29,False
2019-02-24,44,False
2019-03-03,28,False
2019-03-10,42,False
2019-03-17,29,False
2019-03-24,30,False
2019-03-31,0,False
2019-04-07,30,False
2019-04-14,32,False
2019-04-21,31,False
2019-04-28,0,False
2019-05-05,0,False
2019-05-12,30,False
2019-05-19,39,False
2019-05-26,29,False
2019-06-02,29,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,30,False
2019-07-07,29,False
2019-07-14,40,False
2019-07-21,63,False
2019-07-28,28,False
2019-08-04,44,False
2019-08-11,28,False
2019-08-18,0,False
2019-08-25,28,False
2019-09-01,82,False
2019-09-08,29,False
2019-09-15,48,False
2019-09-22,37,False
2019-09-29,27,False
2019-10-06,29,False
2019-10-13,0,False
2019-10-20,27,False
2019-10-27,40,False
2019-11-03,52,False
2019-11-10,78,False
2019-11-17,26,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,26,False
2019-12-15,26,False
2019-12-22,0,False
2019-12-29,53,False
2020-01-05,0,False
2020-01-12,37,False
2020-01-19,25,False
2020-01-26,100,False
2020-02-02,26,False
2020-02-09,37,False
2020-02-16,24,False
2020-02-23,24,False
2020-03-01,24,False
2020-03-08,23,False
2020-03-15,22,False
2020-03-22,63,False
2020-03-29,27,False
2020-04-05,35,False
2020-04-12,45,False
2020-04-19,21,False
2020-04-26,42,False
2020-05-03,43,False
2020-05-10,44,False
