date,Hochzeit Buffet,Hochzeit Essen,Hochzeit Bar,isPartial
2018-01-07,0,41,30,False
2018-01-14,0,39,39,False
2018-01-21,0,20,20,False
2018-01-28,0,30,100,False
2018-02-04,0,0,0,False
2018-02-11,0,41,20,False
2018-02-18,0,30,40,False
2018-02-25,0,20,20,False
2018-03-04,20,20,0,False
2018-03-11,0,0,20,False
2018-03-18,0,20,20,False
2018-03-25,0,21,21,False
2018-04-01,22,0,0,False
2018-04-08,0,21,0,False
2018-04-15,0,21,42,False
2018-04-22,0,42,0,False
2018-04-29,0,0,0,False
2018-05-06,0,22,21,False
2018-05-13,42,62,41,False
2018-05-20,0,56,0,False
2018-05-27,0,22,0,False
2018-06-03,21,21,32,False
2018-06-10,0,20,20,False
2018-06-17,0,21,21,False
2018-06-24,20,20,31,False
2018-07-01,40,20,20,False
2018-07-08,0,20,41,False
2018-07-15,0,21,0,False
2018-07-22,0,21,0,False
2018-07-29,0,0,22,False
2018-08-05,22,22,22,False
2018-08-12,0,0,23,False
2018-08-19,23,23,0,False
2018-08-26,23,0,0,False
2018-09-02,22,21,21,False
2018-09-09,21,21,0,False
2018-09-16,21,21,20,False
2018-09-23,0,42,0,False
2018-09-30,0,0,0,False
2018-10-07,20,0,0,False
2018-10-14,0,20,20,False
2018-10-21,0,0,0,False
2018-10-28,20,0,0,False
2018-11-04,0,0,0,False
2018-11-11,0,20,0,False
2018-11-18,0,19,0,False
2018-11-25,0,19,0,False
2018-12-02,0,0,0,False
2018-12-09,0,19,0,False
2018-12-16,0,20,20,False
2018-12-23,0,23,0,False
2018-12-30,0,0,21,False
2019-01-06,0,19,19,False
2019-01-13,19,0,73,False
2019-01-20,18,0,37,False
2019-01-27,0,28,18,False
2019-02-03,0,19,37,False
2019-02-10,0,38,0,False
2019-02-17,38,19,0,False
2019-02-24,0,19,19,False
2019-03-03,19,38,19,False
2019-03-10,0,0,0,False
2019-03-17,19,19,0,False
2019-03-24,0,19,0,False
2019-03-31,19,38,0,False
2019-04-07,0,19,38,False
2019-04-14,0,0,41,False
2019-04-21,0,0,20,False
2019-04-28,0,0,29,False
2019-05-05,0,18,0,False
2019-05-12,0,19,38,False
2019-05-19,19,37,0,False
2019-05-26,20,0,19,False
2019-06-02,19,19,39,False
2019-06-09,0,0,0,False
2019-06-16,0,20,20,False
2019-06-23,0,39,0,False
2019-06-30,0,38,0,False
2019-07-07,0,0,28,False
2019-07-14,0,0,19,False
2019-07-21,0,0,0,False
2019-07-28,0,20,0,False
2019-08-04,0,74,21,False
2019-08-11,0,41,20,False
2019-08-18,21,21,0,False
2019-08-25,0,0,0,False
2019-09-01,0,20,0,False
2019-09-08,19,0,19,False
2019-09-15,0,19,0,False
2019-09-22,0,37,19,False
2019-09-29,0,19,19,False
2019-10-06,0,55,37,False
2019-10-13,0,27,36,False
2019-10-20,18,0,0,False
2019-10-27,0,0,18,False
2019-11-03,0,18,0,False
2019-11-10,0,0,0,False
2019-11-17,0,18,18,False
2019-11-24,0,0,0,False
2019-12-01,18,0,18,False
2019-12-08,0,0,26,False
2019-12-15,18,18,0,False
2019-12-22,0,21,0,False
2019-12-29,0,40,20,False
2020-01-05,17,17,17,False
2020-01-12,0,0,0,False
2020-01-19,0,17,17,False
2020-01-26,17,42,0,False
2020-02-02,0,34,34,False
2020-02-09,0,17,0,False
2020-02-16,0,26,0,False
2020-02-23,17,0,17,False
2020-03-01,0,16,34,False
2020-03-08,0,46,16,False
2020-03-15,15,30,0,False
2020-03-22,0,0,0,False
2020-03-29,0,0,0,False
2020-04-05,0,0,16,False
2020-04-12,0,0,0,False
2020-04-19,0,0,0,False
2020-04-26,15,15,0,False
2020-05-03,0,0,15,False
2020-05-10,0,0,0,False
2020-05-17,16,16,0,False
2020-05-24,0,31,16,False
2020-05-31,0,16,16,False
2020-06-07,0,0,18,True
