date,mariage traiteur,vegan mariage ,gateau mariage_x,poisson mariage ,buffet mariage,isPartial_x,gateau mariage_y,mariage champagne,viande mariage ,mariage cocktail,isPartial_y
2018-01-07,33,0,33,0,0,False,33,0,0,0,False
2018-01-14,33,0,0,0,0,False,0,0,0,0,False
2018-01-21,33,0,33,0,0,False,33,0,0,0,False
2018-01-28,49,0,0,0,0,False,0,0,0,0,False
2018-02-04,34,0,0,0,0,False,0,0,0,0,False
2018-02-11,33,0,0,0,0,False,0,0,0,0,False
2018-02-18,0,0,50,0,0,False,50,0,0,0,False
2018-02-25,0,0,0,0,0,False,0,0,0,0,False
2018-03-04,0,0,0,0,0,False,0,0,0,0,False
2018-03-11,0,0,0,0,0,False,0,0,0,0,False
2018-03-18,0,0,0,0,0,False,0,0,0,0,False
2018-03-25,34,0,34,0,0,False,34,0,0,0,False
2018-04-01,35,0,35,0,0,False,35,0,0,0,False
2018-04-08,0,0,34,0,0,False,34,0,0,0,False
2018-04-15,35,0,0,0,0,False,0,0,0,0,False
2018-04-22,0,0,35,0,0,False,35,0,0,0,False
2018-04-29,0,0,71,0,0,False,71,0,0,0,False
2018-05-06,70,0,0,0,0,False,0,0,0,0,False
2018-05-13,33,0,33,0,0,False,33,0,0,0,False
2018-05-20,34,0,34,0,0,False,34,0,0,0,False
2018-05-27,33,0,33,0,0,False,33,0,0,0,False
2018-06-03,0,0,34,0,0,False,34,0,0,0,False
2018-06-10,66,0,33,0,0,False,33,0,0,0,False
2018-06-17,33,0,0,0,0,False,0,0,0,0,False
2018-06-24,0,0,34,0,0,False,34,0,0,0,False
2018-07-01,33,0,0,0,0,False,0,0,0,0,False
2018-07-08,71,0,36,0,0,False,36,0,0,0,False
2018-07-15,37,0,0,0,0,False,0,0,0,0,False
2018-07-22,0,0,37,0,0,False,37,0,0,0,False
2018-07-29,38,0,75,0,0,False,75,0,0,0,False
2018-08-05,0,0,0,0,0,False,0,0,0,0,False
2018-08-12,39,0,39,0,0,False,39,0,0,0,False
2018-08-19,36,0,36,0,0,False,36,0,0,0,False
2018-08-26,0,0,35,0,0,False,35,0,0,0,False
2018-09-02,34,0,0,0,0,False,0,0,0,0,False
2018-09-09,34,0,34,0,0,False,34,0,0,0,False
2018-09-16,0,0,0,0,0,False,0,0,0,0,False
2018-09-23,0,0,0,0,0,False,0,0,0,0,False
2018-09-30,35,0,0,0,0,False,0,0,0,0,False
2018-10-07,35,0,35,0,0,False,35,0,0,0,False
2018-10-14,0,0,35,0,0,False,35,0,0,0,False
2018-10-21,35,0,0,0,0,False,0,0,0,0,False
2018-10-28,35,0,35,0,0,False,35,0,0,0,False
2018-11-04,33,0,0,0,0,False,0,0,0,0,False
2018-11-11,33,0,0,0,0,False,0,0,0,0,False
2018-11-18,0,0,30,0,0,False,30,0,0,0,False
2018-11-25,30,0,30,0,0,False,30,0,0,0,False
