date,menu boda,menú vegano,isPartial
2018-01-07,37,0,False
2018-01-14,19,0,False
2018-01-21,38,0,False
2018-01-28,37,0,False
2018-02-04,19,0,False
2018-02-11,29,0,False
2018-02-18,47,0,False
2018-02-25,37,0,False
2018-03-04,28,0,False
2018-03-11,0,0,False
2018-03-18,39,0,False
2018-03-25,49,0,False
2018-04-01,57,0,False
2018-04-08,36,0,False
2018-04-15,18,0,False
2018-04-22,37,0,False
2018-04-29,32,0,False
2018-05-06,0,0,False
2018-05-13,87,0,False
2018-05-20,28,0,False
2018-05-27,46,0,False
2018-06-03,55,0,False
2018-06-10,46,0,False
2018-06-17,30,0,False
2018-06-24,49,0,False
2018-07-01,52,0,False
2018-07-08,42,0,False
2018-07-15,89,0,False
2018-07-22,0,0,False
2018-07-29,24,0,False
2018-08-05,25,0,False
2018-08-12,69,0,False
2018-08-19,0,0,False
2018-08-26,45,0,False
2018-09-02,39,0,False
2018-09-09,57,0,False
2018-09-16,46,0,False
2018-09-23,36,0,False
2018-09-30,55,0,False
2018-10-07,39,0,False
2018-10-14,36,0,False
2018-10-21,27,0,False
2018-10-28,29,0,False
2018-11-04,49,0,False
2018-11-11,26,0,False
2018-11-18,34,0,False
2018-11-25,25,0,False
2018-12-02,18,0,False
2018-12-09,0,0,False
2018-12-16,19,0,False
2018-12-23,0,0,False
2018-12-30,20,0,False
2019-01-06,47,0,False
2019-01-13,53,0,False
2019-01-20,25,0,False
2019-01-27,23,0,False
2019-02-03,26,0,False
2019-02-10,18,0,False
2019-02-17,36,0,False
2019-02-24,0,0,False
2019-03-03,36,0,False
2019-03-10,18,0,False
2019-03-17,18,0,False
2019-03-24,37,0,False
2019-03-31,26,0,False
2019-04-07,16,0,False
2019-04-14,34,0,False
2019-04-21,36,0,False
2019-04-28,57,0,False
2019-05-05,32,0,False
2019-05-12,45,0,False
2019-05-19,35,0,False
2019-05-26,17,0,False
2019-06-02,0,0,False
2019-06-09,67,0,False
2019-06-16,100,0,False
2019-06-23,28,0,False
2019-06-30,39,0,False
2019-07-07,55,0,False
2019-07-14,41,0,False
2019-07-21,50,0,False
2019-07-28,0,0,False
2019-08-04,25,0,False
2019-08-11,0,0,False
2019-08-18,25,0,False
2019-08-25,32,0,False
2019-09-01,17,0,False
2019-09-08,43,0,False
2019-09-15,58,0,False
2019-09-22,25,0,False
2019-09-29,58,0,False
2019-10-06,66,0,False
2019-10-13,16,0,False
2019-10-20,24,0,False
2019-10-27,34,0,False
2019-11-03,32,0,False
2019-11-10,0,0,False
2019-11-17,32,0,False
2019-11-24,15,0,False
2019-12-01,17,0,False
2019-12-08,26,0,False
2019-12-15,0,0,False
2019-12-22,20,0,False
2019-12-29,19,0,False
2020-01-05,16,0,False
2020-01-12,23,0,False
2020-01-19,77,0,False
2020-01-26,15,0,False
2020-02-02,16,0,False
2020-02-09,23,0,False
2020-02-16,39,0,False
2020-02-23,23,0,False
2020-03-01,22,0,False
2020-03-08,15,0,False
2020-03-15,0,0,False
2020-03-22,0,0,False
2020-03-29,30,0,False
2020-04-05,16,0,False
2020-04-12,0,0,False
2020-04-19,0,0,False
2020-04-26,17,0,False
