date,mariage traiteur,vegan mariage ,gateau mariage_x,poisson mariage ,buffet mariage,isPartial_x,gateau mariage_y,mariage champagne,viande mariage ,mariage cocktail,isPartial_y
2019-09-15,0,0,0,0,0,False,0,0,0,0,False
2019-09-22,28,0,28,0,0,False,28,0,0,0,False
2019-09-29,28,0,0,0,0,False,0,0,0,0,False
2019-10-06,0,0,29,0,0,False,29,0,0,0,False
2019-10-13,0,0,29,0,0,False,29,0,0,0,False
2019-10-20,0,0,28,0,0,False,28,0,0,0,False
2019-10-27,0,0,0,0,0,False,0,0,0,0,False
2019-11-03,0,0,0,0,0,False,0,0,0,0,False
2019-11-10,28,0,0,0,0,False,0,0,0,0,False
2019-11-17,28,0,0,0,0,False,0,0,0,0,False
2019-11-24,27,0,0,0,0,False,0,0,0,0,False
2019-12-01,28,0,0,0,0,False,0,0,0,0,False
2019-12-08,0,0,0,0,0,False,0,0,0,0,False
2019-12-15,29,0,0,0,0,False,0,0,0,0,False
2019-12-22,0,0,29,0,0,False,29,0,0,0,False
2019-12-29,0,0,0,0,0,False,0,0,0,0,False
2020-01-05,0,0,0,0,0,False,0,0,0,0,False
2020-01-12,26,0,0,0,0,False,0,0,0,0,False
2020-01-19,28,0,28,0,0,False,28,0,0,0,False
2020-01-26,0,0,27,0,0,False,27,0,0,0,False
2020-02-02,41,0,0,0,0,False,0,0,0,0,False
2020-02-09,0,0,0,0,0,False,0,0,0,0,False
2020-02-16,54,0,27,0,0,False,27,0,0,0,False
2020-02-23,27,0,0,0,0,False,0,0,0,0,False
2020-03-01,0,0,0,0,0,False,0,0,0,0,False
2020-03-08,51,0,0,0,0,False,0,0,0,0,False
2020-03-15,0,0,22,0,0,False,22,0,0,0,False
2020-03-22,0,0,0,0,0,False,0,0,0,0,False
2020-03-29,0,0,0,0,0,False,0,0,0,0,False
2020-04-05,0,0,22,0,0,False,22,0,0,0,False
2020-04-12,23,0,23,0,0,False,23,0,0,0,False
2020-04-19,23,0,23,0,0,False,23,0,0,0,False
2020-04-26,42,0,0,0,0,False,0,0,0,0,False
2020-05-03,0,0,0,0,0,True,0,0,0,0,True
