date,Hochzeit Buffet,Hochzeit Essen,Hochzeit Bar,isPartial
2018-01-07,26,26,26,False
2018-01-14,26,26,26,False
2018-01-21,0,0,26,False
2018-01-28,0,0,0,False
2018-02-04,26,40,27,False
2018-02-11,0,53,26,False
2018-02-18,26,40,26,False
2018-02-25,0,26,0,False
2018-03-04,26,26,0,False
2018-03-11,0,0,26,False
2018-03-18,27,27,27,False
2018-03-25,0,41,27,False
2018-04-01,0,27,0,False
2018-04-08,0,0,0,False
2018-04-15,0,41,27,False
2018-04-22,0,0,26,False
2018-04-29,0,0,41,False
2018-05-06,55,0,0,False
2018-05-13,0,39,26,False
2018-05-20,83,46,27,False
2018-05-27,51,51,26,False
2018-06-03,0,0,26,False
2018-06-10,25,42,26,False
2018-06-17,0,52,0,False
2018-06-24,0,26,26,False
2018-07-01,27,28,27,False
2018-07-08,0,41,27,False
2018-07-15,0,29,29,False
2018-07-22,0,27,41,False
2018-07-29,27,27,80,False
2018-08-05,25,0,25,False
2018-08-12,25,49,25,False
2018-08-19,25,0,100,False
2018-08-26,0,26,25,False
2018-09-02,26,26,26,False
2018-09-09,26,26,52,False
2018-09-16,26,52,52,False
2018-09-23,0,26,26,False
2018-09-30,27,41,28,False
2018-10-07,0,0,27,False
2018-10-14,26,0,26,False
2018-10-21,0,26,0,False
2018-10-28,0,25,25,False
2018-11-04,0,0,25,False
2018-11-11,0,0,26,False
2018-11-18,0,0,25,False
2018-11-25,0,0,0,False
2018-12-02,0,51,26,False
2018-12-09,0,0,0,False
2018-12-16,26,40,0,False
2018-12-23,29,0,0,False
2018-12-30,0,53,27,False
2019-01-06,0,73,24,False
2019-01-13,36,24,24,False
2019-01-20,0,48,24,False
2019-01-27,0,24,24,False
2019-02-03,0,25,25,False
2019-02-10,0,0,50,False
2019-02-17,25,25,25,False
2019-02-24,0,0,25,False
2019-03-03,25,0,0,False
2019-03-10,0,0,24,False
2019-03-17,0,0,25,False
2019-03-24,25,25,25,False
2019-03-31,25,25,0,False
2019-04-07,27,27,0,False
2019-04-14,0,28,0,False
2019-04-21,0,0,26,False
2019-04-28,0,50,25,False
2019-05-05,0,25,0,False
2019-05-12,0,0,25,False
2019-05-19,25,25,0,False
2019-05-26,0,25,0,False
2019-06-02,0,37,24,False
2019-06-09,25,0,0,False
2019-06-16,0,49,25,False
2019-06-23,0,25,50,False
2019-06-30,0,25,25,False
2019-07-07,0,38,25,False
2019-07-14,26,27,54,False
2019-07-21,0,27,55,False
2019-07-28,26,0,26,False
2019-08-04,26,0,26,False
2019-08-11,0,46,23,False
2019-08-18,0,24,25,False
2019-08-25,0,24,36,False
2019-09-01,23,23,31,False
2019-09-08,24,24,24,False
2019-09-15,0,48,24,False
2019-09-22,48,24,0,False
2019-09-29,0,32,0,False
2019-10-06,24,24,0,False
2019-10-13,0,35,0,False
2019-10-20,0,23,0,False
2019-10-27,0,23,23,False
2019-11-03,23,0,34,False
2019-11-10,0,0,0,False
2019-11-17,0,23,0,False
2019-11-24,0,22,33,False
2019-12-01,0,0,22,False
2019-12-08,0,0,23,False
2019-12-15,0,23,0,False
2019-12-22,0,25,25,False
2019-12-29,0,47,24,False
2020-01-05,22,21,22,False
2020-01-12,21,21,21,False
2020-01-19,33,0,0,False
2020-01-26,22,22,43,False
2020-02-02,22,21,0,False
2020-02-09,0,42,21,False
2020-02-16,0,22,44,False
2020-02-23,0,22,21,False
2020-03-01,0,0,43,False
2020-03-08,0,20,0,False
2020-03-15,0,20,0,False
2020-03-22,0,20,0,False
2020-03-29,0,0,0,False
2020-04-05,0,0,22,False
2020-04-12,0,0,0,False
2020-04-19,0,0,0,False
2020-04-26,0,0,0,False
2020-05-03,0,0,27,False
2020-05-10,0,0,0,False
2020-05-17,0,0,0,False
2020-05-24,0,20,20,False
2020-05-31,20,39,0,False
2020-06-07,0,0,0,True
