date,mariage traiteur,vegan mariage ,gateau mariage_x,poisson mariage ,buffet mariage,isPartial_x,gateau mariage_y,mariage champagne,viande mariage ,mariage cocktail,isPartial_y
2018-01-07,30,0,30,0,0,False,30,0,0,0,False
2018-01-14,45,0,0,0,0,False,0,0,0,0,False
2018-01-21,0,0,0,0,0,False,0,0,0,0,False
2018-01-28,63,0,0,0,0,False,0,0,0,0,False
2018-02-04,0,0,0,0,0,False,0,0,0,0,False
2018-02-11,31,0,31,0,0,False,0,0,0,0,False
2018-02-18,32,0,32,0,0,False,32,0,0,0,False
2018-02-25,59,0,30,0,0,False,30,0,0,0,False
2018-03-04,0,0,30,0,0,False,0,0,0,0,False
2018-03-11,0,0,0,0,0,False,0,0,0,0,False
2018-03-18,0,0,31,0,0,False,0,0,0,0,False
2018-03-25,0,0,0,0,0,False,0,0,0,0,False
2018-04-01,0,0,0,0,0,False,0,0,0,0,False
2018-04-08,31,0,0,0,0,False,0,0,0,0,False
2018-04-15,68,0,34,0,0,False,0,0,0,0,False
2018-04-22,0,0,30,0,0,False,30,0,0,0,False
2018-04-29,32,0,0,0,0,False,0,0,0,0,False
2018-05-06,62,0,31,0,0,False,0,0,0,0,False
2018-05-13,0,0,62,0,0,False,0,0,0,0,False
2018-05-20,0,0,100,0,0,False,100,0,0,0,False
2018-05-27,32,0,0,0,0,False,0,0,0,0,False
2018-06-03,0,0,48,0,0,False,63,0,0,0,False
2018-06-10,32,0,0,0,0,False,0,0,0,0,False
2018-06-17,0,0,0,0,0,False,0,0,0,0,False
2018-06-24,36,0,36,0,0,False,0,0,0,0,False
2018-07-01,0,0,0,0,0,False,0,0,0,0,False
2018-07-08,35,0,35,0,0,False,0,0,0,0,False
2018-07-15,36,0,0,0,0,False,0,0,0,0,False
2018-07-22,70,0,0,0,0,False,0,0,0,0,False
2018-07-29,34,0,0,0,0,False,0,0,0,0,False
2018-08-05,33,0,0,0,0,False,0,0,0,0,False
2018-08-12,34,0,34,0,0,False,0,0,0,0,False
2018-08-19,34,0,0,0,0,False,0,0,0,0,False
2018-08-26,0,0,0,0,0,False,0,0,0,0,False
2018-09-02,71,0,0,0,0,False,0,0,0,0,False
2018-09-09,36,0,0,0,0,False,0,0,0,0,False
2018-09-16,36,0,0,0,0,False,0,0,0,0,False
2018-09-23,73,0,0,0,0,False,0,0,0,0,False
2018-09-30,73,0,36,0,0,False,36,0,0,0,False
2018-10-07,0,0,36,0,0,False,36,0,0,0,False
2018-10-14,0,0,0,0,0,False,0,0,0,0,False
2018-10-21,36,0,0,0,0,False,0,0,0,0,False
2018-10-28,0,0,0,0,0,False,0,0,0,0,False
2018-11-04,0,0,35,0,0,False,0,0,0,0,False
2018-11-11,0,0,0,0,0,False,0,0,0,0,False
2018-11-18,34,0,34,0,0,False,0,0,0,0,False
2018-11-25,0,0,0,0,0,False,0,0,0,0,False
2018-12-02,0,0,35,0,0,False,35,0,0,0,False
2018-12-09,0,0,0,0,0,False,0,0,0,0,False
2018-12-16,0,0,0,0,0,False,0,0,0,0,False
2018-12-23,39,0,0,0,0,False,0,0,0,0,False
2018-12-30,38,0,0,0,0,False,0,0,0,0,False
2019-01-06,0,0,0,0,0,False,0,0,0,0,False
2019-01-13,35,0,0,0,0,False,0,0,0,0,False
2019-01-20,0,0,33,0,0,False,0,0,0,0,False
2019-01-27,66,0,33,0,0,False,33,0,0,0,False
2019-02-03,34,0,34,0,0,False,0,0,0,0,False
2019-02-10,35,0,0,0,0,False,0,0,0,0,False
2019-02-17,37,0,0,0,0,False,0,0,0,0,False
2019-02-24,0,0,0,0,0,False,0,0,0,0,False
2019-03-03,0,0,34,0,0,False,0,0,0,0,False
2019-03-10,0,0,0,0,0,False,0,0,0,0,False
2019-03-17,36,0,72,0,0,False,0,0,0,0,False
2019-03-24,0,0,36,0,0,False,0,0,0,0,False
2019-03-31,0,0,0,0,0,False,0,0,0,0,False
2019-04-07,0,0,35,0,0,False,0,0,0,0,False
2019-04-14,0,0,35,0,0,False,0,0,0,0,False
2019-04-21,0,0,34,0,0,False,34,0,0,0,False
2019-04-28,0,0,0,0,0,False,0,0,0,0,False
2019-05-05,34,0,0,0,0,False,0,0,0,0,False
2019-05-12,0,0,34,0,0,False,35,0,0,0,False
2019-05-19,35,0,0,0,0,False,0,0,0,0,False
2019-05-26,34,0,34,0,0,False,0,0,0,0,False
2019-06-02,0,0,0,0,0,False,0,0,0,0,False
2019-06-09,0,0,33,0,0,False,33,0,0,0,False
2019-06-16,34,0,70,0,0,False,0,0,0,0,False
2019-06-23,0,0,51,0,0,False,34,0,0,0,False
2019-06-30,33,0,0,0,0,False,0,0,0,0,False
2019-07-07,32,0,0,0,0,False,0,0,0,0,False
2019-07-14,32,0,0,0,0,False,0,0,0,0,False
2019-07-21,0,0,0,0,0,False,0,0,0,0,False
2019-07-28,33,0,0,0,0,False,0,0,0,0,False
2019-08-04,31,0,0,0,0,False,0,0,0,0,False
2019-08-11,45,0,0,0,0,False,0,0,0,0,False
2019-08-18,31,0,0,0,0,False,0,0,0,0,False
2019-08-25,31,0,0,0,0,False,0,0,0,0,False
2019-09-01,0,0,26,0,0,False,26,0,0,0,False
2019-09-08,0,0,0,0,0,False,0,0,0,0,False
2019-09-15,32,0,0,0,0,False,0,0,0,0,False
2019-09-22,63,0,31,0,0,False,31,0,0,0,False
2019-09-29,0,0,32,0,0,False,32,0,0,0,False
2019-10-06,32,0,0,0,0,False,0,0,0,0,False
2019-10-13,31,0,31,0,0,False,31,0,0,0,False
2019-10-20,30,0,0,0,0,False,0,0,0,0,False
2019-10-27,60,0,0,0,0,False,0,0,0,0,False
2019-11-03,30,0,0,0,0,False,0,0,0,0,False
2019-11-10,30,0,0,0,0,False,0,0,0,0,False
2019-11-17,31,0,0,0,0,False,0,0,0,0,False
2019-11-24,30,0,0,0,0,False,0,0,0,0,False
2019-12-01,0,0,31,0,0,False,0,0,0,0,False
