date,mariage traiteur_x,vegan mariage ,gateau mariage,poisson mariage ,buffet mariage,isPartial_x,mariage traiteur_y,mariage champagne,viande mariage ,mariage cocktail,isPartial_y
2018-01-07,0,0,0,0,0,False,0,0,0,0,False
2018-01-14,0,0,0,0,0,False,0,0,0,0,False
2018-01-21,0,0,0,0,0,False,0,0,0,0,False
2018-01-28,0,0,35,0,0,False,0,0,0,0,False
2018-02-04,0,0,0,0,0,False,0,0,0,0,False
2018-02-11,0,0,0,0,0,False,0,0,0,0,False
2018-02-18,0,0,0,0,0,False,0,0,0,0,False
2018-02-25,0,0,0,0,0,False,32,0,0,0,False
2018-03-04,0,0,0,0,0,False,0,0,0,0,False
2018-03-11,0,0,0,0,0,False,0,0,0,0,False
2018-03-18,35,0,0,0,0,False,32,0,0,0,False
2018-03-25,0,0,0,0,0,False,0,0,0,0,False
2018-04-01,35,0,34,0,0,False,32,0,0,0,False
2018-04-08,0,0,0,0,0,False,0,0,0,0,False
2018-04-15,0,0,0,0,0,False,34,0,0,0,False
2018-04-22,0,0,0,0,0,False,0,0,0,0,False
2018-04-29,0,0,0,0,0,False,0,0,0,0,False
2018-05-06,0,0,0,0,0,False,0,0,0,0,False
2018-05-13,0,0,34,0,0,False,0,0,0,0,False
2018-05-20,0,0,36,0,0,False,0,0,0,0,False
2018-05-27,0,0,0,0,0,False,0,0,0,0,False
2018-06-03,35,0,0,0,0,False,33,0,0,0,False
2018-06-10,34,0,0,0,0,False,32,0,0,0,False
2018-06-17,37,0,0,0,0,False,34,0,0,0,False
2018-06-24,0,0,37,0,0,False,0,0,0,0,False
2018-07-01,36,0,0,0,0,False,33,0,0,0,False
2018-07-08,0,0,0,0,0,False,0,0,0,0,False
2018-07-15,38,0,38,0,0,False,0,0,0,0,False
2018-07-22,0,0,0,0,0,False,35,0,0,0,False
2018-07-29,37,0,0,0,0,False,0,0,0,0,False
2018-08-05,36,0,0,0,0,False,33,0,0,0,False
2018-08-12,0,0,37,0,0,False,0,0,0,0,False
2018-08-19,0,0,0,0,0,False,0,0,0,0,False
2018-08-26,71,0,0,0,0,False,100,0,0,0,False
2018-09-02,36,0,0,0,0,False,33,0,0,0,False
2018-09-09,36,0,0,0,0,False,33,0,0,0,False
2018-09-16,0,0,35,0,0,False,0,0,0,0,False
2018-09-23,36,0,0,0,0,False,67,0,0,0,False
2018-09-30,36,0,0,0,0,False,33,0,0,0,False
2018-10-07,36,0,0,0,0,False,33,0,0,0,False
2018-10-14,36,0,0,0,0,False,33,0,0,0,False
2018-10-21,0,0,0,0,0,False,33,0,0,0,False
2018-10-28,34,0,0,0,0,False,31,0,0,0,False
2018-11-04,33,0,0,0,0,False,31,0,0,0,False
2018-11-11,34,0,0,0,0,False,0,0,0,0,False
2018-11-18,33,0,0,0,0,False,46,0,0,0,False
2018-11-25,32,0,0,0,0,False,30,0,0,0,False
2018-12-02,0,0,0,0,0,False,0,0,0,0,False
2018-12-09,34,0,0,0,0,False,32,0,0,0,False
2018-12-16,0,0,0,0,0,False,31,0,0,0,False
2018-12-23,36,0,0,0,0,False,34,0,0,0,False
2018-12-30,0,0,0,0,0,False,0,0,0,0,False
2019-01-06,32,0,32,0,0,False,30,0,0,0,False
2019-01-13,32,0,32,0,0,False,30,0,0,0,False
2019-01-20,62,0,0,0,0,False,29,0,0,0,False
2019-01-27,31,0,31,0,0,False,28,0,0,0,False
2019-02-03,31,0,0,0,0,False,0,0,0,0,False
2019-02-10,100,0,0,0,0,False,0,0,0,0,False
2019-02-17,0,0,36,0,0,False,0,0,0,0,False
2019-02-24,33,0,33,0,0,False,31,0,0,0,False
2019-03-03,32,0,0,0,0,False,29,0,0,0,False
2019-03-10,0,0,0,0,0,False,0,0,0,0,False
2019-03-17,34,0,0,0,0,False,31,0,0,0,False
2019-03-24,34,0,34,0,0,False,32,0,0,0,False
2019-03-31,83,0,0,0,0,False,46,0,0,0,False
2019-04-07,34,0,0,0,0,False,32,0,0,0,False
2019-04-14,35,0,0,0,0,False,32,0,0,0,False
2019-04-21,33,0,33,0,0,False,30,0,0,0,False
2019-04-28,32,0,32,0,0,False,29,0,0,0,False
2019-05-05,64,0,31,0,0,False,44,0,0,0,False
2019-05-12,0,0,33,0,0,False,0,0,0,0,False
2019-05-19,64,0,0,0,0,False,30,0,0,0,False
2019-05-26,34,0,0,0,0,False,31,0,0,0,False
2019-06-02,30,0,0,0,0,False,0,0,0,0,False
2019-06-09,94,0,0,0,0,False,58,0,0,0,False
2019-06-16,0,0,33,0,0,False,0,0,0,0,False
2019-06-23,0,0,0,0,0,False,31,0,0,0,False
2019-06-30,32,0,0,0,0,False,30,0,0,0,False
2019-07-07,65,0,33,0,0,False,61,0,0,0,False
2019-07-14,0,0,0,0,0,False,0,0,0,0,False
2019-07-21,34,0,0,0,0,False,0,0,0,0,False
2019-07-28,35,0,0,0,0,False,32,0,0,0,False
2019-08-04,34,0,0,0,0,False,0,0,0,0,False
2019-08-11,98,0,0,0,0,False,90,0,0,0,False
2019-08-18,0,0,0,0,0,False,0,0,0,0,False
2019-08-25,0,0,0,0,0,False,0,0,0,0,False
2019-09-01,0,0,0,0,0,False,0,0,0,0,False
2019-09-08,49,0,32,0,0,False,30,0,0,0,False
2019-09-15,32,0,0,0,0,False,29,0,0,0,False
2019-09-22,30,0,0,0,0,False,28,0,0,0,False
2019-09-29,0,0,0,0,0,False,27,0,0,0,False
2019-10-06,30,0,0,0,0,False,28,0,0,0,False
2019-10-13,0,0,31,0,0,False,0,0,0,0,False
2019-10-20,0,0,0,0,0,False,0,0,0,0,False
2019-10-27,44,0,29,0,0,False,41,0,0,0,False
2019-11-03,0,0,0,0,0,False,0,0,0,0,False
2019-11-10,29,0,0,0,0,False,27,0,0,0,False
2019-11-17,0,0,0,0,0,False,28,0,0,0,False
2019-11-24,29,0,0,0,0,False,27,0,0,0,False
2019-12-01,59,0,0,0,0,False,54,0,0,0,False
2019-12-08,29,0,0,0,0,False,0,0,0,0,False
2019-12-15,29,0,0,0,0,False,0,0,0,0,False
2019-12-22,0,0,0,0,0,False,0,0,0,0,False
2019-12-29,0,0,30,0,0,False,84,0,0,0,False
2020-01-05,43,0,0,0,0,False,39,0,0,0,False
2020-01-12,28,0,0,0,0,False,26,0,0,0,False
2020-01-19,29,0,0,0,0,False,27,0,0,0,False
2020-01-26,85,0,0,0,0,False,52,0,0,0,False
2020-02-02,29,0,0,0,0,False,27,0,0,0,False
2020-02-09,42,0,0,0,0,False,52,0,0,0,False
2020-02-16,58,0,0,0,0,False,67,0,0,0,False
2020-02-23,28,0,0,0,0,False,0,0,0,0,False
2020-03-01,28,0,28,0,0,False,26,0,0,0,False
2020-03-08,27,0,0,0,0,False,0,0,0,0,False
2020-03-15,25,0,0,0,0,False,0,0,0,0,False
2020-03-22,24,0,0,0,0,False,0,0,0,0,False
2020-03-29,24,0,24,0,0,False,22,0,0,0,False
2020-04-05,24,0,0,0,0,False,0,0,0,0,False
2020-04-12,25,0,0,0,0,False,23,0,0,0,False
2020-04-19,0,0,24,0,0,False,22,0,0,0,False
2020-04-26,23,0,0,0,0,False,0,0,0,0,False
2020-05-03,0,0,0,0,0,True,0,0,0,0,True
