date,mariage traiteur,vegan mariage ,gateau mariage_x,poisson mariage ,buffet mariage,isPartial_x,gateau mariage_y,mariage champagne,viande mariage ,mariage cocktail,isPartial_y
2018-01-07,0,0,19,0,0,False,19,0,0,0,False
2018-01-14,19,0,39,0,0,False,39,0,0,0,False
2018-01-21,0,0,0,0,0,False,0,0,0,0,False
2018-01-28,0,0,19,0,0,False,19,0,0,0,False
2018-02-04,18,0,36,0,0,False,36,0,0,0,False
2018-02-11,0,0,0,0,0,False,0,0,0,0,False
2018-02-18,0,0,39,0,0,False,39,0,0,0,False
2018-02-25,19,0,0,0,0,False,0,0,0,0,False
2018-03-04,0,0,20,0,0,False,20,0,0,0,False
2018-03-11,0,0,19,0,0,False,19,0,0,0,False
2018-03-18,39,0,20,0,0,False,20,0,0,0,False
2018-03-25,0,0,0,0,0,False,0,0,0,0,False
2018-04-01,0,0,0,0,0,False,0,0,0,0,False
2018-04-08,0,0,0,0,0,False,0,0,0,0,False
2018-04-15,21,0,0,0,0,False,0,0,0,0,False
2018-04-22,20,0,100,0,0,False,100,0,0,0,False
2018-04-29,20,0,21,0,0,False,21,0,0,0,False
2018-05-06,20,0,20,0,0,False,20,0,0,0,False
2018-05-13,0,0,29,0,0,False,29,0,0,0,False
2018-05-20,30,0,30,0,0,False,30,0,0,0,False
2018-05-27,0,0,39,0,0,False,39,0,0,0,False
2018-06-03,20,0,0,0,0,False,0,0,0,0,False
2018-06-10,37,0,19,0,0,False,19,0,0,0,False
2018-06-17,20,0,30,0,0,False,30,0,0,0,False
2018-06-24,20,0,0,0,0,False,0,0,0,0,False
2018-07-01,20,0,0,0,0,False,0,0,0,0,False
2018-07-08,0,0,0,0,0,False,0,0,0,0,False
2018-07-15,0,0,0,0,0,False,0,0,0,0,False
2018-07-22,0,0,22,0,0,False,22,0,0,0,False
2018-07-29,33,0,0,0,0,False,0,0,0,0,False
2018-08-05,23,0,0,0,0,False,0,0,0,0,False
2018-08-12,23,0,23,0,0,False,23,0,0,0,False
2018-08-19,23,0,0,0,0,False,0,0,0,0,False
2018-08-26,21,0,0,0,0,False,0,0,0,0,False
2018-09-02,0,0,42,0,0,False,42,0,0,0,False
2018-09-09,21,0,0,0,0,False,0,0,0,0,False
2018-09-16,20,0,20,0,0,False,20,0,0,0,False
2018-09-23,0,0,21,0,0,False,21,0,0,0,False
2018-09-30,21,0,41,0,0,False,41,0,0,0,False
2018-10-07,0,0,21,0,0,False,21,0,0,0,False
2018-10-14,0,0,21,0,0,False,21,0,0,0,False
2018-10-21,21,0,42,0,0,False,42,0,0,0,False
2018-10-28,0,0,0,0,0,False,0,0,0,0,False
2018-11-04,20,0,20,0,0,False,20,0,0,0,False
2018-11-11,0,0,0,0,0,False,0,0,0,0,False
2018-11-18,0,0,0,0,0,False,0,0,0,0,False
2018-11-25,39,0,0,0,0,False,0,0,0,0,False
