date,menu boda,menú vegano,isPartial
2018-01-07,31,0,False
2018-01-14,0,0,False
2018-01-21,30,0,False
2018-01-28,0,0,False
2018-02-04,29,0,False
2018-02-11,30,0,False
2018-02-18,29,0,False
2018-02-25,29,0,False
2018-03-04,0,0,False
2018-03-11,0,0,False
2018-03-18,30,0,False
2018-03-25,0,0,False
2018-04-01,31,0,False
2018-04-08,87,0,False
2018-04-15,58,0,False
2018-04-22,57,0,False
2018-04-29,44,0,False
2018-05-06,0,0,False
2018-05-13,89,0,False
2018-05-20,0,0,False
2018-05-27,43,0,False
2018-06-03,29,0,False
2018-06-10,28,0,False
2018-06-17,61,0,False
2018-06-24,30,0,False
2018-07-01,59,0,False
2018-07-08,57,0,False
2018-07-15,30,0,False
2018-07-22,29,0,False
2018-07-29,29,0,False
2018-08-05,28,0,False
2018-08-12,58,0,False
2018-08-19,46,0,False
2018-08-26,29,0,False
2018-09-02,28,0,False
2018-09-09,56,0,False
2018-09-16,56,0,False
2018-09-23,28,0,False
2018-09-30,29,0,False
2018-10-07,31,0,False
2018-10-14,42,0,False
2018-10-21,58,0,False
2018-10-28,61,0,False
2018-11-04,29,0,False
2018-11-11,28,0,False
2018-11-18,28,0,False
2018-11-25,0,0,False
2018-12-02,31,0,False
2018-12-09,0,0,False
2018-12-16,31,0,False
2018-12-23,0,0,False
2018-12-30,0,0,False
2019-01-06,0,0,False
2019-01-13,0,0,False
2019-01-20,0,0,False
2019-01-27,0,0,False
2019-02-03,0,0,False
2019-02-10,0,0,False
2019-02-17,0,0,False
2019-02-24,29,0,False
2019-03-03,58,0,False
2019-03-10,60,0,False
2019-03-17,62,0,False
2019-03-24,30,0,False
2019-03-31,83,0,False
2019-04-07,0,0,False
2019-04-14,0,0,False
2019-04-21,30,0,False
2019-04-28,29,0,False
2019-05-05,57,0,False
2019-05-12,28,0,False
2019-05-19,28,0,False
2019-05-26,0,0,False
2019-06-02,55,0,False
2019-06-09,69,0,False
2019-06-16,100,0,False
2019-06-23,30,0,False
2019-06-30,56,0,False
2019-07-07,0,0,False
2019-07-14,28,0,False
2019-07-21,0,0,False
2019-07-28,28,0,False
2019-08-04,0,0,False
2019-08-11,56,0,False
2019-08-18,28,0,False
2019-08-25,0,0,False
2019-09-01,0,0,False
2019-09-08,25,0,False
2019-09-15,27,0,False
2019-09-22,27,0,False
2019-09-29,27,0,False
2019-10-06,27,0,False
2019-10-13,53,0,False
2019-10-20,52,0,False
2019-10-27,26,0,False
2019-11-03,26,0,False
2019-11-10,26,0,False
2019-11-17,26,0,False
2019-11-24,0,0,False
2019-12-01,25,0,False
2019-12-08,0,0,False
2019-12-15,0,0,False
2019-12-22,0,0,False
2019-12-29,0,0,False
2020-01-05,52,0,False
2020-01-12,25,0,False
2020-01-19,0,0,False
2020-01-26,51,0,False
2020-02-02,25,0,False
2020-02-09,25,0,False
2020-02-16,0,0,False
2020-02-23,36,0,False
2020-03-01,24,0,False
2020-03-08,24,0,False
2020-03-15,0,0,False
2020-03-22,21,0,False
2020-03-29,0,0,False
2020-04-05,0,0,False
2020-04-12,0,0,False
2020-04-19,0,0,False
2020-04-26,0,0,False
