date,mariage traiteur_x,vegan mariage ,gateau mariage,poisson mariage ,buffet mariage,isPartial_x,mariage traiteur_y,mariage champagne,viande mariage ,mariage cocktail,isPartial_y
2018-01-07,59,0,20,0,0,False,59,0,0,0,False
2018-01-14,20,0,20,0,0,False,20,0,0,0,False
2018-01-21,49,0,39,0,0,False,49,0,0,20,False
2018-01-28,19,0,39,0,0,False,19,0,0,39,False
2018-02-04,19,0,29,0,0,False,19,0,0,0,False
2018-02-11,39,0,0,0,0,False,39,0,0,59,False
2018-02-18,20,0,20,0,0,False,20,0,0,20,False
2018-02-25,0,0,29,0,0,False,0,0,0,20,False
2018-03-04,0,0,20,0,0,False,0,0,0,30,False
2018-03-11,20,0,0,0,0,False,20,0,0,0,False
2018-03-18,20,0,0,0,0,False,20,0,0,20,False
2018-03-25,0,0,0,0,0,False,0,0,0,40,False
2018-04-01,0,0,0,0,0,False,0,0,0,20,False
2018-04-08,0,0,20,0,0,False,0,0,0,30,False
2018-04-15,21,0,0,0,0,False,21,0,0,21,False
2018-04-22,29,0,29,0,0,False,29,0,0,39,False
2018-04-29,21,0,0,0,0,False,21,0,0,21,False
2018-05-06,21,0,21,0,0,False,21,0,0,42,False
2018-05-13,42,0,31,0,0,False,42,0,0,42,False
2018-05-20,52,0,21,0,0,False,52,0,0,31,False
2018-05-27,20,0,0,0,0,False,20,0,0,0,False
2018-06-03,39,0,0,0,0,False,39,0,0,19,False
2018-06-10,19,0,0,0,0,False,19,0,0,19,False
2018-06-17,20,0,82,0,0,False,20,0,0,21,False
2018-06-24,0,0,0,0,0,False,0,0,0,21,False
2018-07-01,49,0,0,0,0,False,49,0,0,0,False
2018-07-08,20,0,20,0,0,False,20,0,0,0,False
2018-07-15,63,0,0,0,0,False,63,0,0,21,False
2018-07-22,42,0,0,0,0,False,42,0,0,31,False
2018-07-29,40,0,20,0,0,False,40,0,0,20,False
2018-08-05,40,0,20,0,0,False,40,0,0,20,False
2018-08-12,20,0,20,0,0,False,20,0,0,20,False
2018-08-19,40,0,0,0,0,False,40,0,0,0,False
2018-08-26,0,0,20,0,0,False,0,0,0,0,False
2018-09-02,0,0,0,0,0,False,0,0,0,20,False
2018-09-09,41,0,0,0,0,False,41,0,0,0,False
2018-09-16,30,0,20,0,0,False,30,0,0,0,False
2018-09-23,20,0,20,0,0,False,20,0,0,0,False
2018-09-30,20,0,21,0,0,False,20,0,0,0,False
2018-10-07,21,0,41,0,0,False,21,0,0,0,False
2018-10-14,0,0,21,0,0,False,0,0,0,42,False
2018-10-21,41,0,21,0,0,False,41,0,0,0,False
2018-10-28,40,0,0,0,0,False,40,0,0,20,False
