date,streichen,isPartial
2018-01-07,16,False
2018-01-14,32,False
2018-01-21,56,False
2018-01-28,32,False
2018-02-04,16,False
2018-02-11,16,False
2018-02-18,41,False
2018-02-25,17,False
2018-03-04,48,False
2018-03-11,32,False
2018-03-18,16,False
2018-03-25,67,False
2018-04-01,44,False
2018-04-08,100,False
2018-04-15,38,False
2018-04-22,39,False
2018-04-29,46,False
2018-05-06,26,False
2018-05-13,64,False
2018-05-20,33,False
2018-05-27,26,False
2018-06-03,49,False
2018-06-10,40,False
2018-06-17,25,False
2018-06-24,25,False
2018-07-01,16,False
2018-07-08,41,False
2018-07-15,42,False
2018-07-22,34,False
2018-07-29,17,False
2018-08-05,33,False
2018-08-12,17,False
2018-08-19,41,False
2018-08-26,57,False
2018-09-02,41,False
2018-09-09,69,False
2018-09-16,33,False
2018-09-23,50,False
2018-09-30,36,False
2018-10-07,19,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,36,False
2018-11-04,34,False
2018-11-11,61,False
2018-11-18,61,False
2018-11-25,0,False
2018-12-02,38,False
2018-12-09,19,False
2018-12-16,22,False
2018-12-23,46,False
2018-12-30,33,False
2019-01-06,15,False
2019-01-13,75,False
2019-01-20,15,False
2019-01-27,30,False
2019-02-03,30,False
2019-02-10,53,False
2019-02-17,32,False
2019-02-24,31,False
2019-03-03,40,False
2019-03-10,31,False
2019-03-17,47,False
2019-03-24,47,False
2019-03-31,16,False
2019-04-07,16,False
2019-04-14,67,False
2019-04-21,41,False
2019-04-28,23,False
2019-05-05,30,False
2019-05-12,30,False
2019-05-19,15,False
2019-05-26,60,False
2019-06-02,23,False
2019-06-09,16,False
2019-06-16,47,False
2019-06-23,31,False
2019-06-30,53,False
2019-07-07,60,False
2019-07-14,40,False
2019-07-21,49,False
2019-07-28,40,False
2019-08-04,25,False
2019-08-11,16,False
2019-08-18,39,False
2019-08-25,39,False
2019-09-01,60,False
2019-09-08,31,False
2019-09-15,0,False
2019-09-22,24,False
2019-09-29,30,False
2019-10-06,57,False
2019-10-13,42,False
2019-10-20,34,False
2019-10-27,16,False
2019-11-03,16,False
2019-11-10,32,False
2019-11-17,65,False
2019-11-24,16,False
2019-12-01,0,False
2019-12-08,17,False
2019-12-15,35,False
2019-12-22,37,False
2019-12-29,44,False
2020-01-05,32,False
2020-01-12,14,False
2020-01-19,61,False
2020-01-26,29,False
2020-02-02,21,False
2020-02-09,28,False
2020-02-16,39,False
2020-02-23,15,False
2020-03-01,30,False
2020-03-08,22,False
2020-03-15,35,False
2020-03-22,41,False
2020-03-29,59,False
2020-04-05,33,False
2020-04-12,76,False
2020-04-19,37,False
2020-04-26,57,False
2020-05-03,52,False
2020-05-10,46,False
2020-05-17,56,False
2020-05-24,33,False
2020-05-31,45,False
2020-06-07,71,False
2020-06-14,19,False
2020-06-21,44,False
2020-06-28,14,False
2020-07-05,31,False
