date,streichen,isPartial
2018-01-07,0,False
2018-01-14,37,False
2018-01-21,28,False
2018-01-28,38,False
2018-02-04,30,False
2018-02-11,29,False
2018-02-18,19,False
2018-02-25,38,False
2018-03-04,38,False
2018-03-11,19,False
2018-03-18,38,False
2018-03-25,41,False
2018-04-01,42,False
2018-04-08,48,False
2018-04-15,75,False
2018-04-22,46,False
2018-04-29,50,False
2018-05-06,20,False
2018-05-13,19,False
2018-05-20,50,False
2018-05-27,20,False
2018-06-03,57,False
2018-06-10,19,False
2018-06-17,37,False
2018-06-24,38,False
2018-07-01,51,False
2018-07-08,72,False
2018-07-15,21,False
2018-07-22,43,False
2018-07-29,11,False
2018-08-05,33,False
2018-08-12,35,False
2018-08-19,0,False
2018-08-26,61,False
2018-09-02,50,False
2018-09-09,20,False
2018-09-16,20,False
2018-09-23,39,False
2018-09-30,38,False
2018-10-07,9,False
2018-10-14,27,False
2018-10-21,37,False
2018-10-28,29,False
2018-11-04,18,False
2018-11-11,26,False
2018-11-18,42,False
2018-11-25,26,False
2018-12-02,35,False
2018-12-09,26,False
2018-12-16,27,False
2018-12-23,23,False
2018-12-30,43,False
2019-01-06,29,False
2019-01-13,46,False
2019-01-20,28,False
2019-01-27,0,False
2019-02-03,30,False
2019-02-10,9,False
2019-02-17,38,False
2019-02-24,28,False
2019-03-03,18,False
2019-03-10,36,False
2019-03-17,19,False
2019-03-24,19,False
2019-03-31,47,False
2019-04-07,28,False
2019-04-14,21,False
2019-04-21,21,False
2019-04-28,66,False
2019-05-05,9,False
2019-05-12,27,False
2019-05-19,27,False
2019-05-26,38,False
2019-06-02,67,False
2019-06-09,41,False
2019-06-16,0,False
2019-06-23,59,False
2019-06-30,30,False
2019-07-07,40,False
2019-07-14,42,False
2019-07-21,55,False
2019-07-28,11,False
2019-08-04,22,False
2019-08-11,11,False
2019-08-18,10,False
2019-08-25,30,False
2019-09-01,9,False
2019-09-08,10,False
2019-09-15,9,False
2019-09-22,36,False
2019-09-29,18,False
2019-10-06,17,False
2019-10-13,26,False
2019-10-20,60,False
2019-10-27,9,False
2019-11-03,50,False
2019-11-10,17,False
2019-11-17,25,False
2019-11-24,58,False
2019-12-01,17,False
2019-12-08,0,False
2019-12-15,9,False
2019-12-22,11,False
2019-12-29,33,False
2020-01-05,0,False
2020-01-12,41,False
2020-01-19,8,False
2020-01-26,33,False
2020-02-02,61,False
2020-02-09,8,False
2020-02-16,17,False
2020-02-23,47,False
2020-03-01,55,False
2020-03-08,31,False
2020-03-15,48,False
2020-03-22,34,False
2020-03-29,43,False
2020-04-05,57,False
2020-04-12,73,False
2020-04-19,88,False
2020-04-26,71,False
2020-05-03,17,False
2020-05-10,92,False
2020-05-17,53,False
2020-05-24,100,False
2020-05-31,42,False
2020-06-07,34,False
2020-06-14,25,False
2020-06-21,82,False
2020-06-28,84,False
2020-07-05,35,False
