date,streichen,isPartial
2018-01-07,20,False
2018-01-14,20,False
2018-01-21,0,False
2018-01-28,20,False
2018-02-04,0,False
2018-02-11,47,False
2018-02-18,38,False
2018-02-25,18,False
2018-03-04,0,False
2018-03-11,40,False
2018-03-18,21,False
2018-03-25,21,False
2018-04-01,0,False
2018-04-08,24,False
2018-04-15,25,False
2018-04-22,25,False
2018-04-29,52,False
2018-05-06,52,False
2018-05-13,24,False
2018-05-20,50,False
2018-05-27,100,False
2018-06-03,24,False
2018-06-10,69,False
2018-06-17,23,False
2018-06-24,22,False
2018-07-01,55,False
2018-07-08,23,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,22,False
2018-08-05,21,False
2018-08-12,0,False
2018-08-19,23,False
2018-08-26,23,False
2018-09-02,24,False
2018-09-09,24,False
2018-09-16,48,False
2018-09-23,94,False
2018-09-30,23,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,25,False
2018-10-28,49,False
2018-11-04,24,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,24,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,29,False
2019-01-20,28,False
2019-01-27,38,False
2019-02-03,19,False
2019-02-10,19,False
2019-02-17,28,False
2019-02-24,0,False
2019-03-03,35,False
2019-03-10,28,False
2019-03-17,0,False
2019-03-24,43,False
2019-03-31,22,False
2019-04-07,22,False
2019-04-14,23,False
2019-04-21,93,False
2019-04-28,0,False
2019-05-05,69,False
2019-05-12,46,False
2019-05-19,0,False
2019-05-26,22,False
2019-06-02,23,False
2019-06-09,33,False
2019-06-16,21,False
2019-06-23,0,False
2019-06-30,21,False
2019-07-07,20,False
2019-07-14,0,False
2019-07-21,21,False
2019-07-28,29,False
2019-08-04,20,False
2019-08-11,40,False
2019-08-18,60,False
2019-08-25,21,False
2019-09-01,0,False
2019-09-08,20,False
2019-09-15,0,False
2019-09-22,31,False
2019-09-29,28,False
2019-10-06,19,False
2019-10-13,29,False
2019-10-20,19,False
2019-10-27,19,False
2019-11-03,0,False
2019-11-10,38,False
2019-11-17,38,False
2019-11-24,0,False
2019-12-01,19,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,17,False
2019-12-29,0,False
2020-01-05,16,False
2020-01-12,0,False
2020-01-19,16,False
2020-01-26,15,False
2020-02-02,0,False
2020-02-09,22,False
2020-02-16,22,False
2020-02-23,13,False
2020-03-01,29,False
2020-03-08,28,False
2020-03-15,16,False
2020-03-22,46,False
2020-03-29,24,False
2020-04-05,27,False
2020-04-12,34,False
2020-04-19,34,False
2020-04-26,83,False
2020-05-03,36,False
2020-05-10,17,False
2020-05-17,19,False
2020-05-24,18,False
2020-05-31,36,False
2020-06-07,35,False
2020-06-14,33,False
2020-06-21,26,False
2020-06-28,0,False
2020-07-05,17,False
