date,Cours guitare,isPartial
2018-01-07,32,False
2018-01-14,48,False
2018-01-21,48,False
2018-01-28,64,False
2018-02-04,32,False
2018-02-11,64,False
2018-02-18,33,False
2018-02-25,32,False
2018-03-04,32,False
2018-03-11,0,False
2018-03-18,31,False
2018-03-25,0,False
2018-04-01,0,False
2018-04-08,95,False
2018-04-15,34,False
2018-04-22,65,False
2018-04-29,33,False
2018-05-06,84,False
2018-05-13,42,False
2018-05-20,49,False
2018-05-27,94,False
2018-06-03,32,False
2018-06-10,31,False
2018-06-17,32,False
2018-06-24,32,False
2018-07-01,65,False
2018-07-08,33,False
2018-07-15,36,False
2018-07-22,36,False
2018-07-29,72,False
2018-08-05,37,False
2018-08-12,76,False
2018-08-19,73,False
2018-08-26,51,False
2018-09-02,44,False
2018-09-09,33,False
2018-09-16,32,False
2018-09-23,32,False
2018-09-30,32,False
2018-10-07,82,False
2018-10-14,33,False
2018-10-21,49,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,31,False
2018-11-18,46,False
2018-11-25,31,False
2018-12-02,31,False
2018-12-09,0,False
2018-12-16,32,False
2018-12-23,84,False
2018-12-30,52,False
2019-01-06,31,False
2019-01-13,61,False
2019-01-20,44,False
2019-01-27,58,False
2019-02-03,30,False
2019-02-10,32,False
2019-02-17,33,False
2019-02-24,41,False
2019-03-03,45,False
2019-03-10,61,False
2019-03-17,31,False
2019-03-24,32,False
2019-03-31,92,False
2019-04-07,45,False
2019-04-14,33,False
2019-04-21,61,False
2019-04-28,27,False
2019-05-05,27,False
2019-05-12,27,False
2019-05-19,27,False
2019-05-26,28,False
2019-06-02,0,False
2019-06-09,28,False
2019-06-16,59,False
2019-06-23,29,False
2019-06-30,0,False
2019-07-07,49,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,46,False
2019-08-04,0,False
2019-08-11,51,False
2019-08-18,0,False
2019-08-25,53,False
2019-09-01,49,False
2019-09-08,31,False
2019-09-15,41,False
2019-09-22,27,False
2019-09-29,25,False
2019-10-06,42,False
2019-10-13,25,False
2019-10-20,52,False
2019-10-27,43,False
2019-11-03,25,False
2019-11-10,25,False
2019-11-17,100,False
2019-11-24,0,False
2019-12-01,40,False
2019-12-08,46,False
2019-12-15,28,False
2019-12-22,31,False
2019-12-29,43,False
2020-01-05,63,False
2020-01-12,36,False
2020-01-19,61,False
2020-01-26,48,False
2020-02-02,32,False
2020-02-09,40,False
2020-02-16,25,False
2020-02-23,74,False
2020-03-01,50,False
2020-03-08,0,False
2020-03-15,33,False
2020-03-22,65,False
2020-03-29,65,False
2020-04-05,51,False
2020-04-12,22,False
2020-04-19,33,False
2020-04-26,71,False
2020-05-03,28,False
2020-05-10,44,False
2020-05-17,54,True
