date,Cours guitare,isPartial
2018-01-07,29,False
2018-01-14,48,False
2018-01-21,0,False
2018-01-28,30,False
2018-02-04,29,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,29,False
2018-03-04,30,False
2018-03-11,44,False
2018-03-18,0,False
2018-03-25,30,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,33,False
2018-04-22,63,False
2018-04-29,32,False
2018-05-06,62,False
2018-05-13,30,False
2018-05-20,62,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,29,False
2018-06-17,0,False
2018-06-24,31,False
2018-07-01,0,False
2018-07-08,32,False
2018-07-15,34,False
2018-07-22,34,False
2018-07-29,34,False
2018-08-05,34,False
2018-08-12,0,False
2018-08-19,44,False
2018-08-26,32,False
2018-09-02,64,False
2018-09-09,0,False
2018-09-16,31,False
2018-09-23,47,False
2018-09-30,0,False
2018-10-07,0,False
2018-10-14,43,False
2018-10-21,32,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,30,False
2018-11-18,30,False
2018-11-25,30,False
2018-12-02,46,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,32,False
2018-12-30,0,False
2019-01-06,59,False
2019-01-13,0,False
2019-01-20,0,False
2019-01-27,100,False
2019-02-03,0,False
2019-02-10,31,False
2019-02-17,0,False
2019-02-24,30,False
2019-03-03,29,False
2019-03-10,30,False
2019-03-17,31,False
2019-03-24,31,False
2019-03-31,31,False
2019-04-07,0,False
2019-04-14,32,False
2019-04-21,30,False
2019-04-28,29,False
2019-05-05,29,False
2019-05-12,0,False
2019-05-19,60,False
2019-05-26,0,False
2019-06-02,29,False
2019-06-09,29,False
2019-06-16,46,False
2019-06-23,31,False
2019-06-30,0,False
2019-07-07,30,False
2019-07-14,32,False
2019-07-21,33,False
2019-07-28,0,False
2019-08-04,34,False
2019-08-11,32,False
2019-08-18,65,False
2019-08-25,46,False
2019-09-01,29,False
2019-09-08,45,False
2019-09-15,75,False
2019-09-22,28,False
2019-09-29,46,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,0,False
2019-10-27,0,False
2019-11-03,0,False
2019-11-10,27,False
2019-11-17,0,False
2019-11-24,26,False
2019-12-01,40,False
2019-12-08,53,False
2019-12-15,27,False
2019-12-22,28,False
2019-12-29,54,False
2020-01-05,0,False
2020-01-12,25,False
2020-01-19,26,False
2020-01-26,25,False
2020-02-02,25,False
2020-02-09,51,False
2020-02-16,0,False
2020-02-23,0,False
2020-03-01,0,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,21,False
2020-03-29,62,False
2020-04-05,43,False
2020-04-12,43,False
2020-04-19,22,False
2020-04-26,20,False
2020-05-03,0,False
2020-05-10,21,False
2020-05-17,27,True
