date,Cours guitare,isPartial
2018-01-07,84,False
2018-01-14,57,False
2018-01-21,28,False
2018-01-28,43,False
2018-02-04,28,False
2018-02-11,28,False
2018-02-18,59,False
2018-02-25,27,False
2018-03-04,0,False
2018-03-11,29,False
2018-03-18,0,False
2018-03-25,29,False
2018-04-01,29,False
2018-04-08,40,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,27,False
2018-05-06,0,False
2018-05-13,56,False
2018-05-20,0,False
2018-05-27,28,False
2018-06-03,29,False
2018-06-10,0,False
2018-06-17,0,False
2018-06-24,29,False
2018-07-01,28,False
2018-07-08,41,False
2018-07-15,41,False
2018-07-22,27,False
2018-07-29,40,False
2018-08-05,25,False
2018-08-12,26,False
2018-08-19,27,False
2018-08-26,41,False
2018-09-02,57,False
2018-09-09,38,False
2018-09-16,58,False
2018-09-23,58,False
2018-09-30,29,False
2018-10-07,58,False
2018-10-14,29,False
2018-10-21,30,False
2018-10-28,39,False
2018-11-04,57,False
2018-11-11,43,False
2018-11-18,29,False
2018-11-25,0,False
2018-12-02,89,False
2018-12-09,30,False
2018-12-16,30,False
2018-12-23,35,False
2018-12-30,32,False
2019-01-06,30,False
2019-01-13,29,False
2019-01-20,29,False
2019-01-27,28,False
2019-02-03,29,False
2019-02-10,88,False
2019-02-17,44,False
2019-02-24,31,False
2019-03-03,30,False
2019-03-10,30,False
2019-03-17,0,False
2019-03-24,0,False
2019-03-31,29,False
2019-04-07,29,False
2019-04-14,28,False
2019-04-21,37,False
2019-04-28,30,False
2019-05-05,0,False
2019-05-12,56,False
2019-05-19,0,False
2019-05-26,56,False
2019-06-02,54,False
2019-06-09,0,False
2019-06-16,42,False
2019-06-23,42,False
2019-06-30,36,False
2019-07-07,39,False
2019-07-14,34,False
2019-07-21,25,False
2019-07-28,0,False
2019-08-04,36,False
2019-08-11,48,False
2019-08-18,37,False
2019-08-25,100,False
2019-09-01,38,False
2019-09-08,60,False
2019-09-15,51,False
2019-09-22,39,False
2019-09-29,52,False
2019-10-06,26,False
2019-10-13,0,False
2019-10-20,51,False
2019-10-27,0,False
2019-11-03,26,False
2019-11-10,26,False
2019-11-17,25,False
2019-11-24,25,False
2019-12-01,50,False
2019-12-08,25,False
2019-12-15,26,False
2019-12-22,72,False
2019-12-29,27,False
2020-01-05,25,False
2020-01-12,24,False
2020-01-19,24,False
2020-01-26,25,False
2020-02-02,25,False
2020-02-09,26,False
2020-02-16,25,False
2020-02-23,23,False
2020-03-01,23,False
2020-03-08,24,False
2020-03-15,0,False
2020-03-22,40,False
2020-03-29,41,False
2020-04-05,21,False
2020-04-12,34,False
2020-04-19,39,False
2020-04-26,39,False
2020-05-03,33,False
2020-05-10,40,False
2020-05-17,26,True
