date,Cours guitare,isPartial
2018-01-07,38,False
2018-01-14,0,False
2018-01-21,38,False
2018-01-28,37,False
2018-02-04,0,False
2018-02-11,0,False
2018-02-18,57,False
2018-02-25,38,False
2018-03-04,40,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,39,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,0,False
2018-04-22,77,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,52,False
2018-05-20,39,False
2018-05-27,38,False
2018-06-03,39,False
2018-06-10,0,False
2018-06-17,39,False
2018-06-24,0,False
2018-07-01,39,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,44,False
2018-07-29,43,False
2018-08-05,44,False
2018-08-12,0,False
2018-08-19,0,False
2018-08-26,0,False
2018-09-02,82,False
2018-09-09,82,False
2018-09-16,40,False
2018-09-23,0,False
2018-09-30,0,False
2018-10-07,41,False
2018-10-14,41,False
2018-10-21,41,False
2018-10-28,40,False
2018-11-04,39,False
2018-11-11,39,False
2018-11-18,38,False
2018-11-25,63,False
2018-12-02,38,False
2018-12-09,39,False
2018-12-16,40,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,77,False
2019-01-13,0,False
2019-01-20,37,False
2019-01-27,36,False
2019-02-03,0,False
2019-02-10,41,False
2019-02-17,41,False
2019-02-24,38,False
2019-03-03,37,False
2019-03-10,0,False
2019-03-17,39,False
2019-03-24,0,False
2019-03-31,39,False
2019-04-07,0,False
2019-04-14,42,False
2019-04-21,38,False
2019-04-28,0,False
2019-05-05,0,False
2019-05-12,0,False
2019-05-19,38,False
2019-05-26,38,False
2019-06-02,35,False
2019-06-09,36,False
2019-06-16,0,False
2019-06-23,38,False
2019-06-30,0,False
2019-07-07,40,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,86,False
2019-08-11,42,False
2019-08-18,43,False
2019-08-25,38,False
2019-09-01,37,False
2019-09-08,37,False
2019-09-15,37,False
2019-09-22,34,False
2019-09-29,35,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,71,False
2019-10-27,35,False
2019-11-03,34,False
2019-11-10,33,False
2019-11-17,34,False
2019-11-24,0,False
2019-12-01,51,False
2019-12-08,100,False
2019-12-15,34,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,32,False
2020-01-19,66,False
2020-01-26,0,False
2020-02-02,33,False
2020-02-09,0,False
2020-02-16,0,False
2020-02-23,33,False
2020-03-01,32,False
2020-03-08,0,False
2020-03-15,28,False
2020-03-22,54,False
2020-03-29,27,False
2020-04-05,55,False
2020-04-12,38,False
2020-04-19,28,False
2020-04-26,26,False
2020-05-03,26,False
2020-05-10,83,False
2020-05-17,35,True
