date,Cours guitare,isPartial
2018-01-07,46,False
2018-01-14,22,False
2018-01-21,68,False
2018-01-28,23,False
2018-02-04,22,False
2018-02-11,22,False
2018-02-18,46,False
2018-02-25,23,False
2018-03-04,30,False
2018-03-11,23,False
2018-03-18,34,False
2018-03-25,35,False
2018-04-01,24,False
2018-04-08,23,False
2018-04-15,25,False
2018-04-22,25,False
2018-04-29,23,False
2018-05-06,24,False
2018-05-13,46,False
2018-05-20,0,False
2018-05-27,23,False
2018-06-03,47,False
2018-06-10,22,False
2018-06-17,24,False
2018-06-24,49,False
2018-07-01,47,False
2018-07-08,25,False
2018-07-15,25,False
2018-07-22,25,False
2018-07-29,26,False
2018-08-05,0,False
2018-08-12,26,False
2018-08-19,26,False
2018-08-26,100,False
2018-09-02,0,False
2018-09-09,60,False
2018-09-16,48,False
2018-09-23,57,False
2018-09-30,48,False
2018-10-07,24,False
2018-10-14,24,False
2018-10-21,75,False
2018-10-28,0,False
2018-11-04,23,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,34,False
2018-12-02,23,False
2018-12-09,47,False
2018-12-16,0,False
2018-12-23,28,False
2018-12-30,26,False
2019-01-06,46,False
2019-01-13,91,False
2019-01-20,0,False
2019-01-27,22,False
2019-02-03,0,False
2019-02-10,0,False
2019-02-17,35,False
2019-02-24,24,False
2019-03-03,24,False
2019-03-10,35,False
2019-03-17,24,False
2019-03-24,34,False
2019-03-31,22,False
2019-04-07,23,False
2019-04-14,21,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,0,False
2019-05-12,23,False
2019-05-19,0,False
2019-05-26,23,False
2019-06-02,22,False
2019-06-09,22,False
2019-06-16,22,False
2019-06-23,22,False
2019-06-30,46,False
2019-07-07,34,False
2019-07-14,23,False
2019-07-21,23,False
2019-07-28,24,False
2019-08-04,22,False
2019-08-11,21,False
2019-08-18,43,False
2019-08-25,46,False
2019-09-01,44,False
2019-09-08,41,False
2019-09-15,21,False
2019-09-22,28,False
2019-09-29,20,False
2019-10-06,28,False
2019-10-13,37,False
2019-10-20,0,False
2019-10-27,20,False
2019-11-03,40,False
2019-11-10,20,False
2019-11-17,24,False
2019-11-24,0,False
2019-12-01,17,False
2019-12-08,18,False
2019-12-15,41,False
2019-12-22,0,False
2019-12-29,19,False
2020-01-05,17,False
2020-01-12,28,False
2020-01-19,29,False
2020-01-26,17,False
2020-02-02,18,False
2020-02-09,54,False
2020-02-16,24,False
2020-02-23,22,False
2020-03-01,32,False
2020-03-08,17,False
2020-03-15,21,False
2020-03-22,20,False
2020-03-29,46,False
2020-04-05,41,False
2020-04-12,23,False
2020-04-19,20,False
2020-04-26,21,False
2020-05-03,20,False
2020-05-10,23,False
2020-05-17,20,True
