date,moustiquaire,isPartial
2018-01-07,32,False
2018-01-14,32,False
2018-01-21,0,False
2018-01-28,0,False
2018-02-04,0,False
2018-02-11,0,False
2018-02-18,32,False
2018-02-25,0,False
2018-03-04,66,False
2018-03-11,32,False
2018-03-18,32,False
2018-03-25,0,False
2018-04-01,32,False
2018-04-08,32,False
2018-04-15,67,False
2018-04-22,0,False
2018-04-29,98,False
2018-05-06,50,False
2018-05-13,33,False
2018-05-20,33,False
2018-05-27,48,False
2018-06-03,79,False
2018-06-10,51,False
2018-06-17,55,False
2018-06-24,98,False
2018-07-01,53,False
2018-07-08,54,False
2018-07-15,56,False
2018-07-22,55,False
2018-07-29,75,False
2018-08-05,80,False
2018-08-12,32,False
2018-08-19,32,False
2018-08-26,32,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,32,False
2018-09-23,33,False
2018-09-30,32,False
2018-10-07,33,False
2018-10-14,68,False
2018-10-21,33,False
2018-10-28,0,False
2018-11-04,32,False
2018-11-11,0,False
2018-11-18,32,False
2018-11-25,0,False
2018-12-02,32,False
2018-12-09,0,False
2018-12-16,33,False
2018-12-23,35,False
2018-12-30,33,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,31,False
2019-01-27,0,False
2019-02-03,0,False
2019-02-10,34,False
2019-02-17,0,False
2019-02-24,43,False
2019-03-03,31,False
2019-03-10,0,False
2019-03-17,0,False
2019-03-24,51,False
2019-03-31,33,False
2019-04-07,34,False
2019-04-14,50,False
2019-04-21,0,False
2019-04-28,61,False
2019-05-05,0,False
2019-05-12,33,False
2019-05-19,42,False
2019-05-26,62,False
2019-06-02,87,False
2019-06-09,60,False
2019-06-16,74,False
2019-06-23,52,False
2019-06-30,32,False
2019-07-07,41,False
2019-07-14,62,False
2019-07-21,47,False
2019-07-28,63,False
2019-08-04,31,False
2019-08-11,58,False
2019-08-18,61,False
2019-08-25,45,False
2019-09-01,30,False
2019-09-08,0,False
2019-09-15,0,False
2019-09-22,0,False
2019-09-29,29,False
2019-10-06,60,False
2019-10-13,0,False
2019-10-20,29,False
2019-10-27,28,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,86,False
2019-12-15,0,False
2019-12-22,30,False
2019-12-29,0,False
2020-01-05,28,False
2020-01-12,27,False
2020-01-19,29,False
2020-01-26,0,False
2020-02-02,0,False
2020-02-09,0,False
2020-02-16,28,False
2020-02-23,0,False
2020-03-01,26,False
2020-03-08,34,False
2020-03-15,23,False
2020-03-22,34,False
2020-03-29,22,False
2020-04-05,76,False
2020-04-12,23,False
2020-04-19,39,False
2020-04-26,64,False
2020-05-03,65,False
2020-05-10,49,False
2020-05-17,25,False
2020-05-24,100,False
2020-05-31,40,False
2020-06-07,40,False
2020-06-14,24,False
2020-06-21,0,True
