date,moustiquaire,isPartial
2018-01-07,4,False
2018-01-14,1,False
2018-01-21,4,False
2018-01-28,5,False
2018-02-04,7,False
2018-02-11,5,False
2018-02-18,6,False
2018-02-25,2,False
2018-03-04,3,False
2018-03-11,6,False
2018-03-18,7,False
2018-03-25,8,False
2018-04-01,14,False
2018-04-08,9,False
2018-04-15,30,False
2018-04-22,39,False
2018-04-29,25,False
2018-05-06,32,False
2018-05-13,18,False
2018-05-20,23,False
2018-05-27,19,False
2018-06-03,22,False
2018-06-10,33,False
2018-06-17,38,False
2018-06-24,32,False
2018-07-01,60,False
2018-07-08,31,False
2018-07-15,33,False
2018-07-22,42,False
2018-07-29,51,False
2018-08-05,42,False
2018-08-12,20,False
2018-08-19,19,False
2018-08-26,10,False
2018-09-02,6,False
2018-09-09,11,False
2018-09-16,10,False
2018-09-23,8,False
2018-09-30,4,False
2018-10-07,5,False
2018-10-14,8,False
2018-10-21,3,False
2018-10-28,6,False
2018-11-04,4,False
2018-11-11,5,False
2018-11-18,3,False
2018-11-25,4,False
2018-12-02,3,False
2018-12-09,3,False
2018-12-16,2,False
2018-12-23,2,False
2018-12-30,4,False
2019-01-06,5,False
2019-01-13,5,False
2019-01-20,4,False
2019-01-27,2,False
2019-02-03,7,False
2019-02-10,8,False
2019-02-17,11,False
2019-02-24,13,False
2019-03-03,8,False
2019-03-10,8,False
2019-03-17,6,False
2019-03-24,20,False
2019-03-31,12,False
2019-04-07,12,False
2019-04-14,18,False
2019-04-21,25,False
2019-04-28,15,False
2019-05-05,16,False
2019-05-12,14,False
2019-05-19,19,False
2019-05-26,38,False
2019-06-02,58,False
2019-06-09,24,False
2019-06-16,42,False
2019-06-23,83,False
2019-06-30,56,False
2019-07-07,43,False
2019-07-14,27,False
2019-07-21,50,False
2019-07-28,19,False
2019-08-04,24,False
2019-08-11,28,False
2019-08-18,9,False
2019-08-25,19,False
2019-09-01,13,False
2019-09-08,8,False
2019-09-15,11,False
2019-09-22,7,False
2019-09-29,10,False
2019-10-06,5,False
2019-10-13,5,False
2019-10-20,7,False
2019-10-27,4,False
2019-11-03,4,False
2019-11-10,3,False
2019-11-17,4,False
2019-11-24,6,False
2019-12-01,2,False
2019-12-08,4,False
2019-12-15,1,False
2019-12-22,1,False
2019-12-29,3,False
2020-01-05,4,False
2020-01-12,4,False
2020-01-19,3,False
2020-01-26,4,False
2020-02-02,5,False
2020-02-09,6,False
2020-02-16,11,False
2020-02-23,9,False
2020-03-01,6,False
2020-03-08,12,False
2020-03-15,9,False
2020-03-22,12,False
2020-03-29,13,False
2020-04-05,28,False
2020-04-12,30,False
2020-04-19,40,False
2020-04-26,44,False
2020-05-03,75,False
2020-05-10,39,False
2020-05-17,100,False
2020-05-24,85,False
2020-05-31,71,False
2020-06-07,35,False
2020-06-14,36,False
2020-06-21,56,True
