date,moustiquaire,isPartial
2018-01-07,18,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,36,False
2018-02-04,36,False
2018-02-11,0,False
2018-02-18,19,False
2018-02-25,0,False
2018-03-04,19,False
2018-03-11,19,False
2018-03-18,19,False
2018-03-25,38,False
2018-04-01,28,False
2018-04-08,19,False
2018-04-15,67,False
2018-04-22,47,False
2018-04-29,50,False
2018-05-06,55,False
2018-05-13,48,False
2018-05-20,48,False
2018-05-27,56,False
2018-06-03,31,False
2018-06-10,43,False
2018-06-17,45,False
2018-06-24,59,False
2018-07-01,83,False
2018-07-08,60,False
2018-07-15,22,False
2018-07-22,86,False
2018-07-29,42,False
2018-08-05,54,False
2018-08-12,59,False
2018-08-19,22,False
2018-08-26,40,False
2018-09-02,0,False
2018-09-09,30,False
2018-09-16,19,False
2018-09-23,20,False
2018-09-30,20,False
2018-10-07,0,False
2018-10-14,20,False
2018-10-21,30,False
2018-10-28,20,False
2018-11-04,0,False
2018-11-11,19,False
2018-11-18,19,False
2018-11-25,19,False
2018-12-02,19,False
2018-12-09,20,False
2018-12-16,20,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,19,False
2019-01-13,19,False
2019-01-20,0,False
2019-01-27,0,False
2019-02-03,19,False
2019-02-10,20,False
2019-02-17,40,False
2019-02-24,19,False
2019-03-03,24,False
2019-03-10,28,False
2019-03-17,19,False
2019-03-24,19,False
2019-03-31,38,False
2019-04-07,20,False
2019-04-14,62,False
2019-04-21,37,False
2019-04-28,36,False
2019-05-05,30,False
2019-05-12,38,False
2019-05-19,37,False
2019-05-26,18,False
2019-06-02,79,False
2019-06-09,35,False
2019-06-16,37,False
2019-06-23,100,False
2019-06-30,44,False
2019-07-07,39,False
2019-07-14,27,False
2019-07-21,69,False
2019-07-28,35,False
2019-08-04,32,False
2019-08-11,27,False
2019-08-18,31,False
2019-08-25,29,False
2019-09-01,18,False
2019-09-08,0,False
2019-09-15,18,False
2019-09-22,17,False
2019-09-29,17,False
2019-10-06,17,False
2019-10-13,17,False
2019-10-20,0,False
2019-10-27,34,False
2019-11-03,0,False
2019-11-10,16,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,17,False
2019-12-08,0,False
2019-12-15,17,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,16,False
2020-01-12,16,False
2020-01-19,0,False
2020-01-26,16,False
2020-02-02,16,False
2020-02-09,0,False
2020-02-16,16,False
2020-02-23,24,False
2020-03-01,0,False
2020-03-08,31,False
2020-03-15,0,False
2020-03-22,20,False
2020-03-29,26,False
2020-04-05,45,False
2020-04-12,45,False
2020-04-19,32,False
2020-04-26,13,False
2020-05-03,34,False
2020-05-10,46,False
2020-05-17,73,False
2020-05-24,62,False
2020-05-31,83,False
2020-06-07,32,False
2020-06-14,29,False
2020-06-21,54,True
