date,moustiquaire,isPartial
2018-01-07,0,False
2018-01-14,19,False
2018-01-21,0,False
2018-01-28,0,False
2018-02-04,10,False
2018-02-11,10,False
2018-02-18,10,False
2018-02-25,19,False
2018-03-04,0,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,10,False
2018-04-01,0,False
2018-04-08,10,False
2018-04-15,56,False
2018-04-22,34,False
2018-04-29,30,False
2018-05-06,38,False
2018-05-13,26,False
2018-05-20,24,False
2018-05-27,27,False
2018-06-03,27,False
2018-06-10,40,False
2018-06-17,48,False
2018-06-24,35,False
2018-07-01,60,False
2018-07-08,39,False
2018-07-15,37,False
2018-07-22,66,False
2018-07-29,38,False
2018-08-05,42,False
2018-08-12,23,False
2018-08-19,16,False
2018-08-26,16,False
2018-09-02,11,False
2018-09-09,16,False
2018-09-16,10,False
2018-09-23,11,False
2018-09-30,11,False
2018-10-07,0,False
2018-10-14,16,False
2018-10-21,11,False
2018-10-28,10,False
2018-11-04,10,False
2018-11-11,9,False
2018-11-18,10,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,10,False
2018-12-16,10,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,10,False
2019-01-13,10,False
2019-01-20,0,False
2019-01-27,10,False
2019-02-03,24,False
2019-02-10,10,False
2019-02-17,21,False
2019-02-24,15,False
2019-03-03,16,False
2019-03-10,10,False
2019-03-17,15,False
2019-03-24,14,False
2019-03-31,30,False
2019-04-07,13,False
2019-04-14,11,False
2019-04-21,31,False
2019-04-28,16,False
2019-05-05,13,False
2019-05-12,20,False
2019-05-19,20,False
2019-05-26,41,False
2019-06-02,75,False
2019-06-09,16,False
2019-06-16,47,False
2019-06-23,58,False
2019-06-30,76,False
2019-07-07,44,False
2019-07-14,42,False
2019-07-21,53,False
2019-07-28,29,False
2019-08-04,48,False
2019-08-11,21,False
2019-08-18,28,False
2019-08-25,10,False
2019-09-01,14,False
2019-09-08,10,False
2019-09-15,10,False
2019-09-22,9,False
2019-09-29,9,False
2019-10-06,9,False
2019-10-13,9,False
2019-10-20,28,False
2019-10-27,9,False
2019-11-03,0,False
2019-11-10,9,False
2019-11-17,9,False
2019-11-24,9,False
2019-12-01,9,False
2019-12-08,9,False
2019-12-15,13,False
2019-12-22,0,False
2019-12-29,14,False
2020-01-05,14,False
2020-01-12,17,False
2020-01-19,9,False
2020-01-26,8,False
2020-02-02,14,False
2020-02-09,17,False
2020-02-16,9,False
2020-02-23,12,False
2020-03-01,17,False
2020-03-08,11,False
2020-03-15,17,False
2020-03-22,0,False
2020-03-29,21,False
2020-04-05,17,False
2020-04-12,36,False
2020-04-19,34,False
2020-04-26,13,False
2020-05-03,41,False
2020-05-10,36,False
2020-05-17,71,False
2020-05-24,54,False
2020-05-31,63,False
2020-06-07,64,False
2020-06-14,49,False
2020-06-21,100,True
