date,moustiquaire,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,7,False
2018-01-28,0,False
2018-02-04,7,False
2018-02-11,7,False
2018-02-18,15,False
2018-02-25,8,False
2018-03-04,16,False
2018-03-11,8,False
2018-03-18,0,False
2018-03-25,15,False
2018-04-01,15,False
2018-04-08,15,False
2018-04-15,46,False
2018-04-22,36,False
2018-04-29,30,False
2018-05-06,55,False
2018-05-13,23,False
2018-05-20,39,False
2018-05-27,38,False
2018-06-03,20,False
2018-06-10,24,False
2018-06-17,39,False
2018-06-24,21,False
2018-07-01,52,False
2018-07-08,40,False
2018-07-15,25,False
2018-07-22,59,False
2018-07-29,51,False
2018-08-05,43,False
2018-08-12,18,False
2018-08-19,17,False
2018-08-26,12,False
2018-09-02,12,False
2018-09-09,12,False
2018-09-16,8,False
2018-09-23,8,False
2018-09-30,8,False
2018-10-07,0,False
2018-10-14,8,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,15,False
2018-11-11,0,False
2018-11-18,8,False
2018-11-25,8,False
2018-12-02,12,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,8,False
2019-01-20,7,False
2019-01-27,11,False
2019-02-03,8,False
2019-02-10,11,False
2019-02-17,8,False
2019-02-24,11,False
2019-03-03,7,False
2019-03-10,13,False
2019-03-17,8,False
2019-03-24,16,False
2019-03-31,20,False
2019-04-07,0,False
2019-04-14,25,False
2019-04-21,15,False
2019-04-28,22,False
2019-05-05,19,False
2019-05-12,13,False
2019-05-19,15,False
2019-05-26,40,False
2019-06-02,50,False
2019-06-09,20,False
2019-06-16,49,False
2019-06-23,95,False
2019-06-30,55,False
2019-07-07,49,False
2019-07-14,27,False
2019-07-21,40,False
2019-07-28,33,False
2019-08-04,17,False
2019-08-11,21,False
2019-08-18,14,False
2019-08-25,17,False
2019-09-01,11,False
2019-09-08,19,False
2019-09-15,15,False
2019-09-22,7,False
2019-09-29,7,False
2019-10-06,7,False
2019-10-13,9,False
2019-10-20,7,False
2019-10-27,7,False
2019-11-03,9,False
2019-11-10,7,False
2019-11-17,7,False
2019-11-24,7,False
2019-12-01,10,False
2019-12-08,0,False
2019-12-15,7,False
2019-12-22,0,False
2019-12-29,11,False
2020-01-05,7,False
2020-01-12,10,False
2020-01-19,7,False
2020-01-26,13,False
2020-02-02,7,False
2020-02-09,10,False
2020-02-16,7,False
2020-02-23,6,False
2020-03-01,6,False
2020-03-08,10,False
2020-03-15,14,False
2020-03-22,14,False
2020-03-29,14,False
2020-04-05,40,False
2020-04-12,32,False
2020-04-19,36,False
2020-04-26,36,False
2020-05-03,49,False
2020-05-10,34,False
2020-05-17,49,False
2020-05-24,64,False
2020-05-31,75,False
2020-06-07,29,False
2020-06-14,30,False
2020-06-21,100,True
