date,moustiquaire,isPartial
2018-01-07,0,False
2018-01-14,11,False
2018-01-21,0,False
2018-01-28,9,False
2018-02-04,6,False
2018-02-11,17,False
2018-02-18,6,False
2018-02-25,0,False
2018-03-04,28,False
2018-03-11,6,False
2018-03-18,6,False
2018-03-25,8,False
2018-04-01,14,False
2018-04-08,23,False
2018-04-15,52,False
2018-04-22,17,False
2018-04-29,27,False
2018-05-06,21,False
2018-05-13,14,False
2018-05-20,23,False
2018-05-27,50,False
2018-06-03,37,False
2018-06-10,16,False
2018-06-17,40,False
2018-06-24,29,False
2018-07-01,98,False
2018-07-08,33,False
2018-07-15,45,False
2018-07-22,71,False
2018-07-29,100,False
2018-08-05,56,False
2018-08-12,24,False
2018-08-19,13,False
2018-08-26,12,False
2018-09-02,0,False
2018-09-09,12,False
2018-09-16,14,False
2018-09-23,0,False
2018-09-30,6,False
2018-10-07,6,False
2018-10-14,15,False
2018-10-21,12,False
2018-10-28,0,False
2018-11-04,11,False
2018-11-11,6,False
2018-11-18,6,False
2018-11-25,6,False
2018-12-02,0,False
2018-12-09,6,False
2018-12-16,0,False
2018-12-23,6,False
2018-12-30,0,False
2019-01-06,6,False
2019-01-13,11,False
2019-01-20,16,False
2019-01-27,8,False
2019-02-03,5,False
2019-02-10,12,False
2019-02-17,18,False
2019-02-24,14,False
2019-03-03,30,False
2019-03-10,16,False
2019-03-17,11,False
2019-03-24,37,False
2019-03-31,16,False
2019-04-07,24,False
2019-04-14,30,False
2019-04-21,58,False
2019-04-28,22,False
2019-05-05,12,False
2019-05-12,22,False
2019-05-19,20,False
2019-05-26,52,False
2019-06-02,70,False
2019-06-09,25,False
2019-06-16,47,False
2019-06-23,86,False
2019-06-30,56,False
2019-07-07,26,False
2019-07-14,45,False
2019-07-21,83,False
2019-07-28,33,False
2019-08-04,50,False
2019-08-11,9,False
2019-08-18,19,False
2019-08-25,28,False
2019-09-01,11,False
2019-09-08,6,False
2019-09-15,6,False
2019-09-22,10,False
2019-09-29,5,False
2019-10-06,5,False
2019-10-13,7,False
2019-10-20,5,False
2019-10-27,14,False
2019-11-03,0,False
2019-11-10,7,False
2019-11-17,4,False
2019-11-24,9,False
2019-12-01,10,False
2019-12-08,0,False
2019-12-15,5,False
2019-12-22,5,False
2019-12-29,10,False
2020-01-05,5,False
2020-01-12,11,False
2020-01-19,4,False
2020-01-26,4,False
2020-02-02,9,False
2020-02-09,6,False
2020-02-16,11,False
2020-02-23,9,False
2020-03-01,7,False
2020-03-08,4,False
2020-03-15,14,False
2020-03-22,12,False
2020-03-29,8,False
2020-04-05,41,False
2020-04-12,39,False
2020-04-19,49,False
2020-04-26,31,False
2020-05-03,50,False
2020-05-10,24,False
2020-05-17,78,False
2020-05-24,86,False
2020-05-31,54,False
2020-06-07,27,False
2020-06-14,49,False
2020-06-21,75,True
