date,moustiquaire,isPartial
2018-01-07,7,False
2018-01-14,0,False
2018-01-21,13,False
2018-01-28,7,False
2018-02-04,9,False
2018-02-11,7,False
2018-02-18,7,False
2018-02-25,7,False
2018-03-04,14,False
2018-03-11,7,False
2018-03-18,0,False
2018-03-25,0,False
2018-04-01,7,False
2018-04-08,24,False
2018-04-15,48,False
2018-04-22,27,False
2018-04-29,30,False
2018-05-06,73,False
2018-05-13,21,False
2018-05-20,33,False
2018-05-27,40,False
2018-06-03,67,False
2018-06-10,34,False
2018-06-17,31,False
2018-06-24,31,False
2018-07-01,40,False
2018-07-08,49,False
2018-07-15,55,False
2018-07-22,55,False
2018-07-29,55,False
2018-08-05,32,False
2018-08-12,19,False
2018-08-19,13,False
2018-08-26,7,False
2018-09-02,7,False
2018-09-09,37,False
2018-09-16,12,False
2018-09-23,0,False
2018-09-30,15,False
2018-10-07,7,False
2018-10-14,11,False
2018-10-21,15,False
2018-10-28,7,False
2018-11-04,14,False
2018-11-11,14,False
2018-11-18,0,False
2018-11-25,7,False
2018-12-02,7,False
2018-12-09,0,False
2018-12-16,7,False
2018-12-23,0,False
2018-12-30,7,False
2019-01-06,7,False
2019-01-13,0,False
2019-01-20,7,False
2019-01-27,7,False
2019-02-03,12,False
2019-02-10,7,False
2019-02-17,7,False
2019-02-24,12,False
2019-03-03,18,False
2019-03-10,7,False
2019-03-17,18,False
2019-03-24,22,False
2019-03-31,14,False
2019-04-07,27,False
2019-04-14,37,False
2019-04-21,26,False
2019-04-28,14,False
2019-05-05,20,False
2019-05-12,14,False
2019-05-19,25,False
2019-05-26,33,False
2019-06-02,52,False
2019-06-09,32,False
2019-06-16,62,False
2019-06-23,100,False
2019-06-30,68,False
2019-07-07,36,False
2019-07-14,52,False
2019-07-21,64,False
2019-07-28,39,False
2019-08-04,52,False
2019-08-11,20,False
2019-08-18,10,False
2019-08-25,21,False
2019-09-01,7,False
2019-09-08,14,False
2019-09-15,10,False
2019-09-22,20,False
2019-09-29,11,False
2019-10-06,6,False
2019-10-13,10,False
2019-10-20,10,False
2019-10-27,10,False
2019-11-03,13,False
2019-11-10,9,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,6,False
2019-12-08,6,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,10,False
2020-01-05,6,False
2020-01-12,9,False
2020-01-19,8,False
2020-01-26,9,False
2020-02-02,6,False
2020-02-09,18,False
2020-02-16,9,False
2020-02-23,12,False
2020-03-01,11,False
2020-03-08,17,False
2020-03-15,8,False
2020-03-22,14,False
2020-03-29,14,False
2020-04-05,33,False
2020-04-12,25,False
2020-04-19,53,False
2020-04-26,51,False
2020-05-03,45,False
2020-05-10,45,False
2020-05-17,86,False
2020-05-24,42,False
2020-05-31,58,False
2020-06-07,32,False
2020-06-14,55,False
2020-06-21,31,True
