date,moustiquaire,isPartial
2018-01-07,0,False
2018-01-14,10,False
2018-01-21,14,False
2018-01-28,10,False
2018-02-04,14,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,0,False
2018-03-04,7,False
2018-03-11,7,False
2018-03-18,7,False
2018-03-25,14,False
2018-04-01,12,False
2018-04-08,24,False
2018-04-15,27,False
2018-04-22,41,False
2018-04-29,15,False
2018-05-06,26,False
2018-05-13,9,False
2018-05-20,33,False
2018-05-27,44,False
2018-06-03,40,False
2018-06-10,39,False
2018-06-17,26,False
2018-06-24,33,False
2018-07-01,28,False
2018-07-08,27,False
2018-07-15,29,False
2018-07-22,33,False
2018-07-29,63,False
2018-08-05,46,False
2018-08-12,24,False
2018-08-19,11,False
2018-08-26,7,False
2018-09-02,0,False
2018-09-09,7,False
2018-09-16,14,False
2018-09-23,14,False
2018-09-30,14,False
2018-10-07,7,False
2018-10-14,7,False
2018-10-21,0,False
2018-10-28,11,False
2018-11-04,7,False
2018-11-11,14,False
2018-11-18,0,False
2018-11-25,6,False
2018-12-02,12,False
2018-12-09,6,False
2018-12-16,6,False
2018-12-23,0,False
2018-12-30,6,False
2019-01-06,6,False
2019-01-13,9,False
2019-01-20,12,False
2019-01-27,6,False
2019-02-03,15,False
2019-02-10,14,False
2019-02-17,14,False
2019-02-24,15,False
2019-03-03,18,False
2019-03-10,8,False
2019-03-17,15,False
2019-03-24,14,False
2019-03-31,16,False
2019-04-07,18,False
2019-04-14,27,False
2019-04-21,24,False
2019-04-28,21,False
2019-05-05,14,False
2019-05-12,14,False
2019-05-19,20,False
2019-05-26,19,False
2019-06-02,40,False
2019-06-09,23,False
2019-06-16,43,False
2019-06-23,100,False
2019-06-30,52,False
2019-07-07,40,False
2019-07-14,44,False
2019-07-21,33,False
2019-07-28,30,False
2019-08-04,20,False
2019-08-11,25,False
2019-08-18,9,False
2019-08-25,17,False
2019-09-01,14,False
2019-09-08,9,False
2019-09-15,16,False
2019-09-22,9,False
2019-09-29,5,False
2019-10-06,11,False
2019-10-13,8,False
2019-10-20,13,False
2019-10-27,6,False
2019-11-03,5,False
2019-11-10,11,False
2019-11-17,0,False
2019-11-24,5,False
2019-12-01,6,False
2019-12-08,7,False
2019-12-15,5,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,5,False
2020-01-12,11,False
2020-01-19,5,False
2020-01-26,5,False
2020-02-02,13,False
2020-02-09,11,False
2020-02-16,8,False
2020-02-23,12,False
2020-03-01,12,False
2020-03-08,8,False
2020-03-15,5,False
2020-03-22,22,False
2020-03-29,8,False
2020-04-05,29,False
2020-04-12,31,False
2020-04-19,41,False
2020-04-26,36,False
2020-05-03,41,False
2020-05-10,28,False
2020-05-17,62,False
2020-05-24,47,False
2020-05-31,46,False
2020-06-07,17,False
2020-06-14,32,False
2020-06-21,71,True
