date,moustiquaire,isPartial
2018-01-07,11,False
2018-01-14,11,False
2018-01-21,11,False
2018-01-28,11,False
2018-02-04,10,False
2018-02-11,11,False
2018-02-18,17,False
2018-02-25,11,False
2018-03-04,11,False
2018-03-11,22,False
2018-03-18,11,False
2018-03-25,11,False
2018-04-01,11,False
2018-04-08,15,False
2018-04-15,63,False
2018-04-22,15,False
2018-04-29,17,False
2018-05-06,61,False
2018-05-13,33,False
2018-05-20,22,False
2018-05-27,51,False
2018-06-03,29,False
2018-06-10,21,False
2018-06-17,45,False
2018-06-24,38,False
2018-07-01,85,False
2018-07-08,38,False
2018-07-15,25,False
2018-07-22,97,False
2018-07-29,33,False
2018-08-05,43,False
2018-08-12,13,False
2018-08-19,46,False
2018-08-26,0,False
2018-09-02,24,False
2018-09-09,12,False
2018-09-16,11,False
2018-09-23,12,False
2018-09-30,11,False
2018-10-07,0,False
2018-10-14,12,False
2018-10-21,0,False
2018-10-28,11,False
2018-11-04,11,False
2018-11-11,0,False
2018-11-18,11,False
2018-11-25,16,False
2018-12-02,0,False
2018-12-09,11,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,11,False
2019-01-27,10,False
2019-02-03,0,False
2019-02-10,12,False
2019-02-17,48,False
2019-02-24,17,False
2019-03-03,21,False
2019-03-10,0,False
2019-03-17,12,False
2019-03-24,34,False
2019-03-31,19,False
2019-04-07,18,False
2019-04-14,16,False
2019-04-21,45,False
2019-04-28,16,False
2019-05-05,25,False
2019-05-12,23,False
2019-05-19,22,False
2019-05-26,44,False
2019-06-02,55,False
2019-06-09,21,False
2019-06-16,34,False
2019-06-23,100,False
2019-06-30,78,False
2019-07-07,30,False
2019-07-14,44,False
2019-07-21,48,False
2019-07-28,20,False
2019-08-04,21,False
2019-08-11,18,False
2019-08-18,24,False
2019-08-25,19,False
2019-09-01,11,False
2019-09-08,22,False
2019-09-15,16,False
2019-09-22,14,False
2019-09-29,10,False
2019-10-06,10,False
2019-10-13,15,False
2019-10-20,10,False
2019-10-27,10,False
2019-11-03,10,False
2019-11-10,10,False
2019-11-17,10,False
2019-11-24,9,False
2019-12-01,20,False
2019-12-08,10,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,10,False
2020-01-05,19,False
2020-01-12,9,False
2020-01-19,0,False
2020-01-26,9,False
2020-02-02,13,False
2020-02-09,9,False
2020-02-16,10,False
2020-02-23,0,False
2020-03-01,9,False
2020-03-08,17,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,15,False
2020-04-05,42,False
2020-04-12,43,False
2020-04-19,73,False
2020-04-26,32,False
2020-05-03,52,False
2020-05-10,37,False
2020-05-17,68,False
2020-05-24,69,False
2020-05-31,32,False
2020-06-07,32,False
2020-06-14,37,False
2020-06-21,63,True
