date,fiori matrimonio,isPartial
2018-01-07,74,False
2018-01-14,25,False
2018-01-21,25,False
2018-01-28,24,False
2018-02-04,25,False
2018-02-11,88,False
2018-02-18,25,False
2018-02-25,25,False
2018-03-04,26,False
2018-03-11,76,False
2018-03-18,53,False
2018-03-25,27,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,56,False
2018-04-22,0,False
2018-04-29,55,False
2018-05-06,40,False
2018-05-13,40,False
2018-05-20,26,False
2018-05-27,27,False
2018-06-03,67,False
2018-06-10,0,False
2018-06-17,53,False
2018-06-24,40,False
2018-07-01,26,False
2018-07-08,26,False
2018-07-15,53,False
2018-07-22,27,False
2018-07-29,53,False
2018-08-05,27,False
2018-08-12,0,False
2018-08-19,0,False
2018-08-26,51,False
2018-09-02,51,False
2018-09-09,65,False
2018-09-16,26,False
2018-09-23,80,False
2018-09-30,53,False
2018-10-07,27,False
2018-10-14,28,False
2018-10-21,27,False
2018-10-28,25,False
2018-11-04,26,False
2018-11-11,27,False
2018-11-18,52,False
2018-11-25,27,False
2018-12-02,0,False
2018-12-09,84,False
2018-12-16,0,False
2018-12-23,32,False
2018-12-30,28,False
2019-01-06,39,False
2019-01-13,38,False
2019-01-20,37,False
2019-01-27,0,False
2019-02-03,37,False
2019-02-10,49,False
2019-02-17,37,False
2019-02-24,37,False
2019-03-03,25,False
2019-03-10,25,False
2019-03-17,26,False
2019-03-24,26,False
2019-03-31,100,False
2019-04-07,25,False
2019-04-14,52,False
2019-04-21,26,False
2019-04-28,25,False
2019-05-05,24,False
2019-05-12,48,False
2019-05-19,0,False
2019-05-26,23,False
2019-06-02,25,False
2019-06-09,25,False
2019-06-16,0,False
2019-06-23,51,False
2019-06-30,51,False
2019-07-07,26,False
2019-07-14,54,False
2019-07-21,26,False
2019-07-28,79,False
2019-08-04,0,False
2019-08-11,30,False
2019-08-18,27,False
2019-08-25,24,False
2019-09-01,47,False
2019-09-08,75,False
2019-09-15,38,False
2019-09-22,49,False
2019-09-29,24,False
2019-10-06,48,False
2019-10-13,36,False
2019-10-20,0,False
2019-10-27,0,False
2019-11-03,46,False
2019-11-10,69,False
2019-11-17,46,False
2019-11-24,23,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,24,False
2019-12-22,28,False
2019-12-29,26,False
2020-01-05,23,False
2020-01-12,22,False
2020-01-19,90,False
2020-01-26,0,False
2020-02-02,22,False
2020-02-09,34,False
2020-02-16,22,False
2020-02-23,53,False
2020-03-01,52,False
2020-03-08,0,False
2020-03-15,20,False
2020-03-22,19,False
2020-03-29,39,False
2020-04-05,0,False
2020-04-12,41,False
2020-04-19,20,False
2020-04-26,0,True
