date,fiori matrimonio,isPartial
2018-01-07,21,False
2018-01-14,22,False
2018-01-21,31,False
2018-01-28,0,False
2018-02-04,62,False
2018-02-11,40,False
2018-02-18,38,False
2018-02-25,28,False
2018-03-04,19,False
2018-03-11,48,False
2018-03-18,38,False
2018-03-25,31,False
2018-04-01,32,False
2018-04-08,77,False
2018-04-15,98,False
2018-04-22,52,False
2018-04-29,59,False
2018-05-06,47,False
2018-05-13,57,False
2018-05-20,57,False
2018-05-27,49,False
2018-06-03,100,False
2018-06-10,19,False
2018-06-17,47,False
2018-06-24,70,False
2018-07-01,59,False
2018-07-08,40,False
2018-07-15,20,False
2018-07-22,61,False
2018-07-29,62,False
2018-08-05,66,False
2018-08-12,39,False
2018-08-19,80,False
2018-08-26,23,False
2018-09-02,49,False
2018-09-09,57,False
2018-09-16,55,False
2018-09-23,66,False
2018-09-30,38,False
2018-10-07,39,False
2018-10-14,76,False
2018-10-21,19,False
2018-10-28,0,False
2018-11-04,27,False
2018-11-11,19,False
2018-11-18,28,False
2018-11-25,19,False
2018-12-02,52,False
2018-12-09,0,False
2018-12-16,21,False
2018-12-23,50,False
2018-12-30,33,False
2019-01-06,32,False
2019-01-13,62,False
2019-01-20,20,False
2019-01-27,36,False
2019-02-03,61,False
2019-02-10,31,False
2019-02-17,42,False
2019-02-24,47,False
2019-03-03,66,False
2019-03-10,43,False
2019-03-17,22,False
2019-03-24,53,False
2019-03-31,42,False
2019-04-07,50,False
2019-04-14,83,False
2019-04-21,48,False
2019-04-28,72,False
2019-05-05,19,False
2019-05-12,0,False
2019-05-19,61,False
2019-05-26,99,False
2019-06-02,62,False
2019-06-09,42,False
2019-06-16,0,False
2019-06-23,87,False
2019-06-30,22,False
2019-07-07,51,False
2019-07-14,45,False
2019-07-21,44,False
2019-07-28,36,False
2019-08-04,51,False
2019-08-11,70,False
2019-08-18,52,False
2019-08-25,34,False
2019-09-01,69,False
2019-09-08,21,False
2019-09-15,50,False
2019-09-22,20,False
2019-09-29,60,False
2019-10-06,51,False
2019-10-13,21,False
2019-10-20,40,False
2019-10-27,20,False
2019-11-03,29,False
2019-11-10,39,False
2019-11-17,20,False
2019-11-24,20,False
2019-12-01,41,False
2019-12-08,21,False
2019-12-15,31,False
2019-12-22,0,False
2019-12-29,48,False
2020-01-05,31,False
2020-01-12,47,False
2020-01-19,19,False
2020-01-26,38,False
2020-02-02,28,False
2020-02-09,48,False
2020-02-16,29,False
2020-02-23,46,False
2020-03-01,37,False
2020-03-08,36,False
2020-03-15,18,False
2020-03-22,0,False
2020-03-29,18,False
2020-04-05,0,False
2020-04-12,18,False
2020-04-19,17,False
2020-04-26,30,True
