date,Hausbau,isPartial
2018-01-07,78,False
2018-01-14,95,False
2018-01-21,0,False
2018-01-28,48,False
2018-02-04,50,False
2018-02-11,25,False
2018-02-18,85,False
2018-02-25,49,False
2018-03-04,71,False
2018-03-11,48,False
2018-03-18,49,False
2018-03-25,37,False
2018-04-01,24,False
2018-04-08,25,False
2018-04-15,26,False
2018-04-22,100,False
2018-04-29,25,False
2018-05-06,52,False
2018-05-13,37,False
2018-05-20,25,False
2018-05-27,48,False
2018-06-03,25,False
2018-06-10,34,False
2018-06-17,46,False
2018-06-24,48,False
2018-07-01,45,False
2018-07-08,30,False
2018-07-15,30,False
2018-07-22,37,False
2018-07-29,18,False
2018-08-05,27,False
2018-08-12,36,False
2018-08-19,41,False
2018-08-26,35,False
2018-09-02,24,False
2018-09-09,70,False
2018-09-16,48,False
2018-09-23,24,False
2018-09-30,47,False
2018-10-07,63,False
2018-10-14,24,False
2018-10-21,23,False
2018-10-28,24,False
2018-11-04,58,False
2018-11-11,71,False
2018-11-18,23,False
2018-11-25,0,False
2018-12-02,48,False
2018-12-09,36,False
2018-12-16,82,False
2018-12-23,35,False
2018-12-30,54,False
2019-01-06,22,False
2019-01-13,33,False
2019-01-20,44,False
2019-01-27,22,False
2019-02-03,35,False
2019-02-10,59,False
2019-02-17,23,False
2019-02-24,46,False
2019-03-03,55,False
2019-03-10,45,False
2019-03-17,69,False
2019-03-24,69,False
2019-03-31,24,False
2019-04-07,35,False
2019-04-14,0,False
2019-04-21,57,False
2019-04-28,22,False
2019-05-05,44,False
2019-05-12,45,False
2019-05-19,33,False
2019-05-26,22,False
2019-06-02,22,False
2019-06-09,0,False
2019-06-16,44,False
2019-06-23,44,False
2019-06-30,42,False
2019-07-07,21,False
2019-07-14,51,False
2019-07-21,0,False
2019-07-28,40,False
2019-08-04,31,False
2019-08-11,20,False
2019-08-18,63,False
2019-08-25,83,False
2019-09-01,20,False
2019-09-08,21,False
2019-09-15,42,False
2019-09-22,84,False
2019-09-29,41,False
2019-10-06,31,False
2019-10-13,39,False
2019-10-20,0,False
2019-10-27,30,False
2019-11-03,29,False
2019-11-10,40,False
2019-11-17,59,False
2019-11-24,50,False
2019-12-01,0,False
2019-12-08,21,False
2019-12-15,63,False
2019-12-22,33,False
2019-12-29,19,False
2020-01-05,56,False
2020-01-12,18,False
2020-01-19,28,False
2020-01-26,46,False
2020-02-02,56,False
2020-02-09,59,False
2020-02-16,39,False
2020-02-23,47,False
2020-03-01,19,False
2020-03-08,35,False
2020-03-15,17,False
2020-03-22,43,False
2020-03-29,25,False
2020-04-05,38,False
2020-04-12,73,False
2020-04-19,36,False
2020-04-26,43,False
2020-05-03,18,False
2020-05-10,35,False
