date,Hausbau,isPartial
2018-01-07,24,False
2018-01-14,59,False
2018-01-21,60,False
2018-01-28,47,False
2018-02-04,0,False
2018-02-11,0,False
2018-02-18,49,False
2018-02-25,24,False
2018-03-04,25,False
2018-03-11,57,False
2018-03-18,33,False
2018-03-25,26,False
2018-04-01,44,False
2018-04-08,25,False
2018-04-15,35,False
2018-04-22,25,False
2018-04-29,43,False
2018-05-06,39,False
2018-05-13,38,False
2018-05-20,25,False
2018-05-27,51,False
2018-06-03,25,False
2018-06-10,48,False
2018-06-17,25,False
2018-06-24,26,False
2018-07-01,0,False
2018-07-08,25,False
2018-07-15,0,False
2018-07-22,51,False
2018-07-29,50,False
2018-08-05,25,False
2018-08-12,25,False
2018-08-19,0,False
2018-08-26,100,False
2018-09-02,0,False
2018-09-09,51,False
2018-09-16,26,False
2018-09-23,26,False
2018-09-30,40,False
2018-10-07,26,False
2018-10-14,25,False
2018-10-21,25,False
2018-10-28,49,False
2018-11-04,32,False
2018-11-11,97,False
2018-11-18,47,False
2018-11-25,24,False
2018-12-02,32,False
2018-12-09,0,False
2018-12-16,24,False
2018-12-23,26,False
2018-12-30,25,False
2019-01-06,45,False
2019-01-13,23,False
2019-01-20,45,False
2019-01-27,23,False
2019-02-03,0,False
2019-02-10,35,False
2019-02-17,0,False
2019-02-24,25,False
2019-03-03,23,False
2019-03-10,57,False
2019-03-17,60,False
2019-03-24,73,False
2019-03-31,36,False
2019-04-07,0,False
2019-04-14,25,False
2019-04-21,24,False
2019-04-28,59,False
2019-05-05,45,False
2019-05-12,24,False
2019-05-19,47,False
2019-05-26,32,False
2019-06-02,0,False
2019-06-09,39,False
2019-06-16,24,False
2019-06-23,24,False
2019-06-30,24,False
2019-07-07,48,False
2019-07-14,24,False
2019-07-21,51,False
2019-07-28,25,False
2019-08-04,24,False
2019-08-11,0,False
2019-08-18,23,False
2019-08-25,23,False
2019-09-01,23,False
2019-09-08,47,False
2019-09-15,24,False
2019-09-22,23,False
2019-09-29,23,False
2019-10-06,23,False
2019-10-13,45,False
2019-10-20,22,False
2019-10-27,21,False
2019-11-03,0,False
2019-11-10,43,False
2019-11-17,32,False
2019-11-24,21,False
2019-12-01,22,False
2019-12-08,21,False
2019-12-15,21,False
2019-12-22,0,False
2019-12-29,68,False
2020-01-05,61,False
2020-01-12,40,False
2020-01-19,31,False
2020-01-26,33,False
2020-02-02,20,False
2020-02-09,20,False
2020-02-16,53,False
2020-02-23,40,False
2020-03-01,20,False
2020-03-08,37,False
2020-03-15,37,False
2020-03-22,0,False
2020-03-29,35,False
2020-04-05,38,False
2020-04-12,31,False
2020-04-19,37,False
2020-04-26,17,False
2020-05-03,30,False
2020-05-10,36,False
