date,Küche renovieren,isPartial
2018-01-07,50,False
2018-01-14,48,False
2018-01-21,50,False
2018-01-28,49,False
2018-02-04,50,False
2018-02-11,50,False
2018-02-18,50,False
2018-02-25,48,False
2018-03-04,100,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,0,False
2018-04-01,53,False
2018-04-08,0,False
2018-04-15,0,False
2018-04-22,48,False
2018-04-29,51,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,52,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,96,False
2018-06-24,50,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,51,False
2018-07-22,52,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,50,False
2018-08-26,50,False
2018-09-02,0,False
2018-09-09,51,False
2018-09-16,0,False
2018-09-23,50,False
2018-09-30,76,False
2018-10-07,0,False
2018-10-14,51,False
2018-10-21,51,False
2018-10-28,49,False
2018-11-04,47,False
2018-11-11,48,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,96,False
2018-12-16,98,False
2018-12-23,56,False
2018-12-30,51,False
2019-01-06,46,False
2019-01-13,46,False
2019-01-20,0,False
2019-01-27,0,False
2019-02-03,46,False
2019-02-10,46,False
2019-02-17,47,False
2019-02-24,48,False
2019-03-03,0,False
2019-03-10,46,False
2019-03-17,48,False
2019-03-24,0,False
2019-03-31,46,False
2019-04-07,48,False
2019-04-14,52,False
2019-04-21,51,False
2019-04-28,0,False
2019-05-05,0,False
2019-05-12,0,False
2019-05-19,0,False
2019-05-26,0,False
2019-06-02,0,False
2019-06-09,48,False
2019-06-16,48,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,0,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,52,False
2019-08-11,49,False
2019-08-18,49,False
2019-08-25,0,False
2019-09-01,47,False
2019-09-08,47,False
2019-09-15,0,False
2019-09-22,0,False
2019-09-29,62,False
2019-10-06,0,False
2019-10-13,46,False
2019-10-20,0,False
2019-10-27,45,False
2019-11-03,58,False
2019-11-10,66,False
2019-11-17,43,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,43,False
2019-12-15,44,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,42,False
2020-01-12,60,False
2020-01-19,84,False
2020-01-26,41,False
2020-02-02,0,False
2020-02-09,40,False
2020-02-16,42,False
2020-02-23,0,False
2020-03-01,81,False
2020-03-08,0,False
2020-03-15,38,False
2020-03-22,38,False
2020-03-29,56,False
2020-04-05,41,False
2020-04-12,0,False
2020-04-19,38,False
2020-04-26,56,False
2020-05-03,38,False
2020-05-10,0,False
