date,Maler und Lackierer,isPartial
2018-01-07,40,False
2018-01-14,20,False
2018-01-21,40,False
2018-01-28,39,False
2018-02-04,51,False
2018-02-11,21,False
2018-02-18,31,False
2018-02-25,0,False
2018-03-04,20,False
2018-03-11,30,False
2018-03-18,41,False
2018-03-25,22,False
2018-04-01,22,False
2018-04-08,32,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,21,False
2018-05-06,32,False
2018-05-13,0,False
2018-05-20,31,False
2018-05-27,21,False
2018-06-03,21,False
2018-06-10,50,False
2018-06-17,62,False
2018-06-24,42,False
2018-07-01,21,False
2018-07-08,21,False
2018-07-15,32,False
2018-07-22,21,False
2018-07-29,0,False
2018-08-05,50,False
2018-08-12,40,False
2018-08-19,0,False
2018-08-26,31,False
2018-09-02,20,False
2018-09-09,0,False
2018-09-16,41,False
2018-09-23,41,False
2018-09-30,22,False
2018-10-07,43,False
2018-10-14,41,False
2018-10-21,20,False
2018-10-28,20,False
2018-11-04,39,False
2018-11-11,0,False
2018-11-18,29,False
2018-11-25,20,False
2018-12-02,29,False
2018-12-09,20,False
2018-12-16,20,False
2018-12-23,22,False
2018-12-30,20,False
2019-01-06,19,False
2019-01-13,19,False
2019-01-20,37,False
2019-01-27,37,False
2019-02-03,19,False
2019-02-10,19,False
2019-02-17,49,False
2019-02-24,0,False
2019-03-03,19,False
2019-03-10,19,False
2019-03-17,39,False
2019-03-24,0,False
2019-03-31,30,False
2019-04-07,19,False
2019-04-14,20,False
2019-04-21,61,False
2019-04-28,20,False
2019-05-05,38,False
2019-05-12,20,False
2019-05-19,29,False
2019-05-26,39,False
2019-06-02,29,False
2019-06-09,19,False
2019-06-16,20,False
2019-06-23,59,False
2019-06-30,0,False
2019-07-07,20,False
2019-07-14,21,False
2019-07-21,42,False
2019-07-28,21,False
2019-08-04,100,False
2019-08-11,19,False
2019-08-18,19,False
2019-08-25,19,False
2019-09-01,0,False
2019-09-08,19,False
2019-09-15,40,False
2019-09-22,75,False
2019-09-29,19,False
2019-10-06,38,False
2019-10-13,18,False
2019-10-20,36,False
2019-10-27,0,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,18,False
2019-11-24,17,False
2019-12-01,18,False
2019-12-08,36,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,19,False
2020-01-05,17,False
2020-01-12,33,False
2020-01-19,43,False
2020-01-26,17,False
2020-02-02,17,False
2020-02-09,17,False
2020-02-16,88,False
2020-02-23,33,False
2020-03-01,41,False
2020-03-08,31,False
2020-03-15,22,False
2020-03-22,14,False
2020-03-29,22,False
2020-04-05,48,False
2020-04-12,15,False
2020-04-19,22,False
2020-04-26,14,False
2020-05-03,30,False
2020-05-10,15,False
2020-05-17,36,True
