date,Reinigungskraft,isPartial
2018-01-07,25,False
2018-01-14,24,False
2018-01-21,33,False
2018-01-28,62,False
2018-02-04,66,False
2018-02-11,26,False
2018-02-18,76,False
2018-02-25,50,False
2018-03-04,50,False
2018-03-11,51,False
2018-03-18,38,False
2018-03-25,27,False
2018-04-01,55,False
2018-04-08,54,False
2018-04-15,56,False
2018-04-22,53,False
2018-04-29,28,False
2018-05-06,28,False
2018-05-13,26,False
2018-05-20,82,False
2018-05-27,52,False
2018-06-03,39,False
2018-06-10,58,False
2018-06-17,25,False
2018-06-24,38,False
2018-07-01,42,False
2018-07-08,38,False
2018-07-15,36,False
2018-07-22,26,False
2018-07-29,26,False
2018-08-05,0,False
2018-08-12,52,False
2018-08-19,42,False
2018-08-26,52,False
2018-09-02,39,False
2018-09-09,52,False
2018-09-16,35,False
2018-09-23,26,False
2018-09-30,26,False
2018-10-07,39,False
2018-10-14,65,False
2018-10-21,26,False
2018-10-28,26,False
2018-11-04,37,False
2018-11-11,25,False
2018-11-18,72,False
2018-11-25,49,False
2018-12-02,74,False
2018-12-09,32,False
2018-12-16,0,False
2018-12-23,26,False
2018-12-30,33,False
2019-01-06,100,False
2019-01-13,69,False
2019-01-20,46,False
2019-01-27,23,False
2019-02-03,24,False
2019-02-10,35,False
2019-02-17,47,False
2019-02-24,35,False
2019-03-03,53,False
2019-03-10,34,False
2019-03-17,48,False
2019-03-24,0,False
2019-03-31,63,False
2019-04-07,57,False
2019-04-14,79,False
2019-04-21,50,False
2019-04-28,55,False
2019-05-05,54,False
2019-05-12,24,False
2019-05-19,71,False
2019-05-26,55,False
2019-06-02,47,False
2019-06-09,35,False
2019-06-16,72,False
2019-06-23,24,False
2019-06-30,24,False
2019-07-07,56,False
2019-07-14,33,False
2019-07-21,26,False
2019-07-28,46,False
2019-08-04,55,False
2019-08-11,67,False
2019-08-18,69,False
2019-08-25,45,False
2019-09-01,61,False
2019-09-08,46,False
2019-09-15,35,False
2019-09-22,90,False
2019-09-29,44,False
2019-10-06,39,False
2019-10-13,68,False
2019-10-20,30,False
2019-10-27,32,False
2019-11-03,63,False
2019-11-10,21,False
2019-11-17,63,False
2019-11-24,28,False
2019-12-01,21,False
2019-12-08,43,False
2019-12-15,32,False
2019-12-22,37,False
2019-12-29,22,False
2020-01-05,87,False
2020-01-12,73,False
2020-01-19,55,False
2020-01-26,61,False
2020-02-02,35,False
2020-02-09,53,False
2020-02-16,59,False
2020-02-23,52,False
2020-03-01,39,False
2020-03-08,38,False
2020-03-15,29,False
2020-03-22,34,False
2020-03-29,25,False
2020-04-05,29,False
2020-04-12,54,False
2020-04-19,52,False
2020-04-26,29,False
2020-05-03,35,False
2020-05-10,54,False
