date,Reinigungskraft,isPartial
2018-01-07,46,False
2018-01-14,51,False
2018-01-21,62,False
2018-01-28,85,False
2018-02-04,65,False
2018-02-11,35,False
2018-02-18,35,False
2018-02-25,40,False
2018-03-04,53,False
2018-03-11,64,False
2018-03-18,53,False
2018-03-25,55,False
2018-04-01,37,False
2018-04-08,55,False
2018-04-15,68,False
2018-04-22,59,False
2018-04-29,36,False
2018-05-06,37,False
2018-05-13,65,False
2018-05-20,45,False
2018-05-27,66,False
2018-06-03,48,False
2018-06-10,46,False
2018-06-17,59,False
2018-06-24,43,False
2018-07-01,43,False
2018-07-08,36,False
2018-07-15,65,False
2018-07-22,37,False
2018-07-29,41,False
2018-08-05,23,False
2018-08-12,81,False
2018-08-19,53,False
2018-08-26,53,False
2018-09-02,35,False
2018-09-09,36,False
2018-09-16,83,False
2018-09-23,36,False
2018-09-30,44,False
2018-10-07,37,False
2018-10-14,24,False
2018-10-21,43,False
2018-10-28,40,False
2018-11-04,45,False
2018-11-11,28,False
2018-11-18,83,False
2018-11-25,51,False
2018-12-02,51,False
2018-12-09,34,False
2018-12-16,53,False
2018-12-23,25,False
2018-12-30,40,False
2019-01-06,59,False
2019-01-13,38,False
2019-01-20,85,False
2019-01-27,75,False
2019-02-03,75,False
2019-02-10,58,False
2019-02-17,45,False
2019-02-24,64,False
2019-03-03,33,False
2019-03-10,48,False
2019-03-17,34,False
2019-03-24,68,False
2019-03-31,57,False
2019-04-07,79,False
2019-04-14,35,False
2019-04-21,59,False
2019-04-28,45,False
2019-05-05,65,False
2019-05-12,56,False
2019-05-19,60,False
2019-05-26,67,False
2019-06-02,45,False
2019-06-09,78,False
2019-06-16,40,False
2019-06-23,17,False
2019-06-30,40,False
2019-07-07,34,False
2019-07-14,41,False
2019-07-21,49,False
2019-07-28,48,False
2019-08-04,86,False
2019-08-11,38,False
2019-08-18,89,False
2019-08-25,49,False
2019-09-01,60,False
2019-09-08,100,False
2019-09-15,68,False
2019-09-22,22,False
2019-09-29,66,False
2019-10-06,54,False
2019-10-13,68,False
2019-10-20,52,False
2019-10-27,36,False
2019-11-03,71,False
2019-11-10,62,False
2019-11-17,56,False
2019-11-24,71,False
2019-12-01,42,False
2019-12-08,46,False
2019-12-15,40,False
2019-12-22,34,False
2019-12-29,37,False
2020-01-05,44,False
2020-01-12,48,False
2020-01-19,84,False
2020-01-26,58,False
2020-02-02,91,False
2020-02-09,64,False
2020-02-16,92,False
2020-02-23,52,False
2020-03-01,57,False
2020-03-08,31,False
2020-03-15,38,False
2020-03-22,29,False
2020-03-29,12,False
2020-04-05,23,False
2020-04-12,56,False
2020-04-19,51,False
2020-04-26,49,False
2020-05-03,34,False
2020-05-10,64,False
