date,Reinigungskraft,isPartial
2018-01-07,33,False
2018-01-14,43,False
2018-01-21,38,False
2018-01-28,70,False
2018-02-04,49,False
2018-02-11,28,False
2018-02-18,48,False
2018-02-25,48,False
2018-03-04,27,False
2018-03-11,56,False
2018-03-18,56,False
2018-03-25,35,False
2018-04-01,37,False
2018-04-08,44,False
2018-04-15,44,False
2018-04-22,29,False
2018-04-29,59,False
2018-05-06,26,False
2018-05-13,40,False
2018-05-20,42,False
2018-05-27,43,False
2018-06-03,34,False
2018-06-10,14,False
2018-06-17,24,False
2018-06-24,29,False
2018-07-01,45,False
2018-07-08,41,False
2018-07-15,43,False
2018-07-22,34,False
2018-07-29,17,False
2018-08-05,49,False
2018-08-12,44,False
2018-08-19,31,False
2018-08-26,30,False
2018-09-02,34,False
2018-09-09,25,False
2018-09-16,30,False
2018-09-23,39,False
2018-09-30,53,False
2018-10-07,61,False
2018-10-14,49,False
2018-10-21,31,False
2018-10-28,30,False
2018-11-04,47,False
2018-11-11,19,False
2018-11-18,33,False
2018-11-25,62,False
2018-12-02,34,False
2018-12-09,49,False
2018-12-16,42,False
2018-12-23,0,False
2018-12-30,66,False
2019-01-06,41,False
2019-01-13,36,False
2019-01-20,38,False
2019-01-27,48,False
2019-02-03,53,False
2019-02-10,37,False
2019-02-17,42,False
2019-02-24,37,False
2019-03-03,100,False
2019-03-10,19,False
2019-03-17,43,False
2019-03-24,33,False
2019-03-31,33,False
2019-04-07,64,False
2019-04-14,16,False
2019-04-21,21,False
2019-04-28,35,False
2019-05-05,33,False
2019-05-12,24,False
2019-05-19,28,False
2019-05-26,10,False
2019-06-02,41,False
2019-06-09,72,False
2019-06-16,10,False
2019-06-23,50,False
2019-06-30,73,False
2019-07-07,29,False
2019-07-14,30,False
2019-07-21,46,False
2019-07-28,49,False
2019-08-04,44,False
2019-08-11,57,False
2019-08-18,33,False
2019-08-25,62,False
2019-09-01,44,False
2019-09-08,43,False
2019-09-15,46,False
2019-09-22,28,False
2019-09-29,46,False
2019-10-06,37,False
2019-10-13,28,False
2019-10-20,54,False
2019-10-27,40,False
2019-11-03,47,False
2019-11-10,36,False
2019-11-17,35,False
2019-11-24,48,False
2019-12-01,37,False
2019-12-08,80,False
2019-12-15,56,False
2019-12-22,42,False
2019-12-29,38,False
2020-01-05,45,False
2020-01-12,55,False
2020-01-19,30,False
2020-01-26,61,False
2020-02-02,80,False
2020-02-09,34,False
2020-02-16,61,False
2020-02-23,37,False
2020-03-01,48,False
2020-03-08,34,False
2020-03-15,32,False
2020-03-22,25,False
2020-03-29,25,False
2020-04-05,29,False
2020-04-12,18,False
2020-04-19,29,False
2020-04-26,28,False
2020-05-03,30,False
2020-05-10,37,False
