date,Reinigungskraft,isPartial
2018-01-07,43,False
2018-01-14,32,False
2018-01-21,0,False
2018-01-28,32,False
2018-02-04,100,False
2018-02-11,32,False
2018-02-18,43,False
2018-02-25,32,False
2018-03-04,0,False
2018-03-11,100,False
2018-03-18,44,False
2018-03-25,35,False
2018-04-01,61,False
2018-04-08,46,False
2018-04-15,36,False
2018-04-22,35,False
2018-04-29,0,False
2018-05-06,75,False
2018-05-13,35,False
2018-05-20,72,False
2018-05-27,50,False
2018-06-03,35,False
2018-06-10,33,False
2018-06-17,50,False
2018-06-24,34,False
2018-07-01,35,False
2018-07-08,0,False
2018-07-15,36,False
2018-07-22,35,False
2018-07-29,34,False
2018-08-05,33,False
2018-08-12,77,False
2018-08-19,50,False
2018-08-26,34,False
2018-09-02,50,False
2018-09-09,34,False
2018-09-16,55,False
2018-09-23,33,False
2018-09-30,0,False
2018-10-07,36,False
2018-10-14,44,False
2018-10-21,95,False
2018-10-28,51,False
2018-11-04,77,False
2018-11-11,0,False
2018-11-18,60,False
2018-11-25,32,False
2018-12-02,0,False
2018-12-09,42,False
2018-12-16,32,False
2018-12-23,51,False
2018-12-30,63,False
2019-01-06,48,False
2019-01-13,38,False
2019-01-20,43,False
2019-01-27,43,False
2019-02-03,49,False
2019-02-10,46,False
2019-02-17,30,False
2019-02-24,30,False
2019-03-03,49,False
2019-03-10,44,False
2019-03-17,63,False
2019-03-24,31,False
2019-03-31,62,False
2019-04-07,72,False
2019-04-14,34,False
2019-04-21,43,False
2019-04-28,30,False
2019-05-05,68,False
2019-05-12,51,False
2019-05-19,60,False
2019-05-26,31,False
2019-06-02,46,False
2019-06-09,31,False
2019-06-16,30,False
2019-06-23,62,False
2019-06-30,51,False
2019-07-07,77,False
2019-07-14,49,False
2019-07-21,51,False
2019-07-28,33,False
2019-08-04,32,False
2019-08-11,31,False
2019-08-18,30,False
2019-08-25,30,False
2019-09-01,61,False
2019-09-08,40,False
2019-09-15,62,False
2019-09-22,68,False
2019-09-29,29,False
2019-10-06,30,False
2019-10-13,49,False
2019-10-20,76,False
2019-10-27,27,False
2019-11-03,40,False
2019-11-10,46,False
2019-11-17,45,False
2019-11-24,36,False
2019-12-01,37,False
2019-12-08,28,False
2019-12-15,0,False
2019-12-22,30,False
2019-12-29,43,False
2020-01-05,78,False
2020-01-12,68,False
2020-01-19,52,False
2020-01-26,65,False
2020-02-02,42,False
2020-02-09,27,False
2020-02-16,39,False
2020-02-23,63,False
2020-03-01,42,False
2020-03-08,48,False
2020-03-15,54,False
2020-03-22,45,False
2020-03-29,30,False
2020-04-05,0,False
2020-04-12,48,False
2020-04-19,39,False
2020-04-26,46,False
2020-05-03,47,False
2020-05-10,46,False
