date,Heizungsfirma,isPartial
2018-01-07,43,False
2018-01-14,0,False
2018-01-21,28,False
2018-01-28,0,False
2018-02-04,0,False
2018-02-11,29,False
2018-02-18,29,False
2018-02-25,58,False
2018-03-04,29,False
2018-03-11,29,False
2018-03-18,0,False
2018-03-25,31,False
2018-04-01,31,False
2018-04-08,29,False
2018-04-15,30,False
2018-04-22,0,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,0,False
2018-05-27,29,False
2018-06-03,28,False
2018-06-10,28,False
2018-06-17,28,False
2018-06-24,0,False
2018-07-01,28,False
2018-07-08,28,False
2018-07-15,29,False
2018-07-22,30,False
2018-07-29,31,False
2018-08-05,30,False
2018-08-12,0,False
2018-08-19,0,False
2018-08-26,29,False
2018-09-02,29,False
2018-09-09,0,False
2018-09-16,29,False
2018-09-23,59,False
2018-09-30,59,False
2018-10-07,29,False
2018-10-14,89,False
2018-10-21,44,False
2018-10-28,72,False
2018-11-04,0,False
2018-11-11,28,False
2018-11-18,0,False
2018-11-25,28,False
2018-12-02,0,False
2018-12-09,56,False
2018-12-16,28,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,27,False
2019-01-20,78,False
2019-01-27,52,False
2019-02-03,53,False
2019-02-10,27,False
2019-02-17,54,False
2019-02-24,42,False
2019-03-03,0,False
2019-03-10,0,False
2019-03-17,42,False
2019-03-24,28,False
2019-03-31,0,False
2019-04-07,0,False
2019-04-14,0,False
2019-04-21,29,False
2019-04-28,28,False
2019-05-05,40,False
2019-05-12,28,False
2019-05-19,55,False
2019-05-26,0,False
2019-06-02,27,False
2019-06-09,28,False
2019-06-16,28,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,0,False
2019-07-14,29,False
2019-07-21,0,False
2019-07-28,30,False
2019-08-04,30,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,27,False
2019-09-08,0,False
2019-09-15,28,False
2019-09-22,27,False
2019-09-29,55,False
2019-10-06,26,False
2019-10-13,27,False
2019-10-20,27,False
2019-10-27,40,False
2019-11-03,100,False
2019-11-10,38,False
2019-11-17,62,False
2019-11-24,25,False
2019-12-01,50,False
2019-12-08,76,False
2019-12-15,76,False
2019-12-22,29,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,47,False
2020-01-19,25,False
2020-01-26,24,False
2020-02-02,24,False
2020-02-09,23,False
2020-02-16,24,False
2020-02-23,47,False
2020-03-01,23,False
2020-03-08,22,False
2020-03-15,22,False
2020-03-22,22,False
2020-03-29,0,False
2020-04-05,24,False
2020-04-12,22,False
2020-04-19,22,False
2020-04-26,21,False
2020-05-03,22,False
2020-05-10,45,False
