date,addio al nubilato,isPartial
2018-01-07,26,False
2018-01-14,25,False
2018-01-21,26,False
2018-01-28,0,False
2018-02-04,39,False
2018-02-11,27,False
2018-02-18,25,False
2018-02-25,24,False
2018-03-04,26,False
2018-03-11,51,False
2018-03-18,51,False
2018-03-25,0,False
2018-04-01,27,False
2018-04-08,27,False
2018-04-15,55,False
2018-04-22,29,False
2018-04-29,52,False
2018-05-06,52,False
2018-05-13,42,False
2018-05-20,68,False
2018-05-27,40,False
2018-06-03,52,False
2018-06-10,36,False
2018-06-17,0,False
2018-06-24,54,False
2018-07-01,53,False
2018-07-08,26,False
2018-07-15,40,False
2018-07-22,40,False
2018-07-29,26,False
2018-08-05,50,False
2018-08-12,23,False
2018-08-19,0,False
2018-08-26,0,False
2018-09-02,0,False
2018-09-09,27,False
2018-09-16,27,False
2018-09-23,0,False
2018-09-30,0,False
2018-10-07,28,False
2018-10-14,0,False
2018-10-21,58,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,28,False
2018-12-02,29,False
2018-12-09,29,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,28,False
2019-01-20,26,False
2019-01-27,27,False
2019-02-03,26,False
2019-02-10,53,False
2019-02-17,27,False
2019-02-24,27,False
2019-03-03,29,False
2019-03-10,57,False
2019-03-17,29,False
2019-03-24,0,False
2019-03-31,57,False
2019-04-07,29,False
2019-04-14,30,False
2019-04-21,0,False
2019-04-28,42,False
2019-05-05,28,False
2019-05-12,53,False
2019-05-19,55,False
2019-05-26,26,False
2019-06-02,29,False
2019-06-09,0,False
2019-06-16,29,False
2019-06-23,100,False
2019-06-30,57,False
2019-07-07,26,False
2019-07-14,67,False
2019-07-21,55,False
2019-07-28,40,False
2019-08-04,78,False
2019-08-11,25,False
2019-08-18,45,False
2019-08-25,0,False
2019-09-01,24,False
2019-09-08,0,False
2019-09-15,0,False
2019-09-22,0,False
2019-09-29,0,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,49,False
2019-10-27,25,False
2019-11-03,0,False
2019-11-10,23,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,25,False
2019-12-22,0,False
2019-12-29,25,False
2020-01-05,23,False
2020-01-12,0,False
2020-01-19,22,False
2020-01-26,0,False
2020-02-02,22,False
2020-02-09,23,False
2020-02-16,0,False
2020-02-23,21,False
2020-03-01,0,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,21,False
2020-04-19,20,False
2020-04-26,0,True
