date,addio al nubilato,isPartial
2018-01-07,19,False
2018-01-14,16,False
2018-01-21,34,False
2018-01-28,15,False
2018-02-04,7,False
2018-02-11,11,False
2018-02-18,20,False
2018-02-25,37,False
2018-03-04,20,False
2018-03-11,41,False
2018-03-18,28,False
2018-03-25,41,False
2018-04-01,49,False
2018-04-08,38,False
2018-04-15,63,False
2018-04-22,59,False
2018-04-29,67,False
2018-05-06,85,False
2018-05-13,82,False
2018-05-20,62,False
2018-05-27,35,False
2018-06-03,65,False
2018-06-10,71,False
2018-06-17,33,False
2018-06-24,100,False
2018-07-01,64,False
2018-07-08,99,False
2018-07-15,54,False
2018-07-22,51,False
2018-07-29,44,False
2018-08-05,59,False
2018-08-12,37,False
2018-08-19,43,False
2018-08-26,61,False
2018-09-02,60,False
2018-09-09,38,False
2018-09-16,23,False
2018-09-23,27,False
2018-09-30,17,False
2018-10-07,21,False
2018-10-14,14,False
2018-10-21,14,False
2018-10-28,47,False
2018-11-04,6,False
2018-11-11,17,False
2018-11-18,17,False
2018-11-25,7,False
2018-12-02,19,False
2018-12-09,7,False
2018-12-16,7,False
2018-12-23,18,False
2018-12-30,16,False
2019-01-06,12,False
2019-01-13,37,False
2019-01-20,21,False
2019-01-27,26,False
2019-02-03,22,False
2019-02-10,22,False
2019-02-17,22,False
2019-02-24,7,False
2019-03-03,27,False
2019-03-10,15,False
2019-03-17,24,False
2019-03-24,34,False
2019-03-31,34,False
2019-04-07,21,False
2019-04-14,44,False
2019-04-21,47,False
2019-04-28,59,False
2019-05-05,50,False
2019-05-12,65,False
2019-05-19,73,False
2019-05-26,60,False
2019-06-02,78,False
2019-06-09,45,False
2019-06-16,47,False
2019-06-23,31,False
2019-06-30,40,False
2019-07-07,44,False
2019-07-14,69,False
2019-07-21,63,False
2019-07-28,64,False
2019-08-04,32,False
2019-08-11,25,False
2019-08-18,47,False
2019-08-25,29,False
2019-09-01,56,False
2019-09-08,33,False
2019-09-15,36,False
2019-09-22,22,False
2019-09-29,32,False
2019-10-06,15,False
2019-10-13,11,False
2019-10-20,11,False
2019-10-27,22,False
2019-11-03,21,False
2019-11-10,14,False
2019-11-17,11,False
2019-11-24,14,False
2019-12-01,7,False
2019-12-08,22,False
2019-12-15,7,False
2019-12-22,14,False
2019-12-29,13,False
2020-01-05,26,False
2020-01-12,27,False
2020-01-19,24,False
2020-01-26,20,False
2020-02-02,13,False
2020-02-09,24,False
2020-02-16,21,False
2020-02-23,7,False
2020-03-01,7,False
2020-03-08,6,False
2020-03-15,10,False
2020-03-22,6,False
2020-03-29,12,False
2020-04-05,16,False
2020-04-12,7,False
2020-04-19,0,False
2020-04-26,11,True
