date,addio al nubilato,isPartial
2018-01-07,32,False
2018-01-14,24,False
2018-01-21,0,False
2018-01-28,24,False
2018-02-04,38,False
2018-02-11,32,False
2018-02-18,38,False
2018-02-25,14,False
2018-03-04,15,False
2018-03-11,31,False
2018-03-18,38,False
2018-03-25,24,False
2018-04-01,17,False
2018-04-08,80,False
2018-04-15,64,False
2018-04-22,51,False
2018-04-29,65,False
2018-05-06,64,False
2018-05-13,96,False
2018-05-20,64,False
2018-05-27,74,False
2018-06-03,90,False
2018-06-10,82,False
2018-06-17,100,False
2018-06-24,83,False
2018-07-01,39,False
2018-07-08,46,False
2018-07-15,78,False
2018-07-22,83,False
2018-07-29,60,False
2018-08-05,59,False
2018-08-12,47,False
2018-08-19,27,False
2018-08-26,62,False
2018-09-02,66,False
2018-09-09,15,False
2018-09-16,31,False
2018-09-23,0,False
2018-09-30,0,False
2018-10-07,0,False
2018-10-14,16,False
2018-10-21,16,False
2018-10-28,16,False
2018-11-04,16,False
2018-11-11,66,False
2018-11-18,16,False
2018-11-25,16,False
2018-12-02,34,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,16,False
2019-01-06,31,False
2019-01-13,31,False
2019-01-20,43,False
2019-01-27,21,False
2019-02-03,42,False
2019-02-10,0,False
2019-02-17,15,False
2019-02-24,29,False
2019-03-03,15,False
2019-03-10,43,False
2019-03-17,15,False
2019-03-24,0,False
2019-03-31,22,False
2019-04-07,22,False
2019-04-14,53,False
2019-04-21,54,False
2019-04-28,64,False
2019-05-05,72,False
2019-05-12,70,False
2019-05-19,71,False
2019-05-26,88,False
2019-06-02,82,False
2019-06-09,68,False
2019-06-16,45,False
2019-06-23,37,False
2019-06-30,52,False
2019-07-07,62,False
2019-07-14,21,False
2019-07-21,73,False
2019-07-28,70,False
2019-08-04,21,False
2019-08-11,51,False
2019-08-18,35,False
2019-08-25,76,False
2019-09-01,60,False
2019-09-08,34,False
2019-09-15,27,False
2019-09-22,20,False
2019-09-29,55,False
2019-10-06,14,False
2019-10-13,14,False
2019-10-20,14,False
2019-10-27,0,False
2019-11-03,13,False
2019-11-10,14,False
2019-11-17,27,False
2019-11-24,0,False
2019-12-01,28,False
2019-12-08,14,False
2019-12-15,0,False
2019-12-22,14,False
2019-12-29,14,False
2020-01-05,0,False
2020-01-12,13,False
2020-01-19,13,False
2020-01-26,13,False
2020-02-02,13,False
2020-02-09,13,False
2020-02-16,19,False
2020-02-23,12,False
2020-03-01,24,False
2020-03-08,11,False
2020-03-15,0,False
2020-03-22,10,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,11,False
2020-04-19,10,False
2020-04-26,19,True
