date,Hausmeisterservice,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,40,False
2018-01-28,0,False
2018-02-04,0,False
2018-02-11,0,False
2018-02-18,61,False
2018-02-25,40,False
2018-03-04,41,False
2018-03-11,42,False
2018-03-18,0,False
2018-03-25,44,False
2018-04-01,0,False
2018-04-08,43,False
2018-04-15,44,False
2018-04-22,41,False
2018-04-29,43,False
2018-05-06,66,False
2018-05-13,63,False
2018-05-20,0,False
2018-05-27,42,False
2018-06-03,42,False
2018-06-10,100,False
2018-06-17,84,False
2018-06-24,43,False
2018-07-01,64,False
2018-07-08,42,False
2018-07-15,44,False
2018-07-22,87,False
2018-07-29,0,False
2018-08-05,41,False
2018-08-12,64,False
2018-08-19,42,False
2018-08-26,42,False
2018-09-02,42,False
2018-09-09,43,False
2018-09-16,42,False
2018-09-23,43,False
2018-09-30,45,False
2018-10-07,44,False
2018-10-14,0,False
2018-10-21,41,False
2018-10-28,41,False
2018-11-04,59,False
2018-11-11,41,False
2018-11-18,39,False
2018-11-25,60,False
2018-12-02,0,False
2018-12-09,41,False
2018-12-16,0,False
2018-12-23,44,False
2018-12-30,41,False
2019-01-06,38,False
2019-01-13,0,False
2019-01-20,37,False
2019-01-27,38,False
2019-02-03,38,False
2019-02-10,40,False
2019-02-17,40,False
2019-02-24,41,False
2019-03-03,39,False
2019-03-10,77,False
2019-03-17,41,False
2019-03-24,41,False
2019-03-31,40,False
2019-04-07,92,False
2019-04-14,42,False
2019-04-21,68,False
2019-04-28,60,False
2019-05-05,0,False
2019-05-12,40,False
2019-05-19,59,False
2019-05-26,40,False
2019-06-02,39,False
2019-06-09,59,False
2019-06-16,0,False
2019-06-23,61,False
2019-06-30,61,False
2019-07-07,40,False
2019-07-14,41,False
2019-07-21,85,False
2019-07-28,42,False
2019-08-04,0,False
2019-08-11,77,False
2019-08-18,40,False
2019-08-25,59,False
2019-09-01,39,False
2019-09-08,79,False
2019-09-15,60,False
2019-09-22,56,False
2019-09-29,58,False
2019-10-06,96,False
2019-10-13,38,False
2019-10-20,37,False
2019-10-27,73,False
2019-11-03,35,False
2019-11-10,72,False
2019-11-17,35,False
2019-11-24,35,False
2019-12-01,36,False
2019-12-08,36,False
2019-12-15,37,False
2019-12-22,79,False
2019-12-29,56,False
2020-01-05,34,False
2020-01-12,33,False
2020-01-19,69,False
2020-01-26,45,False
2020-02-02,34,False
2020-02-09,33,False
2020-02-16,35,False
2020-02-23,0,False
2020-03-01,33,False
2020-03-08,62,False
2020-03-15,0,False
2020-03-22,29,False
2020-03-29,59,False
2020-04-05,0,False
2020-04-12,31,False
2020-04-19,0,False
2020-04-26,0,False
2020-05-03,45,False
2020-05-10,46,False
