date,Hausmeisterservice,isPartial
2018-01-07,46,False
2018-01-14,30,False
2018-01-21,91,False
2018-01-28,30,False
2018-02-04,32,False
2018-02-11,51,False
2018-02-18,45,False
2018-02-25,30,False
2018-03-04,71,False
2018-03-11,75,False
2018-03-18,31,False
2018-03-25,32,False
2018-04-01,97,False
2018-04-08,32,False
2018-04-15,33,False
2018-04-22,32,False
2018-04-29,33,False
2018-05-06,67,False
2018-05-13,50,False
2018-05-20,0,False
2018-05-27,31,False
2018-06-03,49,False
2018-06-10,30,False
2018-06-17,31,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,80,False
2018-07-15,100,False
2018-07-22,65,False
2018-07-29,63,False
2018-08-05,30,False
2018-08-12,61,False
2018-08-19,31,False
2018-08-26,48,False
2018-09-02,47,False
2018-09-09,0,False
2018-09-16,47,False
2018-09-23,62,False
2018-09-30,49,False
2018-10-07,0,False
2018-10-14,31,False
2018-10-21,0,False
2018-10-28,60,False
2018-11-04,49,False
2018-11-11,30,False
2018-11-18,29,False
2018-11-25,30,False
2018-12-02,44,False
2018-12-09,59,False
2018-12-16,30,False
2018-12-23,31,False
2018-12-30,30,False
2019-01-06,28,False
2019-01-13,27,False
2019-01-20,54,False
2019-01-27,27,False
2019-02-03,56,False
2019-02-10,30,False
2019-02-17,29,False
2019-02-24,28,False
2019-03-03,56,False
2019-03-10,55,False
2019-03-17,44,False
2019-03-24,43,False
2019-03-31,60,False
2019-04-07,29,False
2019-04-14,0,False
2019-04-21,31,False
2019-04-28,28,False
2019-05-05,28,False
2019-05-12,29,False
2019-05-19,29,False
2019-05-26,0,False
2019-06-02,29,False
2019-06-09,58,False
2019-06-16,87,False
2019-06-23,68,False
2019-06-30,38,False
2019-07-07,29,False
2019-07-14,61,False
2019-07-21,0,False
2019-07-28,45,False
2019-08-04,40,False
2019-08-11,28,False
2019-08-18,58,False
2019-08-25,42,False
2019-09-01,47,False
2019-09-08,100,False
2019-09-15,85,False
2019-09-22,55,False
2019-09-29,41,False
2019-10-06,46,False
2019-10-13,53,False
2019-10-20,53,False
2019-10-27,52,False
2019-11-03,38,False
2019-11-10,26,False
2019-11-17,51,False
2019-11-24,51,False
2019-12-01,35,False
2019-12-08,26,False
2019-12-15,26,False
2019-12-22,28,False
2019-12-29,0,False
2020-01-05,49,False
2020-01-12,40,False
2020-01-19,24,False
2020-01-26,32,False
2020-02-02,24,False
2020-02-09,25,False
2020-02-16,24,False
2020-02-23,24,False
2020-03-01,24,False
2020-03-08,23,False
2020-03-15,0,False
2020-03-22,21,False
2020-03-29,21,False
2020-04-05,36,False
2020-04-12,68,False
2020-04-19,22,False
2020-04-26,0,False
2020-05-03,37,False
2020-05-10,22,False
