date,Hausmeisterservice,isPartial
2018-01-07,32,False
2018-01-14,32,False
2018-01-21,96,False
2018-01-28,63,False
2018-02-04,50,False
2018-02-11,32,False
2018-02-18,80,False
2018-02-25,48,False
2018-03-04,61,False
2018-03-11,31,False
2018-03-18,32,False
2018-03-25,33,False
2018-04-01,54,False
2018-04-08,66,False
2018-04-15,99,False
2018-04-22,66,False
2018-04-29,100,False
2018-05-06,35,False
2018-05-13,33,False
2018-05-20,70,False
2018-05-27,32,False
2018-06-03,33,False
2018-06-10,46,False
2018-06-17,0,False
2018-06-24,33,False
2018-07-01,33,False
2018-07-08,34,False
2018-07-15,0,False
2018-07-22,38,False
2018-07-29,39,False
2018-08-05,37,False
2018-08-12,74,False
2018-08-19,69,False
2018-08-26,34,False
2018-09-02,99,False
2018-09-09,66,False
2018-09-16,33,False
2018-09-23,33,False
2018-09-30,25,False
2018-10-07,83,False
2018-10-14,49,False
2018-10-21,34,False
2018-10-28,83,False
2018-11-04,62,False
2018-11-11,65,False
2018-11-18,32,False
2018-11-25,64,False
2018-12-02,32,False
2018-12-09,33,False
2018-12-16,35,False
2018-12-23,65,False
2018-12-30,74,False
2019-01-06,46,False
2019-01-13,41,False
2019-01-20,57,False
2019-01-27,0,False
2019-02-03,49,False
2019-02-10,63,False
2019-02-17,63,False
2019-02-24,0,False
2019-03-03,0,False
2019-03-10,31,False
2019-03-17,32,False
2019-03-24,32,False
2019-03-31,32,False
2019-04-07,38,False
2019-04-14,36,False
2019-04-21,54,False
2019-04-28,52,False
2019-05-05,0,False
2019-05-12,32,False
2019-05-19,32,False
2019-05-26,0,False
2019-06-02,0,False
2019-06-09,33,False
2019-06-16,65,False
2019-06-23,67,False
2019-06-30,33,False
2019-07-07,64,False
2019-07-14,0,False
2019-07-21,69,False
2019-07-28,33,False
2019-08-04,0,False
2019-08-11,64,False
2019-08-18,0,False
2019-08-25,74,False
2019-09-01,29,False
2019-09-08,0,False
2019-09-15,61,False
2019-09-22,31,False
2019-09-29,28,False
2019-10-06,31,False
2019-10-13,61,False
2019-10-20,30,False
2019-10-27,29,False
2019-11-03,52,False
2019-11-10,45,False
2019-11-17,30,False
2019-11-24,44,False
2019-12-01,55,False
2019-12-08,0,False
2019-12-15,31,False
2019-12-22,0,False
2019-12-29,32,False
2020-01-05,0,False
2020-01-12,28,False
2020-01-19,87,False
2020-01-26,29,False
2020-02-02,0,False
2020-02-09,26,False
2020-02-16,0,False
2020-02-23,42,False
2020-03-01,27,False
2020-03-08,38,False
2020-03-15,41,False
2020-03-22,28,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,45,False
2020-04-19,28,False
2020-04-26,0,False
2020-05-03,38,False
2020-05-10,27,False
