date,Hausmeisterservice,isPartial
2018-01-07,36,False
2018-01-14,70,False
2018-01-21,72,False
2018-01-28,0,False
2018-02-04,57,False
2018-02-11,54,False
2018-02-18,36,False
2018-02-25,36,False
2018-03-04,36,False
2018-03-11,0,False
2018-03-18,36,False
2018-03-25,38,False
2018-04-01,39,False
2018-04-08,58,False
2018-04-15,39,False
2018-04-22,56,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,38,False
2018-05-20,39,False
2018-05-27,37,False
2018-06-03,37,False
2018-06-10,36,False
2018-06-17,36,False
2018-06-24,36,False
2018-07-01,36,False
2018-07-08,54,False
2018-07-15,52,False
2018-07-22,38,False
2018-07-29,37,False
2018-08-05,38,False
2018-08-12,56,False
2018-08-19,36,False
2018-08-26,37,False
2018-09-02,37,False
2018-09-09,37,False
2018-09-16,37,False
2018-09-23,0,False
2018-09-30,37,False
2018-10-07,37,False
2018-10-14,62,False
2018-10-21,38,False
2018-10-28,37,False
2018-11-04,35,False
2018-11-11,36,False
2018-11-18,51,False
2018-11-25,0,False
2018-12-02,70,False
2018-12-09,70,False
2018-12-16,36,False
2018-12-23,75,False
2018-12-30,70,False
2019-01-06,44,False
2019-01-13,33,False
2019-01-20,33,False
2019-01-27,33,False
2019-02-03,35,False
2019-02-10,0,False
2019-02-17,0,False
2019-02-24,67,False
2019-03-03,0,False
2019-03-10,0,False
2019-03-17,34,False
2019-03-24,51,False
2019-03-31,36,False
2019-04-07,52,False
2019-04-14,38,False
2019-04-21,72,False
2019-04-28,33,False
2019-05-05,34,False
2019-05-12,57,False
2019-05-19,100,False
2019-05-26,34,False
2019-06-02,45,False
2019-06-09,33,False
2019-06-16,57,False
2019-06-23,35,False
2019-06-30,52,False
2019-07-07,69,False
2019-07-14,35,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,64,False
2019-08-18,33,False
2019-08-25,0,False
2019-09-01,33,False
2019-09-08,0,False
2019-09-15,33,False
2019-09-22,49,False
2019-09-29,63,False
2019-10-06,33,False
2019-10-13,33,False
2019-10-20,79,False
2019-10-27,31,False
2019-11-03,30,False
2019-11-10,30,False
2019-11-17,61,False
2019-11-24,44,False
2019-12-01,45,False
2019-12-08,30,False
2019-12-15,0,False
2019-12-22,48,False
2019-12-29,31,False
2020-01-05,43,False
2020-01-12,42,False
2020-01-19,29,False
2020-01-26,58,False
2020-02-02,0,False
2020-02-09,66,False
2020-02-16,28,False
2020-02-23,37,False
2020-03-01,56,False
2020-03-08,27,False
2020-03-15,25,False
2020-03-22,49,False
2020-03-29,24,False
2020-04-05,27,False
2020-04-12,26,False
2020-04-19,49,False
2020-04-26,25,False
2020-05-03,50,False
2020-05-10,51,False
