date,Hausmeisterservice,isPartial
2018-01-07,59,False
2018-01-14,32,False
2018-01-21,48,False
2018-01-28,0,False
2018-02-04,33,False
2018-02-11,33,False
2018-02-18,0,False
2018-02-25,0,False
2018-03-04,64,False
2018-03-11,32,False
2018-03-18,49,False
2018-03-25,49,False
2018-04-01,32,False
2018-04-08,0,False
2018-04-15,35,False
2018-04-22,50,False
2018-04-29,67,False
2018-05-06,0,False
2018-05-13,67,False
2018-05-20,34,False
2018-05-27,48,False
2018-06-03,100,False
2018-06-10,0,False
2018-06-17,0,False
2018-06-24,63,False
2018-07-01,0,False
2018-07-08,27,False
2018-07-15,0,False
2018-07-22,25,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,24,False
2018-08-19,41,False
2018-08-26,0,False
2018-09-02,32,False
2018-09-09,0,False
2018-09-16,32,False
2018-09-23,32,False
2018-09-30,47,False
2018-10-07,34,False
2018-10-14,32,False
2018-10-21,0,False
2018-10-28,47,False
2018-11-04,0,False
2018-11-11,32,False
2018-11-18,30,False
2018-11-25,32,False
2018-12-02,0,False
2018-12-09,48,False
2018-12-16,31,False
2018-12-23,31,False
2018-12-30,58,False
2019-01-06,74,False
2019-01-13,0,False
2019-01-20,44,False
2019-01-27,30,False
2019-02-03,46,False
2019-02-10,0,False
2019-02-17,0,False
2019-02-24,77,False
2019-03-03,90,False
2019-03-10,30,False
2019-03-17,46,False
2019-03-24,0,False
2019-03-31,32,False
2019-04-07,92,False
2019-04-14,32,False
2019-04-21,31,False
2019-04-28,0,False
2019-05-05,60,False
2019-05-12,30,False
2019-05-19,29,False
2019-05-26,57,False
2019-06-02,58,False
2019-06-09,43,False
2019-06-16,44,False
2019-06-23,73,False
2019-06-30,28,False
2019-07-07,28,False
2019-07-14,41,False
2019-07-21,28,False
2019-07-28,54,False
2019-08-04,55,False
2019-08-11,26,False
2019-08-18,42,False
2019-08-25,41,False
2019-09-01,53,False
2019-09-08,0,False
2019-09-15,69,False
2019-09-22,57,False
2019-09-29,28,False
2019-10-06,56,False
2019-10-13,51,False
2019-10-20,40,False
2019-10-27,52,False
2019-11-03,26,False
2019-11-10,26,False
2019-11-17,26,False
2019-11-24,67,False
2019-12-01,28,False
2019-12-08,28,False
2019-12-15,28,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,49,False
2020-01-19,25,False
2020-01-26,37,False
2020-02-02,50,False
2020-02-09,26,False
2020-02-16,0,False
2020-02-23,50,False
2020-03-01,0,False
2020-03-08,23,False
2020-03-15,23,False
2020-03-22,23,False
2020-03-29,22,False
2020-04-05,51,False
2020-04-12,72,False
2020-04-19,36,False
2020-04-26,0,False
2020-05-03,35,False
2020-05-10,59,False
